מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,נכס בסיס (כתב אופציה),ענף מסחר,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25,סוף מידע
1329,9761.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,690.96,1.0,1609.0,11.118,0.112096,2.3e-05,,
1329,9761.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,10341.37,1.0,403.0,41.676,0.420205,8.8e-05,,
1329,9761.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,1282.26,3.306,0.0001,0.0,0.0,0.0,,
1329,9761.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,325.09,3.306,7.0,0.075,0.000758,0.0,,
1329,9761.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,1628.92,3.306,8.02,0.432,0.004354,0.0,,
1329,9761.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,957.2,3.306,1.0,0.032,0.000319,0.0,,
1329,9761.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,1902.14,3.306,0.73,0.046,0.000462,0.0,,
1329,9761.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,472.26,3.306,0.5,0.008,7.8e-05,0.0,,
1329,9761.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,246.29,3.306,0.71,0.006,5.8e-05,0.0,,
1329,9761.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,545.61,3.306,35.0,0.631,0.006365,1e-06,,
1329,9761.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,604.07,3.306,8.5,0.17,0.001711,0.0,,
1329,9761.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,1377.03,3.306,2.7,0.123,0.001239,0.0,,
1329,9761.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,1298.65,3.306,0.69,0.03,0.000298,0.0,,
1329,9761.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,174.22,3.306,168.0,0.968,0.009756,2e-06,,
1329,9761.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,2015.14,3.306,6.0,0.4,0.00403,0.0,,
1329,9761.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,369.44,3.306,1.06,0.013,0.00013,0.0,,
1329,9761.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,369.44,3.306,2.36,0.029,0.00029,0.0,,
1329,9761.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,100.0,3.306,3.38,0.011,0.000112,0.0,,
1329,9761.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,1511.37,3.306,184.0,9.194,0.092698,1.9e-05,,
1329,9761.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,2233.48,3.306,167.0,12.331,0.124331,2.6e-05,,
1329,9761.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,223.9,3.306,1.53,0.011,0.000114,0.0,,
1329,9761.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,1209.09,3.306,4.5,0.18,0.001813,0.0,,
1329,9762.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,613.05,1.0,944.9,5.793,0.186668,3.2e-05,,
1329,9762.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,710.04,1.0,134.3,0.954,0.030729,5e-06,,
1329,9762.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,3215.38,1.0,403.0,12.958,0.417568,7.1e-05,,
1329,9762.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,214.83,1.0,1609.0,3.457,0.111392,1.9e-05,,
1329,9762.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,408.8,3.306,0.0001,0.0,0.0,0.0,,
1329,9762.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,606.42,3.306,0.73,0.015,0.000471,0.0,,
1329,9762.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,305.16,3.306,1.0,0.01,0.000325,0.0,,
1329,9762.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,519.32,3.306,8.02,0.138,0.004437,0.0,,
1329,9762.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,103.64,3.306,7.0,0.024,0.000772,0.0,,
1329,9762.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,55.54,3.306,168.0,0.309,0.009941,1e-06,,
1329,9762.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,414.02,3.306,0.69,0.009,0.000304,0.0,,
1329,9762.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,439.01,3.306,2.7,0.039,0.001262,0.0,,
1329,9762.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,192.58,3.306,8.5,0.054,0.001743,0.0,,
1329,9762.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,173.94,3.306,35.0,0.201,0.006486,1e-06,,
1329,9762.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,78.52,3.306,0.71,0.002,5.9e-05,0.0,,
1329,9762.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,150.56,3.306,0.5,0.002,8e-05,0.0,,
1329,9762.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,385.47,3.306,4.5,0.057,0.001848,0.0,,
1329,9762.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,712.06,3.306,167.0,3.931,0.126685,2.1e-05,,
1329,9762.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,71.38,3.306,1.53,0.004,0.000116,0.0,,
1329,9762.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,481.84,3.306,184.0,2.931,0.094453,1.6e-05,,
1329,9762.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,31.88,3.306,3.38,0.004,0.000114,0.0,,
1329,9762.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,117.78,3.306,2.36,0.009,0.000296,0.0,,
1329,9762.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,117.78,3.306,1.06,0.004,0.000133,0.0,,
1329,9762.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,642.45,3.306,6.0,0.127,0.004106,0.0,,
1329,9763.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,112.49,1.0,944.9,1.063,0.186563,1.6e-05,,
1329,9763.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,130.29,1.0,134.3,0.175,0.030712,2e-06,,
1329,9763.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,39.42,1.0,1609.0,0.634,0.11133,9e-06,,
1329,9763.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,590.03,1.0,403.0,2.378,0.417333,3.6e-05,,
1329,9763.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,75.18,3.306,0.0001,0.0,0.0,0.0,,
1329,9763.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,95.5,3.306,8.02,0.025,0.004444,0.0,,
1329,9763.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,19.06,3.306,7.0,0.004,0.000774,0.0,,
1329,9763.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,56.12,3.306,1.0,0.002,0.000325,0.0,,
1329,9763.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,111.52,3.306,0.73,0.003,0.000472,0.0,,
1329,9763.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,27.69,3.306,0.5,0.0,8e-05,0.0,,
1329,9763.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,14.44,3.306,0.71,0.0,5.9e-05,0.0,,
1329,9763.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,35.41,3.306,8.5,0.01,0.001746,0.0,,
1329,9763.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,31.99,3.306,35.0,0.037,0.006496,0.0,,
1329,9763.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,80.74,3.306,2.7,0.007,0.001264,0.0,,
1329,9763.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,10.21,3.306,168.0,0.057,0.009958,0.0,,
1329,9763.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,76.14,3.306,0.69,0.002,0.000304,0.0,,
1329,9763.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,21.66,3.306,2.36,0.002,0.000296,0.0,,
1329,9763.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,118.15,3.306,6.0,0.023,0.004113,0.0,,
1329,9763.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,21.66,3.306,1.06,0.001,0.000133,0.0,,
1329,9763.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,88.61,3.306,184.0,0.539,0.09461,8e-06,,
1329,9763.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,5.86,3.306,3.38,0.001,0.000115,0.0,,
1329,9763.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,130.95,3.306,167.0,0.723,0.126896,1e-05,,
1329,9763.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,70.89,3.306,4.5,0.011,0.001851,0.0,,
1329,9763.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,13.12,3.306,1.53,0.001,0.000116,0.0,,
1329,12139.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,1014.45,1.0,403.0,4.088,0.417506,3.6e-05,,
1329,12139.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,67.78,1.0,1609.0,1.091,0.111376,9e-06,,
1329,12139.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,224.02,1.0,134.3,0.301,0.030724,2e-06,,
1329,12139.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,193.41,1.0,944.9,1.828,0.186641,1.6e-05,,
1329,12139.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,129.05,3.306,0.0001,0.0,0.0,0.0,,
1329,12139.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,191.43,3.306,0.73,0.005,0.000471,0.0,,
1329,12139.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,96.33,3.306,1.0,0.003,0.000325,0.0,,
1329,12139.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,163.94,3.306,8.02,0.043,0.004439,0.0,,
1329,12139.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,32.71,3.306,7.0,0.008,0.000773,0.0,,
1329,12139.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,37.18,3.306,2.36,0.003,0.000296,0.0,,
1329,12139.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,17.53,3.306,168.0,0.097,0.009945,0.0,,
1329,12139.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,138.59,3.306,2.7,0.012,0.001263,0.0,,
1329,12139.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,130.7,3.306,0.69,0.003,0.000304,0.0,,
1329,12139.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,54.91,3.306,35.0,0.064,0.006488,0.0,,
1329,12139.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,60.79,3.306,8.5,0.017,0.001744,0.0,,
1329,12139.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,24.78,3.306,0.71,0.001,5.9e-05,0.0,,
1329,12139.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,47.53,3.306,0.5,0.001,8e-05,0.0,,
1329,12139.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,121.68,3.306,4.5,0.018,0.001848,0.0,,
1329,12139.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,224.78,3.306,167.0,1.241,0.126741,1e-05,,
1329,12139.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,22.53,3.306,1.53,0.001,0.000116,0.0,,
1329,12139.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,10.06,3.306,3.38,0.001,0.000114,0.0,,
1329,12139.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,202.81,3.306,6.0,0.04,0.004108,0.0,,
