מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,נכס בסיס (כתב אופציה),ענף מסחר,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25,סוף מידע
1328,12419.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,107423.44,1.0,403.0,432.916,0.417192,0.000105,,
1328,12419.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,7177.57,1.0,1609.0,115.487,0.111292,2.8e-05,,
1328,12419.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,13706.26,3.306,0.0001,0.0,0.0,0.0,,
1328,12419.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,3475.01,3.306,7.0,0.804,0.000774,0.0,,
1328,12419.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,17411.79,3.306,8.02,4.617,0.004448,1e-06,,
1328,12419.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,10231.64,3.306,1.0,0.338,0.000325,0.0,,
1328,12419.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,20332.21,3.306,0.73,0.491,0.000472,0.0,,
1328,12419.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,5048.15,3.306,0.5,0.083,8e-05,0.0,,
1328,12419.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,5832.15,3.306,35.0,6.748,0.006503,1e-06,,
1328,12419.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,2632.63,3.306,0.71,0.062,5.9e-05,0.0,,
1328,12419.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,6457.07,3.306,8.5,1.815,0.001748,0.0,,
1328,12419.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,14719.27,3.306,2.7,1.314,0.001266,0.0,,
1328,12419.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,1862.35,3.306,168.0,10.344,0.009967,2e-06,,
1328,12419.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,3949.01,3.306,2.36,0.308,0.000296,0.0,,
1328,12419.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,13881.53,3.306,0.69,0.317,0.000305,0.0,,
1328,12419.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,3949.01,3.306,1.06,0.138,0.000133,0.0,,
1328,12419.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,21540.17,3.306,6.0,4.273,0.004117,1e-06,,
1328,12419.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,1069.01,3.306,3.38,0.119,0.000115,0.0,,
1328,12419.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,16155.3,3.306,184.0,98.273,0.094704,2.3e-05,,
1328,12419.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,23873.97,3.306,167.0,131.809,0.127021,3.2e-05,,
1328,12419.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,2393.36,3.306,1.53,0.121,0.000116,0.0,,
1328,12419.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,12924.2,3.306,4.5,1.923,0.001852,0.0,,
1328,14302.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,81.53,1.0,134.3,0.109,0.03065,5e-06,,
1328,14302.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,70.39,1.0,944.9,0.665,0.18619,3.3e-05,,
1328,14302.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,24.66,1.0,1609.0,0.397,0.111107,1.9e-05,,
1328,14302.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,369.2,1.0,403.0,1.488,0.416497,7.4e-05,,
1328,14302.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,47.41,3.306,0.0001,0.0,0.0,0.0,,
1328,14302.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,70.33,3.306,0.73,0.002,0.000475,0.0,,
1328,14302.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,35.39,3.306,1.0,0.001,0.000327,0.0,,
1328,14302.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,60.23,3.306,8.02,0.016,0.00447,0.0,,
1328,14302.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,12.02,3.306,7.0,0.003,0.000778,0.0,,
1328,14302.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,13.66,3.306,2.36,0.001,0.000298,0.0,,
1328,14302.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,48.02,3.306,0.69,0.001,0.000306,0.0,,
1328,14302.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,50.92,3.306,2.7,0.005,0.001272,0.0,,
1328,14302.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,6.44,3.306,168.0,0.036,0.010016,1e-06,,
1328,14302.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,22.33,3.306,8.5,0.006,0.001757,0.0,,
1328,14302.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,9.1,3.306,0.71,0.0,5.9e-05,0.0,,
1328,14302.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,20.17,3.306,35.0,0.023,0.006535,1e-06,,
1328,14302.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,17.46,3.306,0.5,0.0,8e-05,0.0,,
1328,14302.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,44.71,3.306,4.5,0.007,0.001861,0.0,,
1328,14302.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,8.27,3.306,1.53,0.0,0.000117,0.0,,
1328,14302.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,82.59,3.306,167.0,0.456,0.127641,2.2e-05,,
1328,14302.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,74.51,3.306,6.0,0.015,0.004137,0.0,,
1328,14302.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,3.69,3.306,3.38,0.0,0.000115,0.0,,
1328,14302.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,55.88,3.306,184.0,0.34,0.095166,1.7e-05,,
1328,14302.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,13.66,3.306,1.06,0.0,0.000134,0.0,,
1328,15314.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,2.49,3.306,1.06,0.0,0.000524,0.0,,
1328,15314.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,10.21,3.306,184.0,0.062,0.372393,4e-06,,
1328,15314.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,0.67,3.306,3.38,0.0,0.000452,0.0,,
1328,15314.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,13.62,3.306,6.0,0.003,0.01619,0.0,,
1328,15314.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,15.1,3.306,167.0,0.083,0.49947,6e-06,,
1328,15314.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,1.51,3.306,1.53,0.0,0.000458,0.0,,
1328,15314.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,8.17,3.306,4.5,0.001,0.007285,0.0,,
1328,15314.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,3.19,3.306,0.5,0.0,0.000316,0.0,,
1328,15314.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,1.66,3.306,0.71,0.0,0.000234,0.0,,
1328,15314.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,3.68,3.306,35.0,0.004,0.025572,0.0,,
1328,15314.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,4.08,3.306,8.5,0.001,0.006875,0.0,,
1328,15314.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,8.78,3.306,0.69,0.0,0.001199,0.0,,
1328,15314.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,9.31,3.306,2.7,0.001,0.004978,0.0,,
1328,15314.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,2.49,3.306,2.36,0.0,0.001167,0.0,,
1328,15314.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,1.17,3.306,168.0,0.007,0.039195,0.0,,
1328,15314.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,2.19,3.306,7.0,0.001,0.003047,0.0,,
1328,15314.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,11.01,3.306,8.02,0.003,0.017493,0.0,,
1328,15314.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,6.47,3.306,1.0,0.0,0.001281,0.0,,
1328,15314.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,12.86,3.306,0.73,0.0,0.001859,0.0,,
1328,15314.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,8.67,3.306,0.0001,0.0,0.0,0.0,,
1329,8580.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,0.26,1.0,944.9,0.002,0.150792,9e-06,,
1329,8580.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,0.3,1.0,134.3,0.0,0.024823,1e-06,,
1329,8580.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינ אפ 2,IL0012039918,ISIN,ישראל,ישראל,סחיר,TASE,IL0011759342,השקעה ואחזקות,2026-02-11,לא,ILS,5.9858,1.0,1.38,1.0,403.0,0.006,0.337315,2.2e-05,,
1329,8580.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31,לא,ILS,11641.04,1.0,0.09,1.0,1609.0,0.001,0.089984,5e-06,,
1329,8580.0,SEMANTIX INC-CL A,70523,פנימי,Semantix Inc,KYG6332A1141,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,STIXF US Equity,Software,2027-08-04,לא,USD,11.5,1.0,0.34,3.306,0.0001,0.0,0.0,0.0,,
1329,8580.0,Ginkgo Bioworks Holdings Inc,254900B6L3GN956CY454,LEI,Ginkgo Bioworks Holdings Inc,US37611X1182,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US37611X2099,Biotechnology,2026-09-16,לא,USD,11.5,1.0,0.5,3.306,0.73,0.0,0.000738,0.0,,
1329,8580.0,Investcorp Europe Acquisition,14180,פנימי,Investcorp Europe Acquisition,KYG4923T1132,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG4923T1058,Financial Services,2028-11-23,לא,USD,11.5,1.0,0.25,3.306,1.0,0.0,0.000508,0.0,,
1329,8580.0,CLASSOVER HOLDINGS INC-CL B,96899,פנימי,Classover Holdings Inc,US1827441106,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1827441023,Interactive Media & Services,2030-04-07,לא,USD,11.5,1.0,0.43,3.306,8.02,0.0,0.006946,0.0,,
1329,8580.0,Plum Acquisition Corp I,13801,פנימי,Veea Inc,US6934891143,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US6934891226,Diversified Telecommunication Services,2029-09-17,לא,USD,11.5,1.0,0.08,3.306,7.0,0.0,0.00121,0.0,,
1329,8580.0,FALCON'S BEYOND GLOBAL INC-A,14460,פנימי,Falcon's Beyond Global Inc,US3061211120,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US3061211047,Entertainment,2027-09-01,לא,USD,11.5,1.0,0.04,3.306,168.0,0.0,0.015564,1e-06,,
1329,8580.0,Terran Orbital Corp,14335,פנימי,Terran Orbital Corp,US88105P1113,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US88105P1030,Aerospace & Defense,2027-03-25,לא,USD,11.5,1.0,0.34,3.306,0.69,0.0,0.000476,0.0,,
1329,8580.0,ATLANTIC COAST ACQUISITION-A,70422,פנימי,Abpro Holdings Inc,US0008471114,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US04845A1088,Biotechnology,2029-11-12,לא,USD,11.5,1.0,0.09,3.306,2.36,0.0,0.000463,0.0,,
1329,8580.0,TABOOLA.COM LTD,984500F5945AFAFFCB30,LEI,Taboola.com Ltd,IL0011754210,ISIN,"חו""ל",ישראל,סחיר,NASDAQ,IL0011754137,Trading Companies & Distributors,2026-06-29,לא,USD,11.5,1.0,0.16,3.306,8.5,0.0,0.00273,0.0,,
1329,8580.0,Athena Technology Acquisition,5493008CK2CE7TGDP465,LEI,Athena Technology Acquisition,US04687C1137,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US04687C1053,Financial Services,2028-10-17,לא,USD,11.5,1.0,0.36,3.306,2.7,0.0,0.001976,0.0,,
1329,8580.0,SATELLOGIC INC-A,14211,פנימי,Satellogic Inc,US80401C1181,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,VGG7823S1011,Aerospace & Defense,2027-01-25,לא,USD,11.5,1.0,0.14,3.306,35.0,0.0,0.010154,0.0,,
1329,8580.0,HELIOGEN INC,14185,פנימי,Heliogen Inc,US42329E1139,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,US42329E1055,Electric Utilities,2028-03-31,לא,USD,402.5,1.0,0.06,3.306,0.71,0.0,9.2e-05,0.0,,
1329,8580.0,SLAM CORP-A,13860,פנימי,Slam Corp,KYG8210L1216,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,KYG8210L1059,Financial Services,2026-02-23,לא,USD,11.5,1.0,0.12,3.306,0.5,0.0,0.000125,0.0,,
1329,8580.0,EVe Mobility Acquisition Corp,14175,פנימי,EVe Mobility Acquisition Corp,KYG3218G1174,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG3218G1091,Financial Services,2028-12-31,לא,USD,11.5,1.0,0.32,3.306,4.5,0.0,0.002893,0.0,,
1329,8580.0,DHC Acquisition Corp,13677,פנימי,Brand Engagement Network Inc,US1049321169,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US1049321086,Software,2029-03-14,לא,USD,11.5,1.0,0.05,3.306,1.53,0.0,0.000182,0.0,,
1329,8580.0,AIRSHIP AI HOLDINGS INC,14482,פנימי,Airship AI Holdings Inc,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31,לא,USD,11.5,1.0,0.59,3.306,167.0,0.003,0.198332,1.3e-05,,
1329,8580.0,JAWS MUSTANG ACQUISITION C-A,13839,פנימי,Jaws Mustang Acquisition Corp,KYG507371246,ISIN,"חו""ל","ארה""ב",סחיר,NYSE,KYG507371089,Financial Services,2026-01-30,לא,USD,11.5,1.0,0.02,3.306,3.38,0.0,0.000179,0.0,,
1329,8580.0,NIOCORP DEVELOPMENTS LTD,5299001QL26XJPOD3A17,LEI,NioCorp Developments Ltd,CA6544841530,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,CA6544846091,Metals & Mining,2028-03-17,לא,USD,8.942,1.0,0.4,3.306,184.0,0.002,0.147871,9e-06,,
1329,8580.0,ECARX HOLDINGS INC-CL A,70625,פנימי,ECARX Holdings Inc,KYG292011114,ISIN,"חו""ל",קנדה,סחיר,NASDAQ,KYG292011031,Automobile Components,2027-12-21,לא,USD,11.5,1.0,0.53,3.306,6.0,0.0,0.006429,0.0,,
1329,8580.0,PAPAYA GROWTH OPPORTUNI-CL A,549300U6L3FU6EKJUM40,LEI,Papaya Growth Opportunity Corp,US69882P1104,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US69882P1021,Financial Services,2028-12-31,לא,USD,11.5,1.0,0.09,3.306,1.06,0.0,0.000208,0.0,,
1329,9761.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31,לא,ILS,120.0,1.0,1971.7,1.0,944.9,18.631,0.187847,3.9e-05,,
1329,9761.0,"מפעלים פטרוכימיים בישראל בע""מ",520029315,ח.פ.,פטרוכימים  אפ 1,IL0011903056,ISIN,ישראל,ישראל,סחיר,TASE,IL0007560159,אנרגיה,2026-10-25,לא,ILS,0.375,1.0,2283.66,1.0,134.3,3.067,0.030923,6e-06,,
