מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-5.8,3.306,17200.0,-66.026,-0.139751,-0.000224,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,28.69,3.306,1675.0,79.436,0.168135,0.00027,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-1.93,3.306,109550.0,-140.305,-0.296971,-0.000477,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-57.38,3.306,685.0,-64.974,-0.137524,-0.000221,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-166.39,3.306,685.0,-188.408,3.88006,-6.6e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-5.61,3.306,109550.0,-406.849,8.37864,-0.000142,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-16.83,3.306,17200.0,-191.459,3.942897,-6.7e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,83.19,3.306,1675.0,230.345,-4.743723,8e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,4.59,0.022332,290500000.0,298.074,-6.138526,0.000104,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-9.18,0.022332,162500000.0,-333.473,6.867541,-0.000117,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,24.96,3.306,6125.0,252.723,-5.204574,8.8e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-4.59,0.022332,128500000.0,-131.85,2.71532,-4.6e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,83.19,3.306,2275.0,312.876,-6.443363,0.000109,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,4.59,0.022332,212000000.0,217.527,-4.47975,7.6e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-5.61,3.306,31800.0,-118.1,2.432138,-4.1e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-4.59,0.022332,62500000.0,-64.129,1.320681,-2.2e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,41.6,3.306,4975.0,342.122,-7.045648,0.00012,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-140.09,3.306,7.812,-36.182,0.745132,-1.2e-05,,
1328,12138.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-88.0,3.306,520.0,-151.297,3.115803,-5.3e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-41.6,3.306,3275.0,-225.216,4.63809,-7.9e-05,,
1328,12138.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,140.09,3.306,31.25,144.737,-2.980719,5e-05,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-1168.82,3.306,685.0,-1323.462,1.199182,-0.000322,,
1328,12419.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-618.21,3.306,520.0,-1062.779,0.962979,-0.000258,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-292.23,3.306,3275.0,-1582.021,1.433461,-0.000385,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,292.23,3.306,4975.0,2403.223,-2.177548,0.000585,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-39.45,3.306,31800.0,-829.586,0.751683,-0.000202,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-32.27,0.022332,62500000.0,-450.475,0.408173,-0.000109,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,32.27,0.022332,212000000.0,1528.012,-1.384524,0.000372,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,584.42,3.306,2275.0,2197.787,-1.991404,0.000535,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-32.27,0.022332,128500000.0,-926.177,0.839204,-0.000225,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,175.33,3.306,6125.0,1775.245,-1.60854,0.000432,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,32.27,0.022332,290500000.0,2093.809,-1.89719,0.00051,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-64.54,0.022332,162500000.0,-2342.472,2.122502,-0.00057,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-118.25,3.306,17200.0,-1344.896,1.218603,-0.000327,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,584.39,3.306,1675.0,1618.052,-1.466108,0.000394,,
1328,12419.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-39.45,3.306,109550.0,-2857.897,2.589526,-0.000696,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-0.13,3.306,109550.0,-9.887,3.348777,-0.000496,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-4.04,3.306,685.0,-4.578,1.550783,-0.00023,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,2.02,3.306,1675.0,5.598,-1.895972,0.000281,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-0.4,3.306,17200.0,-4.653,1.575898,-0.000233,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,0.11,0.022332,290500000.0,7.243,-2.453448,0.000363,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-0.22,0.022332,162500000.0,-8.104,2.744821,-0.000407,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,0.6,3.306,6125.0,6.141,-2.080166,0.000308,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-0.11,0.022332,128500000.0,-3.204,1.08526,-0.000161,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,2.02,3.306,2275.0,7.603,-2.575285,0.000382,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,0.11,0.022332,212000000.0,5.286,-1.790468,0.000265,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-0.13,3.306,31800.0,-2.87,0.972077,-0.000144,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-0.11,0.022332,62500000.0,-1.558,0.52785,-7.8e-05,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,1.01,3.306,4975.0,8.314,-2.816007,0.000417,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-1.11,3.306,7.812,-0.289,0.097725,-1.4e-05,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-1.01,3.306,3275.0,-5.473,1.853753,-0.000275,,
1328,14302.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-2.13,3.306,520.0,-3.677,1.245325,-0.000184,,
1328,14302.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,1.11,3.306,31.25,1.154,-0.390925,5.7e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,0.38,3.306,31.25,0.4,-1.005157,2.9e-05,,
1328,15314.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-0.39,3.306,520.0,-0.672,1.688953,-4.9e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-0.18,3.306,3275.0,-1.001,2.514125,-7.4e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-0.38,3.306,7.812,-0.1,0.251273,-7e-06,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,0.18,3.306,4975.0,1.52,-3.819167,0.000112,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-0.02,0.022332,62500000.0,-0.285,0.715889,-2.1e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-0.02,3.306,31800.0,-0.525,1.318366,-3.8e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,0.02,0.022332,212000000.0,0.967,-2.428295,7.1e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,0.36,3.306,2275.0,1.39,-3.492692,0.000103,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-0.02,0.022332,128500000.0,-0.586,1.471867,-4.3e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,0.11,3.306,6125.0,1.123,-2.821194,8.3e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-0.04,0.022332,162500000.0,-1.482,3.722622,-0.00011,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,0.02,0.022332,290500000.0,1.325,-3.327452,9.8e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-0.07,3.306,17200.0,-0.851,2.137289,-6.3e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,0.36,3.306,1675.0,1.024,-2.571384,7.6e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-0.73,3.306,685.0,-0.837,2.103227,-6.2e-05,,
1328,15314.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-0.02,3.306,109550.0,-1.808,4.541729,-0.000134,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-0.02,3.306,685.0,-0.033,-10.276885,-0.00013,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,0.0,3.306,109550.0,-0.071,-22.19201,-0.000282,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,0.01,3.306,1675.0,0.04,12.564419,0.00016,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,0.0,3.306,17200.0,-0.034,-10.44332,-0.000133,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,0.0,0.022332,290500000.0,0.052,16.25875,0.000207,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,0.0,0.022332,162500000.0,-0.058,-18.189652,-0.000231,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,0.0,3.306,6125.0,0.044,13.785049,0.000175,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,0.0,0.022332,128500000.0,-0.023,-7.191908,-9.1e-05,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,0.01,3.306,2275.0,0.055,17.066155,0.000217,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,0.0,0.022332,212000000.0,0.038,11.86525,0.000151,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,0.0,3.306,31800.0,-0.021,-6.441861,-8.2e-05,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,0.0,0.022332,62500000.0,-0.011,-3.49801,-4.4e-05,,
1329,8580.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,0.0,3.306,4975.0,0.06,18.661393,0.000237,,
