מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך ,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1328,2196.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,4.35,0.022332,1923144.0,1.871,5.600465639e-09,0.037185,0.000161,,
1328,2196.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,6.3,3.306,25948.0,5.408,7.619668969e-09,0.107467,0.000465,,
1328,2196.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,250.55,4.4409,1310.29,14.58,8.570259303e-09,0.289696,0.001254,,
1328,2196.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,780.71,4.4409,152.7,5.294,5.692343478e-09,0.105197,0.000455,,
1328,2196.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,14.52,0.022332,1123243.58,3.643,5.801985548e-09,0.072396,0.000313,,
1328,2196.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,4.74,3.306,24101.87,3.784,8.869074353e-09,0.075179,0.000325,,
1328,2196.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,4.5,4.1427,18080.0,3.376,4.949464923e-09,0.067081,0.00029,,
1328,2196.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,15.91,3.306,1292.23,0.68,7.882406844e-09,0.013507,5.8e-05,,
1328,2196.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1.63,0.022332,5064900.0,1.854,2.6496699e-09,0.036847,0.000159,,
1328,2196.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,50.97,3.306,3297.08,5.557,4.84858127e-09,0.110408,0.000478,,
1328,2196.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,4.54,3.8807,24269.0,4.279,2.2553578111e-08,0.085032,0.000368,,
1328,9757.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,342929.63,3.306,3297.08,37379.832,3.2621584877001e-05,0.110408,0.001953,,
1328,9757.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,30567.46,3.8807,24269.0,28788.651,0.000151851453033644,0.085032,0.001504,,
1328,9757.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,11029.27,0.022332,5064900.0,12475.142,1.792878818376e-05,0.036847,0.000651,,
1328,9757.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,107046.63,3.306,1292.23,4573.153,5.3034889311807e-05,0.013507,0.000238,,
1328,9757.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,30321.71,4.1427,18080.0,22710.969,3.3350275571743e-05,0.067081,0.001186,,
1328,9757.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,31943.37,3.306,24101.87,25452.729,5.9769646338475e-05,0.075179,0.00133,,
1328,9757.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,97712.3,0.022332,1123243.58,24510.423,3.9044445762251e-05,0.072396,0.00128,,
1328,9757.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,5252036.15,4.4409,152.7,35615.393,3.8293852679547e-05,0.105197,0.001861,,
1328,9757.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,1685537.18,4.4409,1310.29,98079.165,5.7655121528871e-05,0.289696,0.005125,,
1328,9757.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,42413.36,3.306,25948.0,36383.921,5.1297740171155e-05,0.107467,0.001901,,
1328,9757.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,29313.69,0.022332,1923144.0,12589.542,3.7740301979424e-05,0.037185,0.000657,,
1328,9758.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,7470.28,0.022332,1923144.0,3208.313,9.617711829212e-06,0.037185,0.000621,,
1328,9758.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,10808.6,3.306,25948.0,9272.06,1.3072691114638e-05,0.107467,0.001796,,
1328,9758.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,429541.46,4.4409,1310.29,24994.446,1.4692802610256e-05,0.289696,0.004843,,
1328,9758.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,1338426.31,4.4409,152.7,9076.209,9.758786587478e-06,0.105197,0.001758,,
1328,9758.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,24900.95,0.022332,1123243.58,6246.224,9.950065567011e-06,0.072396,0.00121,,
1328,9758.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,8140.43,3.306,24101.87,6486.361,1.5231662224214e-05,0.075179,0.001256,,
1328,9758.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,7727.17,4.1427,18080.0,5787.652,8.498968194396e-06,0.067081,0.001121,,
1328,9758.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,27279.71,3.306,1292.23,1165.42,1.3515384840309e-05,0.013507,0.000225,,
1328,9758.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,2810.69,0.022332,5064900.0,3179.159,4.568957479526e-06,0.036847,0.000616,,
1328,9758.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,7789.79,3.8807,24269.0,7336.486,3.8697717452707e-05,0.085032,0.001421,,
1328,9758.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,87392.01,3.306,3297.08,9525.858,8.313267861359e-06,0.110408,0.001845,,
1328,9759.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,1699.03,3.8807,24269.0,1600.164,8.440353704486e-06,0.085032,0.000704,,
1328,9759.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,613.04,0.022332,5064900.0,693.408,9.9653597275e-07,0.036847,0.000305,,
1328,9759.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,19061.11,3.306,3297.08,2077.689,1.813210534519e-06,0.110408,0.000914,,
1328,9759.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,1685.37,4.1427,18080.0,1262.347,1.853706599672e-06,0.067081,0.000555,,
1328,9759.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,5949.99,3.306,1292.23,254.19,2.947846756655e-06,0.013507,0.000111,,
1328,9759.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,1775.51,3.306,24101.87,1414.743,3.322179368376e-06,0.075179,0.000622,,
1328,9759.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,5431.15,0.022332,1123243.58,1362.367,2.170210317448e-06,0.072396,0.000599,,
1328,9759.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,291924.76,4.4409,152.7,1979.616,2.128493299299e-06,0.105197,0.00087,,
1328,9759.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,93687.48,4.4409,1310.29,5451.55,3.204653750286e-06,0.289696,0.002398,,
1328,9759.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,2357.46,3.306,25948.0,2022.333,2.851280128334e-06,0.107467,0.000889,,
1328,9759.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1629.34,0.022332,1923144.0,699.767,2.097715559765e-06,0.037185,0.000307,,
1328,9760.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,423.0,0.022332,1923144.0,181.669,5.4459700356e-07,0.036703,0.000618,,
1328,9760.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,612.03,3.306,25948.0,525.027,7.40232698304e-07,0.106074,0.001788,,
1328,9760.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,75787.85,4.4409,152.7,513.937,5.52587354677e-07,0.103834,0.00175,,
1328,9760.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,24322.61,4.4409,1310.29,1415.301,8.31973955893e-07,0.285942,0.00482,,
1328,9760.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1410.0,0.022332,1123243.58,353.69,5.63415951981e-07,0.071458,0.001204,,
1328,9760.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,460.94,3.306,24101.87,367.288,8.62470703099e-07,0.074205,0.001251,,
1328,9760.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,437.54,4.1427,18080.0,327.724,4.8124197394e-07,0.066212,0.001116,,
1328,9760.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,3045.7,3.306,1292.23,130.116,1.508953269962e-06,0.026288,0.000443,,
1328,9760.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,4948.53,3.306,3297.08,539.398,4.70734743484e-07,0.108978,0.001837,,
1328,9760.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,159.15,0.022332,5064900.0,180.019,2.58708567243e-07,0.03637,0.000613,,
1328,9760.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,441.09,3.8807,24269.0,415.426,2.191224178214e-06,0.083931,0.001414,,
1328,12138.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,1279.05,3.8807,24269.0,1204.627,6.35399869674e-06,0.085032,0.000422,,
1328,12138.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,461.5,0.022332,5064900.0,522.007,7.50197950254e-07,0.036847,0.000183,,
1328,12138.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,14349.48,3.306,3297.08,1564.115,1.3650111825e-06,0.110408,0.000548,,
1328,12138.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,1268.77,4.1427,18080.0,950.314,1.395496135843e-06,0.067081,0.000333,,
1328,12138.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,4479.23,3.306,1292.23,191.358,2.21917744867e-06,0.013507,6.7e-05,,
1328,12138.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,1336.63,3.306,24101.87,1065.039,2.500985412165e-06,0.075179,0.000373,,
1328,12138.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,4088.65,0.022332,1123243.58,1025.61,1.633766405722e-06,0.072396,0.000359,,
1328,12138.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,219765.21,4.4409,152.7,1490.284,1.602360748379e-06,0.105197,0.000523,,
1328,12138.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,70529.3,4.4409,1310.29,4104.006,2.412510036026e-06,0.289696,0.00144,,
1328,12138.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,1774.73,3.306,25948.0,1522.442,2.146484938093e-06,0.107467,0.000534,,
1328,12138.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1226.59,0.022332,1923144.0,526.794,1.579189689354e-06,0.037185,0.000184,,
