מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1328,9760.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,11.52,1.0,2842.0,,0.327,2.097079298e-09,5.2e-05,1e-06,,
1328,9760.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,34.7,1.0,5680.0,,1.971,1.735e-08,0.000315,6e-06,,
1328,9760.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,4.13,1.0,12290.0,,0.508,4.347368421e-09,8.1e-05,1e-06,,
1328,9760.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.09,1.0,77790.0,,0.071,2.12815111e-10,1.1e-05,0.0,,
1328,9760.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,5.28,1.0,10950.0,,0.579,7.70802919e-10,9.2e-05,1e-06,,
1328,9760.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,1.01,1.0,42380.0,,0.432,5.94117647e-10,6.9e-05,1e-06,,
1328,9760.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,849.35,3.306,13917.0,,390.783,3.4082257412e-08,0.062546,0.001331,,
1328,9760.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.1,0.022332,4649000.0,,0.11,8.549096e-12,1.7e-05,0.0,,
1328,9760.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,4177.23,3.306,8934.0,,1233.78,1.38949275805e-07,0.19747,0.004202,,
1328,9760.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,13.93,3.306,60037.0,0.00677,27.687,2.16976825e-10,0.004431,9.4e-05,,
1328,9760.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.25,3.306,15108.0,4e-05,0.13,9.4729965e-11,2e-05,0.0,,
1328,9760.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.08,3.306,4175.0,,0.012,1.8297592e-11,1e-06,0.0,,
1328,9760.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.07,3.306,66930.0,,0.156,6.71408e-13,2.4e-05,0.0,,
1328,9760.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.31,3.8807,13938.0,,0.169,6.70522003e-10,2.7e-05,0.0,,
1328,9760.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.07,3.306,61238.0,9e-05,0.15,5.6258e-13,2.4e-05,0.0,,
1328,9760.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,7.39,0.022332,328300.0,,0.542,9.106081e-12,8.6e-05,1e-06,,
1328,9760.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,5533.0,3.306,5981.0,,1094.052,1.125293968558e-06,0.175106,0.003726,,
1328,9760.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,2661.38,3.8807,26801.0,,2768.02,5.26967089345e-07,0.44303,0.009428,,
1328,9760.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.13,3.306,32636.0,,0.141,1.3178092e-11,2.2e-05,0.0,,
1328,9760.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.04,3.306,7821.0,,0.012,5.505957e-12,1e-06,0.0,,
1328,9760.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,2.62,3.306,66618.0,0.00336,5.787,2.5759114e-11,0.000926,1.9e-05,,
1328,9760.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,3571.8,3.8807,5212.4,,722.496,1.063971426806e-06,0.115638,0.00246,,
1328,12138.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,33.4,1.0,2842.0,,0.949,6.080073659e-09,5.2e-05,0.0,,
1328,12138.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,100.62,1.0,5680.0,,5.715,5.031e-08,0.000315,2e-06,,
1328,12138.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,2.95,1.0,42380.0,,1.252,1.735294117e-09,6.9e-05,0.0,,
1328,12138.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,11.97,1.0,12290.0,,1.472,1.26e-08,8.1e-05,0.0,,
1328,12138.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,15.33,1.0,10950.0,,1.679,2.237956204e-09,9.2e-05,0.0,,
1328,12138.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.26,1.0,77790.0,,0.207,6.1479921e-10,1.1e-05,0.0,,
1328,12138.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,2462.89,3.306,13917.0,,1133.17,9.8829517818e-08,0.062546,0.000397,,
1328,12138.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.2,3.306,66930.0,,0.452,1.918308e-12,2.4e-05,0.0,,
1328,12138.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.26,3.306,4175.0,,0.036,5.9467177e-11,1e-06,0.0,,
1328,12138.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,40.41,3.306,60037.0,0.01963,80.284,6.29435286e-10,0.004431,2.8e-05,,
1328,12138.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.75,3.306,15108.0,0.00012,0.376,2.84189895e-10,2e-05,0.0,,
1328,12138.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,12112.9,3.306,8934.0,,3577.643,4.02917407685e-07,0.19747,0.001255,,
1328,12138.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.3,0.022332,4649000.0,,0.318,2.5647289e-11,1.7e-05,0.0,,
1328,12138.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,10357.31,3.8807,5212.4,,2095.053,3.085246066012e-06,0.115638,0.000735,,
1328,12138.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,7.6,3.306,66618.0,0.00974,16.781,7.4721095e-11,0.000926,5e-06,,
1328,12138.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.13,3.306,7821.0,,0.036,1.7894362e-11,1e-06,0.0,,
1328,12138.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.37,3.306,32636.0,,0.408,3.7506879e-11,2.2e-05,0.0,,
1328,12138.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,7717.33,3.8807,26801.0,,8026.542,1.528071499604e-06,0.44303,0.002817,,
1328,12138.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,16044.29,3.306,5981.0,,3172.468,3.263065744949e-06,0.175106,0.001113,,
1328,12138.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.9,3.8807,13938.0,,0.489,1.946676785e-09,2.7e-05,0.0,,
1328,12138.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.21,3.306,61238.0,0.00026,0.435,1.687741e-12,2.4e-05,0.0,,
1328,12138.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,21.44,0.022332,328300.0,,1.572,2.6418727e-11,8.6e-05,0.0,,
1328,12419.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,706.81,1.0,5680.0,,40.147,3.53405e-07,0.000315,9e-06,,
1328,12419.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,234.68,1.0,2842.0,,6.67,4.2720709176e-08,5.2e-05,1e-06,,
1328,12419.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,1.86,1.0,77790.0,,1.452,4.398178964e-09,1.1e-05,0.0,,
1328,12419.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,107.7,1.0,10950.0,,11.793,1.5722627737e-08,9.2e-05,2e-06,,
1328,12419.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,20.75,1.0,42380.0,,8.794,1.2205882352e-08,6.9e-05,2e-06,,
1328,12419.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,84.15,1.0,12290.0,,10.342,8.8578947368e-08,8.1e-05,2e-06,,
1328,12419.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,17300.54,3.306,13917.0,,7959.911,6.94226711792e-07,0.062546,0.001939,,
1328,12419.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,2.15,0.022332,4649000.0,,2.236,1.83805573e-10,1.7e-05,0.0,,
1328,12419.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,85086.64,3.306,8934.0,,25131.024,2.830279158372e-06,0.19747,0.006122,,
1328,12419.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,5.27,3.306,15108.0,0.00087,2.639,1.996907666e-09,2e-05,0.0,,
1328,12419.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,1.83,3.306,4175.0,,0.253,4.18557439e-10,1e-06,0.0,,
1328,12419.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1.43,3.306,66930.0,,3.178,1.3715908e-11,2.4e-05,0.0,,
1328,12419.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,283.9,3.306,60037.0,0.13791,563.954,4.422090516e-09,0.004431,0.000137,,
1328,12419.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,150.63,0.022332,328300.0,,11.044,1.85608812e-10,8.6e-05,2e-06,,
1328,12419.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1.5,3.306,61238.0,0.00183,3.059,1.2055298e-11,2.4e-05,0.0,,
1328,12419.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,6.35,3.8807,13938.0,,3.437,1.3734886206e-08,2.7e-05,0.0,,
1328,12419.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,112702.55,3.306,5981.0,,22284.885,2.2921290395114e-05,0.175106,0.005429,,
1328,12419.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,54210.15,3.8807,26801.0,,56382.16,1.0733891799922e-05,0.44303,0.013735,,
1328,12419.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,2.65,3.306,32636.0,,2.866,2.68630355e-10,2.2e-05,0.0,,
1328,12419.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.96,3.306,7821.0,,0.251,1.32142984e-10,1e-06,0.0,,
1328,12419.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,53.42,3.306,66618.0,0.06847,117.879,5.2521065e-10,0.000926,2.8e-05,,
1328,12419.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,72754.58,3.8807,5212.4,,14716.623,2.1672208491332e-05,0.115638,0.003585,,
1328,13819.0,Technology Select Sector SPDR,549300BR5T0JNM2MW070,LEI,Technology Select Sector SPDR,US81369Y8030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,102122.0,3.306,28186.0,,95160.257,3.193499674935e-06,0.19882,0.074239,,
1328,13819.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,89511.0,3.306,32636.0,,96577.55,9.073725192267e-06,0.201781,0.075345,,
1328,13819.0,SPX Technologies Inc,5493001I18EDIH1SXT13,LEI,Proshares S&P 500 EX-Technolog,US74347B5571,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,295424.0,3.306,10077.17,,98420.872,0.00135542679996057,0.205632,0.076783,,
1328,13819.0,iShares MSCI ACWI ETF,5493000IN0VJK5DV3698,LEI,iShares MSCI ACWI ex U.S. ETF,US4642882405,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,463610.0,3.306,6501.0,,99640.48,4.3949962324868e-05,0.20818,0.077735,,
1328,13819.0,Lyxor S&P 500 UCITS ETF,549300JWBW5ZYYLO6033,LEI,Amundi S&P 500 II UCITS ETF,LU1135865084,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,56072.0,3.306,47917.0,,88825.675,1.2073796225968e-05,0.185585,0.069297,,
1328,14302.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,0.81,1.0,2842.0,,0.023,1.47450888e-10,5.2e-05,1e-06,,
1328,14302.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,2.44,1.0,5680.0,,0.139,1.22e-09,0.000315,6e-06,,
1328,14302.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.29,1.0,12290.0,,0.036,3.05263157e-10,8.1e-05,1e-06,,
1328,14302.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.07,1.0,42380.0,,0.03,4.117647e-11,6.9e-05,1e-06,,
1328,14302.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.37,1.0,10950.0,,0.041,5.4014598e-11,9.2e-05,2e-06,,
