מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 28,סוף מידע
1329,9763.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.62 18/12/25 BUY,750000092.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.62,1.0,76695.8,0.0949,3.306,0.241,-0.014483,3e-06,,
1329,9763.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000085.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-07,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-9832.64,0.6576,3.8807,-0.251,0.015109,-3e-06,,
1329,9763.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25 BUY,750000086.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,49163.21,0.0001,3.8807,0.0,-2e-06,0.0,,
1329,9763.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.575 06/03/26 BUY,750000128.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,58996.84,0.5176,3.306,1.009,-0.06079,1.5e-05,,
1329,9763.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25 BUY,750000122.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-08-27,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,19692.85,0.0001,3.8807,0.0,-3e-06,0.0,,
1329,9763.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 SELL,750000102.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,-43264.22,0.0287,3.306,-0.041,0.002472,0.0,,
1329,9763.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000093.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-39385.71,0.6604,3.8807,-1.009,0.060787,-1.5e-05,,
1329,9763.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 BUY,750000067.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,43264.22,0.0299,3.306,0.043,-0.002574,0.0,,
1329,9763.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.38 18/12/25 SELL,750000066.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-25565.26,3.2367,3.306,-2.736,0.164732,-4.1e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.58 23/12/25 BUY,750000076.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.58,1.0,50634.7,0.1439,3.306,0.241,-0.008448,2e-06,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.6 13/10/25 L,750000041.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,101262.65,8.8777,3.306,29.72,-1.042649,0.000263,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 BUY,750000053.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,100928.0,0.004,3.306,0.013,-0.00047,0.0,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25 BUY,750000046.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,202532.06,7.3726,3.306,49.365,-1.731831,0.000437,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.70 05/12/25 BUY,750000059.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,101266.71,0.0091,3.306,0.03,-0.001065,0.0,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25 SELL,750000056.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-101266.71,8.8822,3.306,-29.737,1.043224,-0.000263,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.6 13/10/25 S,750000027.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-101262.65,8.8731,3.306,-29.705,1.042109,-0.000263,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25,750000010.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,-33802.66,0.0001,3.8807,0.0,4e-06,0.0,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25 BUY,750000057.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,101266.71,5.8625,3.306,19.627,-0.688558,0.000173,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25,750000012.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-84506.67,0.0001,3.8807,0.0,2e-06,0.0,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25 SELL,750000045.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,-202532.06,10.391,3.306,-69.579,2.440987,-0.000616,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25,750000011.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,84506.67,0.6786,3.8807,2.226,-0.078077,1.9e-05,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.6 01/12/25 BUY,750000098.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,100928.0,0.0679,3.306,0.227,-0.007949,2e-06,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.60 07/01/26 BUY,750000121.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-07,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,151392.01,0.1624,3.306,0.813,-0.02852,7e-06,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.29 23/12/25 SELL,750000077.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-50634.7,1.4861,3.306,-2.488,0.087273,-2.2e-05,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.6 05/12/25 BUY,750000099.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,101266.71,0.0815,3.306,0.273,-0.00957,2e-06,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.575 12/03/26 BUY,750000132.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,101272.79,0.5282,3.306,1.769,-0.062043,1.5e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.55 13/01/26 BUY,750000117.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-13,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,100928.0,0.2679,3.306,0.894,-0.031364,7e-06,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.25 26/03/26 SELL,750000146.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-50636.39,1.582,3.306,-2.648,0.092907,-2.3e-05,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.7 13/10/25 L,750000029.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,101262.65,11.897,3.306,39.83,-1.397332,0.000352,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 SELL,750000097.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,-100928.0,0.0145,3.306,-0.048,0.001696,0.0,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL 15/07,750000100.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-101266.71,0.0277,3.306,-0.093,0.003254,0.0,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.5 05/12/25 BUY,750000095.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,101266.71,0.2323,3.306,0.778,-0.02728,6e-06,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.29 23/12/25 SELL,750000094.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-50634.7,2.0174,3.306,-3.377,0.118473,-2.9e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25,750000019.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,202532.06,10.394,3.306,69.598,-2.441655,0.000616,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.59 26/03/26 BUY,750000145.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,101272.79,0.5462,3.306,1.829,-0.064154,1.6e-05,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25,750000016.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,-101266.71,5.8612,3.306,-19.623,0.688405,-0.000173,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.75 26/11/25 BUY,750000049.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,100928.0,0.0018,3.306,0.006,-0.000215,0.0,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,"אופציה לס GS C1,637.14 ESLT.TA 15/10/25 SELL",750000115.0,פנימי,מניה,ישראל,ישראל,Financial Services,מניות לרבות מדדי מניות,2025-10-15,לא,2025-08-12,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1637.14,1.0,-15.1,7692.5,1.0,-1.162,0.040766,-1e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.4 26/11/25 SELL,750000116.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-50464.0,0.4649,3.306,-0.776,0.027212,-6e-06,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.6 24/03/26 BUY,750000141.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,101272.79,0.4815,3.306,1.612,-0.056551,1.4e-05,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.38 01/12/25 SELL,750000120.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-50464.0,0.636,3.306,-1.061,0.037222,-9e-06,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.39 05/12/25 SELL,750000124.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-50633.35,0.6353,3.306,-1.063,0.037306,-9e-06,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.4 26/11/25 SELL,750000048.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-50464.0,3.267,3.306,-5.451,0.191216,-4.8e-05,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.38 01/12/25 SELL,750000052.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-50464.0,2.8466,3.306,-4.749,0.166609,-4.2e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25,750000020.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,-202532.06,7.3698,3.306,-49.346,1.73117,-0.000436,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.7 13/10/25 S,750000040.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-101262.65,11.893,3.306,-39.815,1.396785,-0.000352,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.59 06/01/26 BUY,750000125.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,151900.06,0.1726,3.306,0.867,-0.030401,7e-06,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25,750000017.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,101266.71,8.8859,3.306,29.749,-1.043654,0.000263,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.21 12/03/26 SELL,750000133.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.21,1.0,-50636.39,1.0491,3.306,-1.756,0.06161,-1.5e-05,,
1329,12139.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.25 24/03/26 SELL,750000142.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-50636.39,1.5316,3.306,-2.564,0.089951,-2.2e-05,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL,750000096.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-101266.71,0.0268,3.306,-0.09,0.003144,0.0,,
1329,12139.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.39 05/12/25 SELL,750000058.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-50633.35,3.1116,3.306,-5.209,0.182731,-4.6e-05,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.38 18/12/25 SELL,750000091.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-43882.62,0.8985,3.306,-1.303,0.045727,-1.1e-05,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.22 06/03/26 SELL,750000129.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.22,1.0,-50633.86,1.1426,3.306,-1.913,0.067103,-1.6e-05,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25 BUY,750000086.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,84388.36,0.0001,3.8807,0.0,-2e-06,0.0,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000085.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-07,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-16877.67,0.6576,3.8807,-0.431,0.015109,-3e-06,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.62 18/12/25 BUY,750000092.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.62,1.0,131647.87,0.0949,3.306,0.413,-0.014483,3e-06,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.60 18/12/25 BUY,750000103.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,74262.77,0.1201,3.306,0.295,-0.010348,2e-06,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.575 06/03/26 BUY,750000128.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,101267.72,0.5176,3.306,1.733,-0.06079,1.5e-05,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25 BUY,750000122.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-08-27,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,33802.66,0.0001,3.8807,0.0,-3e-06,0.0,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 SELL,750000102.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,-74262.77,0.0287,3.306,-0.07,0.002472,0.0,,
1329,12139.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000093.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-67605.33,0.6604,3.8807,-1.733,0.060787,-1.5e-05,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 BUY,750000067.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,74262.77,0.0299,3.306,0.073,-0.002574,0.0,,
1329,12139.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.38 18/12/25 SELL,750000066.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-43882.62,3.2367,3.306,-4.696,0.164732,-4.1e-05,,
1329,13211.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.58 23/12/25 BUY,750000076.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.58,1.0,364436.54,0.1439,3.306,1.733,-0.008448,8e-06,,
1329,13211.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.6 13/10/25 L,750000041.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,728824.43,8.8777,3.306,213.907,-1.042649,0.001061,,
1329,13211.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.70 05/12/25 BUY,750000059.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,728853.62,0.0091,3.306,0.219,-0.001065,1e-06,,
