מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
209,2188.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,0.66,16970.0,1.0,0.11199,0.001325,0.0
209,2188.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,41.58,634.7,1.0,0.26388,0.003122,1e-06
209,2188.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,0.01,49390.0,1.0,0.00492,5.8e-05,0.0
209,2188.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,1.61,6732.0,1.0,0.10849,0.001283,0.0
209,2188.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,2.64,6732.0,1.0,0.17771,0.002102,0.0
209,2188.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,7.09,3274.0,1.0,0.2322,0.002747,1e-06
209,2188.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,0.81,16970.0,1.0,0.13775,0.001629,0.0
209,2188.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,0.76,0.0,3.306,0.0,0.0,0.0
209,2188.0,יבולי שמש,515689198,ח.פ.,יבולי שמש אופציה,34140,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,0.01,148000000.0,3.8807,42.71047,0.505386,0.000209
209,2188.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,1.06,0.608,3.306,2e-05,0.0,0.0
209,2188.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,ח.פ.,קיקר נאוויטס פטרוליום שותפות מוגבל,10048041,פנימי,מניה,"חו""ל","ארה""ב","Oil, Gas & Consumable Fuels",אחר,2027-04-01,לא,2022-11-24,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,3159.8,107.832586,3.306,11.26451,0.133291,5.5e-05
209,9974.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,10836.37,123.307002,1.0,13.362,1.5e-05,0.0
209,9974.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,328058.43,125.559153,1.0,411.90738,0.000475,7e-06
209,9974.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,17597.63,1076.583553,1.0,189.45322,0.000218,3e-06
209,9974.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,712285.15,10190.0,1.0,72581.85642,0.083722,0.00124
209,9974.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,86102.7,2363.490861,1.0,2035.02955,0.002347,3.4e-05
209,9974.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,232771.64,10190.0,1.0,23719.43046,0.02736,0.000405
209,9974.0,"אשדוד התפלה בע""מ",514357060,ח.פ.,אשדוד התפלה קיקר,84666750,טיקר,מניה,ישראל,ישראל,תשתיות,אחר,2038-09-08,לא,2022-08-22,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,1515003.06,110.369898,1.0,1672.10733,0.001928,2.8e-05
209,9974.0,"אשדוד אנרגיה בע""מ",513846667,ח.פ.,אשדוד  ורמת נגב אנרגיה-קיקר 31.12.34,1004533,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2034-12-31,לא,2019-03-06,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,850616.83,108.8916,1.0,926.25028,0.001068,1.5e-05
209,9974.0,"איי.פי.סי. ירושלים בע""מ",513731554,ח.פ.,איי.פי.סי-קיקר 03.09.29,10046044,טיקר,מניה,ישראל,ישראל,מלונאות ותיירות,אחר,2029-09-03,לא,2019-09-03,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,35960.55,239.875582,3.306,285.17747,0.000328,4e-06
209,9974.0,תחנות כח רמת חובב שותפות מוגבלת,540285947,ח.פ.,קיקר רמת חובב 30.06.40,10047344,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2040-06-30,לא,2020-12-02,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,718461.81,372.846983,1.0,2678.76319,0.003089,4.5e-05
209,9974.0,Avo,515658912,ח.פ.,אופציה תכנית 43,34026,טיקר,מניה,ישראל,"ארה""ב",השקעות בהיי-טק,אחר,2027-12-31,לא,2022-12-31,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,45378.81,2050.9348,3.306,3076.86049,0.003549,5.2e-05
209,9974.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,45196.59,788.722208,1.0,356.47552,0.000411,6e-06
209,9974.0,PowerGen,10128,פנימי,PowerGen Option,34100,פנימי,מניה,ישראל,ישראל,תשתיות,תשתיות,2027-01-24,לא,2024-03-18,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,250.44,100.0,1.0,0.25044,0.0,0.0
209,9974.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 145.0000 PUT USD-JPY 20.10.25,100120170,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-20,לא,2025-09-18,USD,אחר,אי-תלות,2025-09-30,145.0,1.0,-15404968.44,0.2748,3.306,-139.99316,-0.000161,-2e-06
209,9974.0,"מאיר חברה למכוניות ומשאיות בע""מ",510485261,ח.פ.,קבוצת מאיר-אופציה לא סחירה,340271,פנימי,מניה,ישראל,ישראל,השקעה ואחזקות,אחר,2026-06-30,לא,2023-12-31,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,83990.47,8069.8607,1.0,6777.91393,0.007818,0.000115
209,9974.0,"קינג סטור בע""מ",514340884,ח.פ.,אופציה רכיב המרה הלואה קינג סטור,10043141,פנימי,מניה,ישראל,ישראל,רשתות שיווק,אחר,2025-12-31,לא,2019-01-01,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,2972717.0,78.61,1.0,2336.85286,0.002695,3.9e-05
209,9974.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,45196.59,1109.37802,1.0,501.40101,0.000578,8e-06
209,9974.0,בזק,520031931,ח.פ.,CALL001 בזק 26/05/2026,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,551.6,1.0,4752617.89,634.7,1.0,30164.86576,0.034794,0.000515
209,9974.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,128839.81,16970.0,1.0,21864.11631,0.02522,0.000373
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת CALL001 פועלים 12.08.2026,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6389.0,1.0,890356.43,6732.0,1.0,59938.79507,0.069139,0.001024
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,255794.17,6732.0,1.0,17220.06324,0.019863,0.000294
209,9974.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט 07.05.2026 CALL001,IL0011574030,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-07,לא,2025-05-07,ILS,אחר,אי-תלות,2025-09-30,1699.0,1.0,239332.0,1338.0,1.0,3202.26215,0.003693,5.4e-05
209,9974.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.09.26 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,5965.0,1.0,1079004.74,6529.0,1.0,70448.21915,0.081261,0.001204
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,418991.26,6732.0,1.0,28206.4918,0.032536,0.000482
209,9974.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,1581.69,49390.0,1.0,781.19769,0.000901,1.3e-05
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.11.25 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2025-11-26,לא,2024-11-30,ILS,אחר,אי-תלות,2025-09-30,4272.0,1.0,846990.84,6732.0,1.0,57019.42317,0.065771,0.000974
209,9974.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת CALL001 לאומי 12.08.2026,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6157.0,1.0,859351.08,6529.0,1.0,56107.03199,0.064719,0.000959
209,9974.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.11.25 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-11-26,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,4259.0,1.0,1328202.3,6529.0,1.0,86718.32833,0.100029,0.001482
209,9974.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת לאומי CALL 18.09.26,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6235.0,1.0,916543.39,6529.0,1.0,59841.11774,0.069026,0.001022
209,9974.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,1125714.3,3274.0,1.0,36855.88618,0.042513,0.00063
209,9974.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,104747.82,16970.0,1.0,17775.70432,0.020504,0.000303
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת פועלים CALL 18.09.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6415.0,1.0,893498.87,6732.0,1.0,60150.34376,0.069383,0.001028
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים 03.07.2026 CALL001,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-03,לא,2025-07-03,ILS,אחר,אי-תלות,2025-09-30,6300.0,1.0,535261.34,6732.0,1.0,36033.79327,0.041564,0.000615
209,9974.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.09.2026 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,6172.0,1.0,583864.32,6732.0,1.0,39305.74632,0.045338,0.000671
209,9974.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 21.09.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-21,לא,2025-09-21,ILS,אחר,אי-תלות,2025-09-30,45160.0,1.0,10474.78,49390.0,1.0,5173.49462,0.005967,8.8e-05
209,9974.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,6599112.39,634.7,1.0,41884.56632,0.048313,0.000715
209,9974.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,167596.51,0.608,3.306,3.36904,3e-06,0.0
209,9974.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania Bobisecti,34138,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,16.53,1700000.0,3.8807,1090.5155,0.001257,1.8e-05
209,9974.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,ח.פ.,קיקר נאוויטס פטרוליום שותפות מוגבל,10048041,פנימי,מניה,"חו""ל","ארה""ב","Oil, Gas & Consumable Fuels",אחר,2027-04-01,לא,2022-11-24,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,636844.34,107.832586,3.306,2270.31523,0.002618,3.8e-05
209,9974.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,120912.62,0.0,3.306,0.0,0.0,0.0
209,9974.0,ECO SUN ORADEA S.R.L,7659,פנימי,אקואנרגי רומניה 7.25% אירו 31.03.24-אופ ל.ס אורדאה,340292,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2023-12-31,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,2292049.9,54.089135,3.8807,4811.09768,0.005549,8.2e-05
209,9974.0,יבולי שמש,515689198,ח.פ.,יבולי שמש אופציה,34140,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,1.59,148000000.0,3.8807,9143.57017,0.010547,0.000156
209,9974.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania option Scurtu Mare,34137,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,16.53,2807000.0,3.8807,1800.63354,0.002077,3e-05
209,9974.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania option  Melinesti,34139,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,16.53,2646000.0,3.8807,1697.35531,0.001957,2.9e-05
209,9975.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,65198.35,125.559153,1.0,81.8625,0.000478,5e-06
209,9975.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,2153.62,123.307002,1.0,2.65557,1.5e-05,0.0
209,9975.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,3497.35,1076.583553,1.0,37.65195,0.00022,2e-06
209,9975.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,46261.05,10190.0,1.0,4714.00111,0.027572,0.000344
209,9975.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,17112.06,2363.490861,1.0,404.4419,0.002365,2.9e-05
209,9975.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,141559.6,10190.0,1.0,14424.92273,0.084372,0.001053
209,9975.0,"איי.פי.סי. ירושלים בע""מ",513731554,ח.פ.,איי.פי.סי-קיקר 03.09.29,10046044,טיקר,מניה,ישראל,ישראל,מלונאות ותיירות,אחר,2029-09-03,לא,2019-09-03,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,7646.79,239.875582,3.306,60.64127,0.000354,4e-06
209,9975.0,Avo,515658912,ח.פ.,אופציה תכנית 43,34026,טיקר,מניה,ישראל,"ארה""ב",השקעות בהיי-טק,אחר,2027-12-31,לא,2022-12-31,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,7378.46,2050.9348,3.306,500.28839,0.002926,3.6e-05
209,9975.0,"אשדוד אנרגיה בע""מ",513846667,ח.פ.,אשדוד  ורמת נגב אנרגיה-קיקר 31.12.34,1004533,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2034-12-31,לא,2019-03-06,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,180878.55,108.8916,1.0,196.96154,0.001152,1.4e-05
209,9975.0,"אשדוד התפלה בע""מ",514357060,ח.פ.,אשדוד התפלה קיקר,84666750,טיקר,מניה,ישראל,ישראל,תשתיות,אחר,2038-09-08,לא,2022-08-22,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,322156.28,110.369898,1.0,355.56356,0.002079,2.5e-05
209,9975.0,תחנות כח רמת חובב שותפות מוגבלת,540285947,ח.פ.,קיקר רמת חובב 30.06.40,10047344,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2040-06-30,לא,2020-12-02,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,152776.58,372.846983,1.0,569.62286,0.003331,4.1e-05
209,9975.0,PowerGen,10128,פנימי,PowerGen Option,34100,פנימי,מניה,ישראל,ישראל,תשתיות,תשתיות,2027-01-24,לא,2024-03-18,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,51.34,100.0,1.0,0.05134,0.0,0.0
209,9975.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,8982.37,1109.37802,1.0,99.64847,0.000582,7e-06
209,9975.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 3.6800 CALL USD-PLN 30.10.25,100120432,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-30,לא,2025-09-29,USD,אחר,אי-תלות,2025-09-30,3.68,1.0,-753011.2,0.5646,3.306,-14.05721,-8.2e-05,-1e-06
209,9975.0,"מאיר חברה למכוניות ומשאיות בע""מ",510485261,ח.פ.,קבוצת מאיר-אופציה לא סחירה,340271,פנימי,מניה,ישראל,ישראל,השקעה ואחזקות,אחר,2026-06-30,לא,2023-12-31,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,12550.3,8069.8607,1.0,1012.79172,0.005923,7.3e-05
209,9975.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 145.0000 PUT USD-JPY 20.10.25,100120170,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-20,לא,2025-09-18,USD,אחר,אי-תלות,2025-09-30,145.0,1.0,-4018997.22,0.2748,3.306,-36.52277,-0.000213,-2e-06
209,9975.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,8982.37,788.722208,1.0,70.84597,0.000414,5e-06
209,9975.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,20817.59,16970.0,1.0,3532.7446,0.020663,0.000258
209,9975.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,223724.53,3274.0,1.0,7324.74115,0.042843,0.000535
