מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,"NAV
(במטבע הדיווח של קרן ההשקעה)","שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
659,12152,Cheyne Capital Management (UK) LLP,ריק במקור,ריק במקור,Cheyne Co Invest 2023 1 SP Class A,9730,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2023-08-08 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,4.4409,10.311,45.791,7.6e-05,0.001684414571241173,0.00010312043463735482
659,12152,KKR,ריק במקור,ריק במקור,KKR CAVALRY CO INVEST BLOCKER PARENT,9736,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,56.728,187.541,2.6e-05,0.006898665526088988,0.0004223386567736927
659,12152,LUCID ALTERNATIVE FUND LP,ריק במקור,ריק במקור,LUCID ALTERNATIVE U 8/23,9768,פנימי,קרן גידור (HEDGE FUND),ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2023-06-26 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,3.306,3.562,11.777,8e-05,0.00043321505111282337,2.652157320705221e-05
659,12152,LCN EUROPEAN FUND IV GP S.A R.L,ריק במקור,ריק במקור,LCN European Fund IV SLP,9783,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-03-23 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,81.839,317.592,0.0002,0.011682570647280616,0.0007152109601744184
659,12152,Whitehorse Liquidity Partners VI GP Inc,ריק במקור,ריק במקור,Dawson Portfolio Finance 6 LP,9816,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,45.738,151.208,2e-05,0.005562161963884504,0.00034051745278865166
659,12152,Ares Capital Europe VI GP S.a.r.l,ריק במקור,ריק במקור,Ares Capital Europe VI,9817,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,בריטניה,לא,2022-08-03 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,40.979,159.027,7e-06,0.005849782621492652,0.00035812568756032025
659,12152,DAC Pantheon Ventures IRLAND,ריק במקור,ריק במקור,Pantheon Global Secondary VII,9828,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2021-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,17.984,59.455,1.5e-05,0.002187042613901071,0.00013389149486501563
659,12152,Global Infrastructure Partners,ריק במקור,ריק במקור,Global Infrastrcture Partners V C,9891,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,5.785,19.126,2e-06,0.0007035468343027818,4.307137718927406e-05
659,12152,Arcmont,ריק במקור,ריק במקור,DLF IV Co invest Vehicle,9907,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2023-12-20 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,46.033,178.64,0.000368,0.006571243672479814,0.0004022937792058934
659,12152,Blackstone Real Estate Associates VII,ריק במקור,ריק במקור,Blackstone Real Estate Europe VII,9921,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2023-08-28 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,47.393,183.917,0,0.006765357268872985,0.0004141774797929372
659,12152,Vintage Investment Partners,ריק במקור,ריק במקור,Vintage Growth Fund IV L.P,9924,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2022-11-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.74,2.446,5.8e-05,8.997571665296477e-05,5.508344065929329e-06
659,12152,HPS GP Lux Sarl,ריק במקור,ריק במקור,HPS Asset Value Lux Fund III SCSp,9994,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,33.687,111.369,4.2e-05,0.004096690755488157,0.00025080080551041843
659,12152,Spark Growth Management Partners V,ריק במקור,ריק במקור,Spark Growth Fund V L.P,10000,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-12-22 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,4.082,13.496,5e-06,0.0004964481896763747,3.0392727519943675e-05
659,12152,Spark Management Partners VIII LLC,ריק במקור,ריק במקור,Spark Capital VIII L.P,10005,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-12-22 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.274,4.212,5e-06,0.00015493774265833507,9.485341457765467e-06
659,12152,Macquarie Infrastructure Partners,ריק במקור,ריק במקור,MIP VI Electing Partners 1 L.P,10072,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-12-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,19.662,65.003,4e-06,0.002391124901714092,0.00014638548214129362
659,12152,Sunflower Management Gmbh & Co.KG,ריק במקור,ריק במקור,Fattal III Partnership International L.P,10099,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2023-09-04 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,35.171,136.487,0.0001,0.005020652346203271,0.00030736604927493716
659,12152,Tikehau Investment Management 1,ריק במקור,ריק במקור,Tikehau Speacial Opportunities III,10113,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2022-07-08 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,26.53,102.956,4.8e-05,0.0037872199034025516,0.00023185489437932134
659,12152,Tikehau Investment Management 2,ריק במקור,ריק במקור,Tikehau Direct Lending VI,10114,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2023-04-30 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,20.006,77.636,3.2e-05,0.002855827775171534,0.00017483475057338078
659,12152,Pine Holdings GP LLC,ריק במקור,ריק במקור,Pine Holdings (offshore) I LP,10129,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-05-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,18.542,61.299,3.4e-05,0.0022548738573630774,0.00013804414672829188
659,12152,Cheyne Capital Management (UK) LLP,ריק במקור,ריק במקור,Cheyne Co Invest 2023 1 SP Class B,10202,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2024-07-03 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,4.4409,47.711,211.881,0.000106,0.00779400851191612,0.0004771518597846166
659,12152,Pantheon Ventures (Irelan) DAC,ריק במקור,ריק במקור,Pantheon Global Co Investment VI,10217,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2023-12-29 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2.893,9.563,4.5e-05,0.0003517734171513909,2.153568859463703e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,Harburvest   Dover Street XI,10244,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2021-09-08 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,7.697,25.445,1e-06,0.000935990233129472,5.730164135632534e-05
659,12152,LS POWER FUND,ריק במקור,ריק במקור,LS Power V,10256,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-12-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,13.381,44.238,8e-06,0.00162728771598277,9.962310907137435e-05
659,12152,Blue Owl Credit Private Fund Advisors LL,ריק במקור,ריק במקור,Blue Owl Co Invest Fund 2024,10306,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,21.387,70.704,8.2e-05,0.002600835269922821,0.00015922402241924253
659,12152,Turnaround Capital (General Partner) S.a,ריק במקור,ריק במקור,Turnaround Capital Investment Fund TAC 1,10307,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2024-03-15 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,19.019,73.806,0.0002,0.002714941841082877,0.0001662096656295912
659,12152,Michelson Multifamily Fund GP II LLC,ריק במקור,ריק במקור,Michelson Multifamily Fund II LP,10317,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-12-10 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,17.305,57.21,0.0003,0.002104460649924822,0.00012883579886010504
659,12152,Audax,ריק במקור,ריק במקור,AUDAX PRIVATE CREDIT FUND LLC,10347,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-07-23 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,96.739,319.818,6e-05,0.0117644536993123,0.0007202238685516705
659,12152,Cheyne Capital Management (UK) LLP,ריק במקור,ריק במקור,Cheyne Real Estate Credit Holdings VIII,10391,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2024-11-01 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,4.4409,60.079,266.806,1.2e-05,0.009814415804297186,0.0006008418834236878
659,12152,Whitehorse Liquidity Partners VI GP Inc,ריק במקור,ריק במקור,Sima Holdings (Offshore) LP,10404,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-11-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,28.828,95.304,3e-05,0.0035057423139387383,0.00021462274033496679
659,12152,Berkshire Partners LLC,ריק במקור,ריק במקור,Berkshire Fund XI L.P,10412,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-12-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,3e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,Harburvest Secondary Overflow Fund V,10431,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2021-09-08 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3.79,12.529,3e-06,0.00046087725018192785,2.8215062470167033e-05
659,12152,LS POWER FUND,ריק במקור,ריק במקור,LS Power V Blocker,10434,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-12-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.162,0.536,8e-06,1.9716673804574455e-05,1.2070614960499266e-06
659,12152,Tikehau General Partner VI,ריק במקור,ריק במקור,Tikadomia SCSp,10456,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,לוכסמבורג,לא,2024-12-24 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,18.055,70.067,0.000242,0.002577403327360295,0.0001577895109024817
659,12152,Vintage Fund of Funds VIII GP,ריק במקור,ריק במקור,Vintage FOF VIII Access L.P,10468,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-12-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25 00:00:00,3.306,0.792,2.619,9.9e-05,9.633949383242631e-05,5.8979366756618614e-06
659,12152,Sphera Tech Fund LP,ריק במקור,ריק במקור,Sphera Tech Fund,10510,פנימי,קרן גידור (HEDGE FUND),ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2024-12-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,3.306,9.714,32.115,0.000182,0.0011813451105110236,7.232235064485708e-05
659,12152,MGOP Feeder I GP LLC,ריק במקור,ריק במקור,Aligned Co Invest Aggregator LP,10568,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-05-23 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,36.626,121.085,0,0.004454092253035257,0.0002726810471067264
659,12152,Court Sqaure Capital Partners,ריק במקור,ריק במקור,Court Sqaure Riviera Co Invest,10571,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,4.229,13.98,1e-05,0.0005142520518431919,3.148268603503353e-05
659,12152,GIP,ריק במקור,ריק במקור,GIP Polaris Feeder Fund L.P,10655,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,בריטניה,לא,2024-06-24 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,4.4409,13.393,59.476,1e-05,0.0021878150955240115,0.00013393878645348028
659,12152,PERMIRA,ריק במקור,ריק במקור,Ember Co Invest SCSp,10702,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-04-09 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3.54,11.703,1.5e-05,0.0004304929730129381,2.635492665722442e-05
659,12152,מגדלור קרנות גידור בעמ,ריק במקור,ריק במקור,BENNU PHARMA,10808,פנימי,קרן גידור (HEDGE FUND),ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2025-06-17 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,3.306,2.02,6.68,0.000423,0.0002457227257734279,1.5043229092562517e-05
659,12152,ICONIQ Strategic Partners VII GP,ריק במקור,ריק במקור,ICONIQ Strategic Partners VII Co Invest,10981,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2025-08-28 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28 00:00:00,3.306,5.312,17.561,2e-06,0.0006459785609741268,3.954702785845664e-05
659,12152,TMG Partners II LP,ריק במקור,ריק במקור,Milestone RE Investors VI REIT LP,10996,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2024-01-02 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-09-17 00:00:00,3.306,21.558,71.271,0.0003,0.0026216922737422126,0.0001605008953077879
659,12152,Whitehorse Liquidity Partners VI GP Inc,ריק במקור,ריק במקור,Cedar Holdings Offshore,11050,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2024-11-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30 00:00:00,3.306,7.197,23.792,2.4e-05,0.000875184893952305,5.357911775003704e-05
659,12152,Group 11 Fund V,ריק במקור,ריק במקור,Group 11 Fund V,1181106,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,8.555,28.282,4.7e-05,0.0010403488219048035,6.369050975985825e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,"AE Industrial Partners Fund II, LP",60831,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.8950965091329999,6.265189059193698,1.29e-06,0.0002304639720225949,1.4109082982884285e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,CRUISE.CO,60832,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2016-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.308170628451,1.018812097659006,1.949e-05,3.7476839174807604e-05,2.2943448783470965e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Dover Street IX L.P.,60833,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,Developed Markets - Americas,לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,8.180127559373,27.04350171128714,4.38e-06,0.000994790861520335,6.090143588443097e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,Elatec GmbH,60834,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.040144462429,3.4387175927902742,4.56e-06,0.000126492673662495,7.743924630684012e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Getback S.A.,60835,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,2.96e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,GROUP SILVYA TERRADE,60836,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,9.07e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,"Incline Equity Partners IV, L.P.",60837,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.693795462456,2.2936877988795357,2.33e-06,8.437293682843317e-05,5.165339973856335e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,"Lytx, Inc.",60838,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.5574903934050002,5.14906324059693,7.100000000000001e-07,0.00018940746327234092,1.1595589512034726e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,MediFox,60839,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,4.26e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,Neighborly (fka Dwyer Group),608310,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,1e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,"Pamlico Capital IV, L.P.",608311,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2.3525227401980002,7.777440179094588,2.31e-06,0.000286091886279476,1.7514642869434185e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,"Preston Hollow Capital, LLC",608312,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.27169607884,4.20422723664504,4.06e-06,0.0001546518228082793,9.467837347012333e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Project Celtics,608313,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,1.7100000000000001e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,Project Draco,608314,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.507198084342,1.676796866834652,1.736e-05,6.168070309684945e-05,3.776113684054598e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Project Gridiron,608315,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.782397502848,2.5866061444154878,1.16e-06,9.514789106408241e-05,5.824986347705394e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Project Saxa,608316,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.641534858733,2.1209142429712977,6.4e-07,7.80174893584721e-05,4.776257311780843e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,Project Starboard,608317,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,9.16e-06,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,"U.S. Anesthesia Partners Holdings, Inc.",608318,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0.7952767338119999,2.629184881982472,4.77e-06,9.671414307829662e-05,5.920872830294052e-06
659,12152,HarbourVest,ריק במקור,ריק במקור,"Vestcom International, Inc.",608319,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,0,0,1.673e-05,0.0,0.0
659,12152,HarbourVest,ריק במקור,ריק במקור,"WestView Capital Partners IV, L.P.",608320,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.531356760587,5.0626654505006226,2e-06,0.00018622933445748088,1.1401023381868576e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,"Windjammer Senior Equity Fund V, L.P.",608321,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.801769769916,5.956650859342297,2.02e-06,0.0002191144439578175,1.3414261003217898e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,Migdal HarbourVest 2016 Fund,6083,פנימי,סעיף מאזני,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2016-07-04 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,-1.8030423039933707,-5.960857857002083,0.00035063,-0.00021926919769019553,-1.3423735079503533e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,GTCR Fund XII/A&B LP,62171,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.790190300496706,5.91836913344211,3.6e-07,0.00021770625682675387,1.3328051306694665e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,"H.I.G. Advantage Buyout Fund, L.P.",62172,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,5.087286953610044,16.818570668634806,1.65e-06,0.0006186684174116719,3.787509155355175e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,HarbourVest Partners Co-Investment Fund IV L.P.,62173,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,Developed Markets - Americas,לא,2016-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,9.676648480151218,31.990999875379927,1.059e-05,0.0011767837858676269,7.20431047942334e-05
659,12152,HarbourVest,ריק במקור,ריק במקור,IK Small Cap Fund II No.1 SCSp,62174,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2018-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.366891879864089,4.518944554830679,5.01e-06,0.000166228648747303,1.0176574580075724e-05
