Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 19
,168,2015.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,141.77834,1.0,141.77834,,,0.024462,6e-06,
,168,2015.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,37.17679,1.0,37.17679,,,0.006414,1e-06,
,168,2015.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,2.07413,1.0,2.07413,,,0.000357,0.0,
,168,2015.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,4.33096,1.0,4.33096,,,0.000747,0.0,
,168,2015.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,569.43415,1.0,569.43415,,,0.098253,2.9e-05,
,168,2015.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2015.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,13.05029,1.0,13.05029,,,0.002251,0.0,
,168,2015.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,51.71119,1.0,51.71119,,,0.008922,2e-06,
,168,2015.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,63.45343,1.0,63.45343,,,0.010948,3e-06,
,168,2015.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,127.70383,1.0,127.70383,,,0.022034,6e-06,
,168,2015.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,45.86269,3.306,151.62206,,,0.026161,8e-06,
,168,2015.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,406.02494,0.022332,9.06735,,,0.001564,0.0,
,168,2015.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,46.81273,3.306,154.76287,,,0.026703,8e-06,
,168,2015.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,35.66264,3.306,117.9007,,,0.020343,6e-06,
,168,2015.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,27.24197,3.306,90.06195,,,0.015539,4e-06,
,168,2015.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,3.0786,3.306,10.17784,,,0.001756,0.0,
,168,2015.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,47.95231,3.306,158.53033,,,0.027353,8e-06,
,168,2015.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,707.27426,0.022332,15.79485,,,0.002725,0.0,
,168,2015.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,42.16498,3.306,139.39742,,,0.024052,6e-06,
,168,2015.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,6.27124,3.306,20.73272,,,0.003577,1e-06,
,168,2015.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,13.24834,3.306,43.799,,,0.007557,2e-06,
,168,2015.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,596.56979,0.022332,13.3226,,,0.002298,0.0,
,168,2015.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,786.66917,0.022332,17.5679,,,0.003031,0.0,
,168,2015.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,459.20455,0.022332,10.25496,,,0.001769,0.0,
,168,2015.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,679.5633,0.022332,15.17601,,,0.002618,0.0,
,168,2015.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,987.42331,0.022332,22.05114,,,0.003804,1e-06,
,168,2015.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,20.97298,3.8807,81.38985,,,0.014043,4e-06,
,168,2016.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,2.04727,1.0,2.04727,,,0.000385,0.0,
,168,2016.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,796.71871,1.0,796.71871,,,0.149878,4.2e-05,
,168,2016.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,16.50592,1.0,16.50592,,,0.003105,0.0,
,168,2016.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,139.66649,3.306,461.73741,,,0.086861,2.4e-05,
,168,2016.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,1.52426,1.0,1.52426,,,0.000286,0.0,
,168,2016.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,541.35235,1.0,541.35235,,,0.101838,2.8e-05,
,168,2016.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,18.60714,1.0,18.60714,,,0.0035,0.0,
,168,2016.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,1186.64262,1.0,1186.64262,,,0.22323,6.2e-05,
,168,2016.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,2.404,1.0,2.404,,,0.000452,0.0,
,168,2016.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,144.40432,1.0,144.40432,,,0.027164,7e-06,
,168,2016.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,38.90995,1.0,38.90995,,,0.007319,2e-06,
,168,2016.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,62.07397,1.0,62.07397,,,0.011677,3e-06,
,168,2016.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,14.98132,1.0,14.98132,,,0.002818,0.0,
,168,2016.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,27.32093,1.0,27.32093,,,0.005139,1e-06,
,168,2016.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,52.66897,1.0,52.66897,,,0.009908,2e-06,
,168,2016.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,3.18279,1.0,3.18279,,,0.000598,0.0,
,168,2016.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,46.63142,1.0,46.63142,,,0.008772,2e-06,
,168,2016.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,130.06913,1.0,130.06913,,,0.024468,6e-06,
,168,2016.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2016.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,579.98108,1.0,579.98108,,,0.109105,3e-05,
,168,2016.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,9.59056,1.0,9.59056,,,0.001804,0.0,
,168,2016.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,777.76624,0.022332,17.36908,,,0.003267,0.0,
,168,2016.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,446.49227,0.022332,9.97106,,,0.001875,0.0,
,168,2016.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,51.47842,3.306,170.18764,,,0.032015,9e-06,
,168,2016.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,39.21704,3.306,129.65152,,,0.024389,6e-06,
,168,2016.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,29.9571,3.306,99.03816,,,0.018631,5e-06,
,168,2016.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,656.02817,0.022332,14.65042,,,0.002756,0.0,
,168,2016.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,14.56876,3.306,48.16432,,,0.00906,2e-06,
,168,2016.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,52.73158,3.306,174.33059,,,0.032794,9e-06,
,168,2016.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,3.38543,3.306,11.19223,,,0.002105,0.0,
,168,2016.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,50.43369,3.306,166.73379,,,0.031365,8e-06,
,168,2016.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,865.0742,0.022332,19.31884,,,0.003634,1e-06,
,168,2016.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,1085.83693,0.022332,24.24891,,,0.004561,1e-06,
,168,2016.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,747.2934,0.022332,16.68856,,,0.003139,0.0,
,168,2016.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,504.97213,0.022332,11.27704,,,0.002121,0.0,
,168,2016.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,6.89628,3.306,22.79909,,,0.004288,1e-06,
,168,2016.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,23.0633,3.8807,89.50174,,,0.016837,4e-06,
,168,2016.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,46.36744,3.306,153.29076,,,0.028836,7e-06,
,168,2063.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,95.3705,1.0,95.3705,,,0.032562,9e-06,
,168,2063.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,38.61843,1.0,38.61843,,,0.013185,3e-06,
,168,2063.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,20.11337,3.306,66.4948,,,0.022703,6e-06,
,168,2063.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,45.51446,1.0,45.51446,,,0.015539,4e-06,
,168,2063.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,105.88149,1.0,105.88149,,,0.03615,1e-05,
,168,2063.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,396.93543,1.0,396.93543,,,0.135524,4e-05,
,168,2063.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,870.08118,1.0,870.08118,,,0.29707,8.9e-05,
,168,2063.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,425.25914,1.0,425.25914,,,0.145194,4.3e-05,
,168,2063.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,10.93777,3.306,36.16028,,,0.012346,3e-06,
,168,2063.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,5.17751,3.306,17.11685,,,0.005844,1e-06,
,168,2063.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,34.81124,3.306,115.08595,,,0.039293,1.1e-05,
,168,2063.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,2.54168,3.306,8.40278,,,0.002868,0.0,
,168,2063.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,39.58923,3.306,130.882,,,0.044686,1.3e-05,
,168,2063.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,22.49086,3.306,74.35478,,,0.025386,7e-06,
,168,2063.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,37.86405,3.306,125.17856,,,0.042739,1.2e-05,
,168,2063.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,29.44293,3.306,97.33834,,,0.033234,1e-05,
,168,2063.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,38.6484,3.306,127.7716,,,0.043624,1.3e-05,
,168,2063.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,335.21255,0.022332,7.48597,,,0.002555,0.0,
,168,2063.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,492.5256,0.022332,10.99908,,,0.003755,1e-06,
,168,2063.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,583.92277,0.022332,13.04016,,,0.004452,1e-06,
,168,2063.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,379.11741,0.022332,8.46645,,,0.00289,0.0,
,168,2063.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,561.0447,0.022332,12.52925,,,0.004277,1e-06,
,168,2063.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,815.21268,0.022332,18.20533,,,0.006215,1e-06,
,168,2063.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,17.31521,3.8807,67.19513,,,0.022942,6e-06,
,168,2063.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,649.47088,0.022332,14.50398,,,0.004952,1e-06,
,168,2183.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,2.19458,1.0,2.19458,,,0.000503,0.0,
,168,2183.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,1.051,1.0,1.051,,,0.000241,0.0,
,168,2183.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,134.71029,3.306,445.35221,,,0.102246,2.8e-05,
,168,2183.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,11.38106,1.0,11.38106,,,0.002612,0.0,
,168,2183.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,6.61282,1.0,6.61282,,,0.001518,0.0,
,168,2183.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,1034.61431,1.0,1034.61431,,,0.237533,6.6e-05,
,168,2183.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,18.83816,1.0,18.83816,,,0.004324,1e-06,
,168,2183.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,32.15301,1.0,32.15301,,,0.007381,2e-06,
,168,2183.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,125.90377,1.0,125.90377,,,0.028905,7e-06,
,168,2183.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,45.92121,1.0,45.92121,,,0.010542,2e-06,
,168,2183.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,1.41162,1.0,1.41162,,,0.000324,0.0,
,168,2183.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2183.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,424.99168,1.0,424.99168,,,0.097572,2.7e-05,
,168,2183.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,471.99627,1.0,471.99627,,,0.108363,3e-05,
,168,2183.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,113.40515,1.0,113.40515,,,0.026036,7e-06,
,168,2183.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,10.32983,1.0,10.32983,,,0.002371,0.0,
,168,2183.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,54.12128,1.0,54.12128,,,0.012425,3e-06,
,168,2183.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,1.65759,1.0,1.65759,,,0.00038,0.0,
,168,2183.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,505.67602,1.0,505.67602,,,0.116095,3.1e-05,
,168,2183.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,12.82988,1.0,12.82988,,,0.002945,0.0,
,168,2183.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,26.82895,1.0,26.82895,,,0.006159,1e-06,
,168,2183.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,382.07186,0.022332,8.53243,,,0.001958,0.0,
,168,2183.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,665.54924,0.022332,14.86305,,,0.003412,0.0,
,168,2183.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,33.55876,3.306,110.94525,,,0.025471,7e-06,
,168,2183.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,561.37568,0.022332,12.53664,,,0.002878,0.0,
,168,2183.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,43.15706,3.306,142.67725,,,0.032756,9e-06,
,168,2183.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,12.46676,3.306,41.21512,,,0.009462,2e-06,
,168,2183.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,45.1234,3.306,149.17798,,,0.034249,9e-06,
,168,2183.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,2.89698,3.306,9.5774,,,0.002198,0.0,
,168,2183.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,39.67749,3.306,131.17379,,,0.030115,7e-06,
,168,2183.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,5.90127,3.306,19.50961,,,0.004479,1e-06,
,168,2183.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,44.05105,3.306,145.63277,,,0.033435,9e-06,
,168,2183.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,740.26032,0.022332,16.53149,,,0.003795,1e-06,
,168,2183.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,25.63485,3.306,84.74883,,,0.019457,5e-06,
,168,2183.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,639.47306,0.022332,14.28071,,,0.003278,0.0,
,168,2183.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,929.17115,0.022332,20.75025,,,0.004763,1e-06,
,168,2183.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,19.7357,3.8807,76.58833,,,0.017583,4e-06,
,168,2183.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,432.11418,0.022332,9.64997,,,0.002215,0.0,
,168,2184.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.42166,1.0,0.42166,,,0.000107,0.0,
,168,2184.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,3.39958,1.0,3.39958,,,0.000867,0.0,
,168,2184.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,119.25155,3.306,394.24562,,,0.100612,3e-05,
,168,2184.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,0.31394,1.0,0.31394,,,8e-05,0.0,
,168,2184.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,398.59797,1.0,398.59797,,,0.101723,3e-05,
,168,2184.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,439.50394,1.0,439.50394,,,0.112162,3.3e-05,
,168,2184.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,3.83235,1.0,3.83235,,,0.000978,0.0,
,168,2184.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.49513,1.0,0.49513,,,0.000126,0.0,
