Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25
,665,1619.0,"טכנולוגיות גילוי אש וגזים בע""מ",515615409,ח.פ.,טכני גילוי אש גז,IL0011653073,ISIN,מניות,ישראל,ישראל,חסום,TASE,אלקטרוניקה ואופטיקה,לא,ILS,18.75,1.0,982.3,,0.18417,0.0,1e-06,0.0,
,665,1619.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,אלקטרה צריכה,IL0050101299,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ILS,2120.2,1.0,11550.0,,244.88329,9.1e-05,0.001788,0.000349,
,665,1619.0,Union Pacific Corp,549300LMMRSZZCZ8CL11,LEI,UNP US Union Pacific Corp,US9078181081,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Ground Transportation,לא,USD,626.78,3.306,23637.0,,489.78977,1e-06,0.003576,0.0007,
,665,1619.0,Taboola.com Ltd,513870683,ח.פ.,TBLA US Taboola.com Ltd,IL0011754137,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,5254.38,3.306,341.0,,59.23508,1.9e-05,0.000432,8.4e-05,
,665,1619.0,INTEGRAL GROUP,254900LBW5E2GUM0UK59,LEI,5842 JT Integral Corp,JP3152910000,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Capital Markets,לא,JPY,276.22,0.022332,373500.0,,23.03965,7e-06,0.000168,3.2e-05,
,665,1619.0,Rheinmetall AG,2221001IK1TS34BCHL37,LEI,RHM GY Rheinmetall AG,DE0007030009,ISIN,מניות,"חו""ל",גרמניה,סחיר,אחר,Aerospace & Defense,לא,EUR,28.08,3.8807,198450.0,,216.21458,0.0,0.001579,0.000309,
,665,1619.0,Broadcom Ltd,549300WV6GIDOZJTV909,LEI,AVGO US Broadcom ltd,US11135F1012,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,2233.76,3.306,32991.0,,2436.32371,0.0,0.017792,0.003486,
,665,1619.0,CBRE Group Inc,52990016II9MJ2OSWA10,LEI,CBRE US CBRE Group Inc,US12504L1098,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Real Estate Management & Development,לא,USD,998.31,3.306,15756.0,,520.01398,3e-06,0.003797,0.000744,
,665,1619.0,SUMITOMO DENSETSU CO LTD,3538004TJPF8WYKHK431,LEI,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Construction & Engineering,לא,JPY,186.29,0.022332,639000.0,,26.58408,5e-06,0.000194,3.8e-05,
,665,1619.0,Globalworth Real Estate Invest,213800R3E823B1UBIA81,LEI,GWI LN Globalworth Real Estate Invest,GG00B979FD04,ISIN,מניות,"חו""ל",גרמניה,סחיר,LSE,Office REITs,לא,EUR,1436.83,3.8807,212.0,,11.82094,4e-06,8.6e-05,1.6e-05,
,665,1619.0,Thermo Fisher Scientific Inc,HCHV7422L5HDJZCRFL38,LEI,TMO US Thermo Fisher Scientific Inc,US8835561023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Life Sciences Tools & Services,לא,USD,390.82,3.306,48502.0,,626.66524,1e-06,0.004576,0.000896,
,665,1619.0,MARUICHI STELL TUBE LTD,335800S6C8DWP22JAJ27,LEI,5463 JT Maruichi Steel Tube Ltd,JP3871200006,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Metals & Mining,לא,JPY,1002.11,0.022332,128750.0,,28.81315,3e-06,0.00021,4.1e-05,
,665,1619.0,Netflix Inc,549300Y7VHGU0I7CE873,LEI,NFLX US Netflix Inc,US64110L1061,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Media,לא,USD,80.81,3.306,119892.0,,320.28788,0.0,0.002339,0.000458,
,665,1619.0,BJ'S WHOLESALE CLUB HOLDINGS 1,549300UCIWH1C93V0J03,LEI,BJ US WHOLESALE CLUB HOLDINGS 1,US05550J1016,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Broadline Retail,לא,USD,583.05,3.306,9325.0,,179.7465,4e-06,0.001312,0.000257,
,665,1619.0,SAMSUNG ELECTRONICS CO LTD,9884007ER46L6N7EI764,LEI,SMSN LI Samsung Electronics,US7960508882,ISIN,מניות,"חו""ל",דרום קוריאה,סחיר,אחר,"Technology Hardware, Storage & Peripherals",לא,USD,162.48,3.306,149400.0,,802.4914,0.0,0.00586,0.001148,
,665,1619.0,TSMC,549300KB6NK5SBD14S87,LEI,TSM US TSMC,US8740391003,ISIN,מניות,"חו""ל",טייוואן,סחיר,NYSE,Semiconductors & Semiconductor Equipment,לא,USD,1396.72,3.306,27929.0,,1289.63467,0.0,0.009417,0.001844,
,665,1619.0,GE HEALTHCARE TECHNOLOGIES INC,549300OI9J7XOWZMUN85,LEI,GEHC US GE HEALTHCARE TECHNOLOGIES INC,US36266G1076,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Health Care Technology,לא,USD,2205.42,3.306,7510.0,,547.56318,4e-06,0.003998,0.000783,
,665,1619.0,אנרג'יאן פי אל סי,549300RVMKU0CYUZBB05,LEI,ENOG LN Energean Oil & Gas PLC,GB00BG12Y042,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,"Oil, Gas & Consumable Fuels",כן,GBP,5916.11,4.4409,829.0,,217.80206,3.2e-05,0.00159,0.000311,
,665,1619.0,Siemens AG,5299005CHJZ14D4FDJ62,LEI,Siemens Energy AG,DE000ENER6Y0,ISIN,מניות,"חו""ל",גרמניה,סחיר,EURONEXT,Electrical Equipment,לא,EUR,704.23,3.8807,9942.0,,271.70645,0.0,0.001984,0.000388,
,665,1619.0,ABBVIE INC,FR5LCKFTG8054YNNRU85,LEI,ABBV US AbbVie Inc,US00287Y1091,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Biotechnology,לא,USD,1430.07,3.306,23154.0,,1094.67484,0.0,0.007994,0.001566,
,665,1619.0,Prologis Inc,529900DFH19P073LZ636,LEI,PLD US Prologis Inc,US74340W1036,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Industrial REITs,לא,USD,1641.07,3.306,11452.0,,621.31475,1e-06,0.004537,0.000889,
,665,1619.0,Uber Technologies Inc,515960003,ח.פ.,UBER US Uber Technologies Inc,US90353T1007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Ground Transportation,לא,USD,1253.76,3.306,9797.0,,406.07793,0.0,0.002965,0.000581,
,665,1619.0,"אלומי קפיטל בע""מ",520039868,ח.פ.,אלומיי קפיטל לקבל,IL0010826357,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Independent Power and Renewable Electricity Producers,לא,USD,1016.52,3.306,1801.0,,60.52458,7.9e-05,0.000442,8.6e-05,
,665,1619.0,MONDELEZ INTERNATIONAL INC,549300DV9GIB88LZ5P30,LEI,MDLZ US Mondelez International Inc,US6092071058,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Food Products,לא,USD,2569.97,3.306,6247.0,,530.76465,1e-06,0.003876,0.000759,
,665,1619.0,BOEING Co/The,RVHJWBXLJ1RFUBSY1F30,LEI,BA US Boeing Co/The,US0970231058,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Aerospace & Defense,לא,USD,395.01,3.306,21583.0,,281.85598,0.0,0.002058,0.000403,
,665,1619.0,Mastercard Inc,AR5L2ODV9HN37376R084,LEI,MA US Mastercard Inc,US57636Q1040,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,883.92,3.306,56881.0,,1662.20475,0.0,0.012138,0.002378,
,665,1619.0,SUMITOMO WAREHOUSE,V82KK8NH1P0JS71FJC05,LEI,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Transportation Infrastructure,לא,JPY,417.55,0.022332,311500.0,,29.04624,5e-06,0.000212,4.1e-05,
,665,1619.0,MICRON TECHNOLOGY INC,B3DXGBC8GAIYWI2Z0172,LEI,MU US Micron Tech Inc,US5951121038,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,1419.62,3.306,16732.0,,785.27563,1e-06,0.005734,0.001123,
,665,1619.0,Range Resources Corp,H3Y3WLYCX0BTO1TRW162,LEI,Range Resources Corp,US75281A1097,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,"Oil, Gas & Consumable Fuels",לא,USD,1840.65,3.306,3764.0,,229.04616,7e-06,0.001672,0.000327,
,665,1619.0,"קמטק בע""מ",511235434,ח.פ.,CAMT US Camtek Ltd/Israel,IL0010952641,ISIN,מניות,"חו""ל",ישראל,לא חסום בהשאלה,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,499.0,3.306,10505.0,,173.30018,1e-05,0.001265,0.000247,
,665,1619.0,BIRKENSTCK HOLDING PLC,529900CQ8LQKQ7LIT631,LEI,BIRKENSTOCK HOLDING PLC,JE00BS44BN30,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Consumer Staples Distribution & Retail,לא,USD,1375.48,3.306,4525.0,,205.76678,7e-06,0.001502,0.000294,
,665,1619.0,LAM RECEARCH CORP,549300I4GMO6D34U1T02,LEI,LRCX US LAM RESEARCH CORP,US5128073062,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Technology Hardware, Storage & Peripherals",לא,USD,1365.45,3.306,13390.0,,604.44886,1e-06,0.004414,0.000864,
,665,1619.0,KIMBERLY CLARK CORP,MP3J6QPYPGN75NVW2S34,LEI,KMB US KIMBERLY CLARK,US4943681035,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Household Products,לא,USD,579.37,3.306,12434.0,,238.16053,1e-06,0.001739,0.00034,
,665,1619.0,"אלומי קפיטל בע""מ",520039868,ח.פ.,ELLO US Ellomany Cap Ltd,IL0010826357,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Independent Power and Renewable Electricity Producers,לא,USD,162.14,3.306,1801.0,,9.65423,1.2e-05,7e-05,1.3e-05,
,665,1619.0,MORGAN STANLEY,549300U4Q8D6J5I5G710,LEI,MS US MORGAN STANLEY,US6174464486,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,680.18,3.306,15896.0,,357.44741,0.0,0.00261,0.000511,
,665,1619.0,Adyen NV,724500973ODKK3IFQ447,LEI,ADYEN NA  Adyen NV,NL0012969182,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Financial Services,לא,EUR,119.53,3.8807,136500.0,,633.17569,3e-06,0.004624,0.000906,
,665,1619.0,BNP PARIBAS SA,R0MUWSFPU8MPRO8K5P83,LEI,BNP FP BNP Paribas,FR0000131104,ISIN,מניות,"חו""ל",צרפת,סחיר,אחר,Banks,לא,EUR,651.62,3.8807,7733.0,,195.54968,0.0,0.001427,0.000279,
,665,1619.0,Berkshire Hathaway Inc,5493000C01ZX7D35SD85,LEI,BRK/B US-Berkshire Hathaway,US0846707026,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,734.46,3.306,50274.0,,1220.7202,0.0,0.008914,0.001746,
,665,1619.0,Abbott Laboratories,HQD377W2YR662HK5JX27,LEI,ABT US Abbott Laboratories,US0028241000,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Health Care Equipment & Supplies,לא,USD,1411.66,3.306,13394.0,,625.08989,0.0,0.004564,0.000894,
,665,1619.0,Meta Platforms Inc,BQ4BKCS1HXDV9HN80Z93,LEI,META US Meta Platforms Inc (FACEBOOK),US30303M1027,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,1108.99,3.306,73438.0,,2692.46297,0.0,0.019662,0.003852,
,665,1619.0,"נאייקס בע""מ",513639013,ח.פ.,NYAX US Nayax Ltd,IL0011751166,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,393.86,3.306,4761.0,,61.9925,1e-05,0.000452,8.8e-05,
,665,1619.0,UNITEDHEALTH GROUP INC,549300GHBMY8T5GXDE41,LEI,UNH US UnitedHealth Group Inc,US91324P1021,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Health Care Providers & Services,לא,USD,522.71,3.306,34530.0,,596.70961,0.0,0.004357,0.000853,
,665,1619.0,GLOBAL-E ONLINE LTD,514889534,ח.פ.,GLBE US GLOBAL-E ONLINE LTD,IL0011741688,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Broadline Retail,לא,USD,1582.16,3.306,3576.0,,187.0466,9e-06,0.001365,0.000267,
,665,1619.0,UROGEN PHARMA LTD,513537621,ח.פ.,URGN US Urogen Pharma Ltd,IL0011407140,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Biotechnology,לא,USD,1437.51,3.306,1995.0,,94.8104,3.1e-05,0.000692,0.000135,
,665,1619.0,Tesla Inc,54930043XZGB27CTOV49,LEI,TSLA US Tesla Inc,US88160R1014,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Automobiles,לא,USD,1101.9,3.306,44472.0,,1620.05877,0.0,0.011831,0.002318,
,665,1619.0,Anheuser-Busch InBev NV,5493008H3828EMEXB082,LEI,ABI BB Anheuser-Busch InBev SA/ NV,BE0974293251,ISIN,מניות,"חו""ל",בלגיה,סחיר,אחר,Beverages,לא,EUR,1071.34,3.8807,5080.0,,211.20285,0.0,0.001542,0.000302,
,665,1619.0,S&P Global Inc,Y6X4K52KMJMZE7I7MY94,LEI,SPGI US S&P Global Inc,US78409V1044,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Capital Markets,לא,USD,285.09,3.306,48671.0,,458.72621,0.0,0.00335,0.000656,
,665,1619.0,MOBILEYE Global Inc,KNX4USFCNGPY45LOCE31,LEI,MBLY US Mobileye Global Inc,US60741F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Automobile Components,לא,USD,1035.23,3.306,1412.0,,48.32515,4e-06,0.000352,6.9e-05,
,665,1619.0,STANLEY ELECTRIC LTD,5493005ZQBXXU7ZPVY73,LEI,6923 JT STANLEY ELECTRIC,JP3399400005,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Automobile Components,לא,JPY,1220.54,0.022332,298900.0,,81.47114,8e-06,0.000594,0.000116,
,665,1619.0,"נייס בע""מ",520036872,ח.פ.,NICE US-NICE sys,US6536561086,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Software,לא,USD,2044.6,3.306,14478.0,,978.63165,3.3e-05,0.007146,0.001399,
,665,1619.0,COCA-COLA CO.,UWJKFUJFZ02DKWI3RY53,LEI,KO US - Coca Cola,US1912161007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Consumer Staples Distribution & Retail,לא,USD,2409.78,3.306,6632.0,,528.35383,0.0,0.003858,0.000756,
,665,1619.0,SolarEdge Technologies Inc,5493000K6Y58XXPDF853,LEI,SEDG US SolarEdge Technologies Inc,US83417M1045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,2444.47,3.306,3700.0,,299.01197,4.1e-05,0.002183,0.000427,
,665,1619.0,"קמטק בע""מ",511235434,ח.פ.,CAMT US Camtek Ltd/Israel,IL0010952641,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,2119.44,3.306,10505.0,,736.07181,4.6e-05,0.005374,0.001052,
,665,1619.0,Texas Instruments Inc,WDJNR2L6D8RWOEB8T652,LEI,TXN US Texas Instruments Inc,US8825081040,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,588.79,3.306,18373.0,,357.63535,0.0,0.002611,0.000511,
,665,1619.0,Procter & Gamble Co/The,2572IBTT8CCZW6AU4141,LEI,PG US - Procter&Gambel,US7427181091,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Household Products,לא,USD,703.95,3.306,15365.0,,357.58192,0.0,0.002611,0.000511,
,665,1619.0,Apollo Global Management Inc,54930054P2G7ZJB0KM79,LEI,APO US Apollo Global Management Inc,US03769M1062,ISIN,מניות,"חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,USD,1406.87,3.306,13327.0,,619.85265,2e-06,0.004526,0.000886,
,665,1619.0,SHIBAURA MACHINE CO LTD,529900T7KEXD7VGOFO59,LEI,6104 JT CHIBAURA MACHINE,JP3592600005,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Machinery,לא,JPY,269.68,0.022332,421000.0,,25.35447,1e-05,0.000185,3.6e-05,
,665,1619.0,SimilarWeb Ltd,514244714,ח.פ.,SMWB US SimilarWeb Ltd,IL0011751653,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Software,לא,USD,4001.71,3.306,930.0,,123.03569,4.8e-05,0.000898,0.000176,
,665,1619.0,TOKEN CORP,213800R54EFFINMY1P02,LEI,1766 JT TOKEN CORP,JP3590900001,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Household Products,לא,JPY,128.47,0.022332,1489000.0,,42.72036,9e-06,0.000311,6.1e-05,
,665,1619.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,AMZN US Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Broadline Retail,לא,USD,4342.59,3.306,21957.0,,3152.27945,0.0,0.02302,0.00451,
,665,1619.0,Adobe Inc,FU4LY2G4933NH2E1CP29,LEI,ADBE US Adobe Inc,US00724F1012,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,441.76,3.306,35275.0,,515.17375,1e-06,0.003762,0.000737,
,665,1619.0,MEDIPAL HOLDINGS CORP,353800PJDODZEA4NP730,LEI,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Health Care Providers & Services,לא,JPY,976.42,0.022332,254850.0,,55.57088,4e-06,0.000405,7.9e-05,
,665,1619.0,MEGACHIPS CORP,529900CHDZ5G02UMD829,LEI,6875 JP MEGACHIPS CORP,JP3920860008,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Semiconductors & Semiconductor Equipment,לא,JPY,244.05,0.022332,743000.0,,40.49393,1.1e-05,0.000295,5.7e-05,
,665,1619.0,APPLIED MATERIALS INC,41BNNE1AFPNAZELZ6K07,LEI,AMAT US Applied Materials Inc,US0382221051,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,2167.14,3.306,20474.0,,1466.87165,2e-06,0.010712,0.002098,
,665,1619.0,WIX.COM LTD,5493008P6N29Q1AG9464,LEI,WIX US Wix.com Ltd,IL0011301780,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Software,לא,USD,110.07,3.306,17763.0,,64.64,1e-06,0.000472,9.2e-05,
,665,1619.0,SolarEdge Technologies Inc,5493000K6Y58XXPDF853,LEI,SEDG US SolarEdge Technologies Inc,US83417M1045,ISIN,מניות,"חו""ל","ארה""ב",לא חסום בהשאלה,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,179.18,3.306,3700.0,,21.91709,3e-06,0.00016,3.1e-05,
,665,1619.0,J.P. MORGAN Securities PLC,8I5DZWZKVSZI1NUHU748,LEI,JPM-JPMorgan Chase & Co,US46625H1005,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,1900.34,3.306,31543.0,,1981.69923,0.0,0.014472,0.002835,
,665,1619.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,Teva US-Teva Pharmacutical,US8816242098,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Pharmaceuticals,כן,USD,48543.8,3.306,2020.0,,3241.81288,4.2e-05,0.023673,0.004637,
,665,1619.0,MCDONALD'S CORP,UE2136O97NLB5BYP9H04,LEI,MCD US -  McDonalds,US5801351017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Consumer Staples Distribution & Retail,לא,USD,402.04,3.306,30389.0,,403.91313,0.0,0.002949,0.000577,
,665,1619.0,ALEXANDRIA  REAL ESTATE,MGCJBT4MKTQBVLNUIS88,LEI,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Mortgage Real Estate Investment Trusts (REITs),לא,USD,950.34,3.306,8334.0,,261.83908,5e-06,0.001912,0.000374,
,665,1619.0,Industria de Diseno Textil SA,959800U254WM470TRW79,LEI,ITX SM Industria de Diseno Textil SA,ES0148396007,ISIN,מניות,"חו""ל",ספרד,סחיר,NYSE,Specialty Retail,לא,EUR,1859.1,3.8807,4697.0,,338.86996,0.0,0.002474,0.000484,
,665,1619.0,M&T Bank Corp,549300WYXDDBYRASEG81,LEI,MTB US M&T Bank Corp,US55261F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,992.98,3.306,19762.0,,648.74283,6e-06,0.004737,0.000928,
,665,1619.0,TOKYO STEEL MANUFACTURING CO,353800HMIX7UK3O17U58,LEI,5423 tokyosteel manufacturing co,JP3579800008,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Metals & Mining,לא,JPY,995.71,0.022332,145800.0,,32.42044,9e-06,0.000236,4.6e-05,
,665,1619.0,NVIDIA Corp,549300S4KLFTLO7GSQ80,LEI,NVDA US NVIDIA Corp,US67066G1040,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,8249.75,3.306,18658.0,,5088.72156,0.0,0.037162,0.007281,
,665,1619.0,Caterpillar Inc,WRJR7GS4GTRECRRTVX92,LEI,CAT US Caterpiller Inc,US1491231015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,266.62,3.306,47715.0,,420.58625,0.0,0.003071,0.000601,
,665,1619.0,"טאואר סמיקונדקטור בע""מ",520041997,ח.פ.,TSEM US-Tower Semiconductor,IL0010823792,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,כן,USD,2124.51,3.306,7230.0,,507.80956,1.8e-05,0.003707,0.000726,
,665,1619.0,howmet aerospace,549300HO5WFZUT5N2T22,LEI,HWM US HOWMET AEROSPACE INC,US4432011082,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Aerospace & Defense,לא,USD,574.51,3.306,19623.0,,372.70646,1e-06,0.002721,0.000533,
,665,1619.0,Home Depot Inc/The,QEKMOTMBBKA8I816DO57,LEI,HD US- Home Depot,US4370761029,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Specialty Retail,לא,USD,805.89,3.306,40519.0,,1079.5348,0.0,0.007883,0.001544,
,665,1619.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,MSFT  US- Microsoft,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,3645.94,3.306,51795.0,,6243.10218,0.0,0.045593,0.008933,
,665,1619.0,"נובה בע""מ",511812463,ח.פ.,NVMI US Nova Measur Inst Ltd,IL0010845571,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,כן,USD,1453.47,3.306,31966.0,,1536.02683,4.9e-05,0.011217,0.002197,
,665,1619.0,Novo Nordisk A/S,549300DAQ1CVT6CXN342,LEI,NVO US-Novo Nrdisk,US6701002056,ISIN,מניות,"חו""ל",דנמרק,סחיר,NYSE,Pharmaceuticals,לא,USD,347.53,3.306,5549.0,,63.75525,0.0,0.000465,9.1e-05,
,665,1619.0,OLD DOMINION FREIUHT LINE INC,5299009TWK32WE417T96,LEI,ODFL US OLD DOMINION FREIGHT LINE,US6795801009,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Transportation Infrastructure,לא,USD,387.91,3.306,14078.0,,180.5411,1e-06,0.001318,0.000258,
,665,1619.0,Eloxx Pharmaceuticals Inc,549300UB28QGWJMFFA11,LEI,ELOX US Eloxx Pharmaceuticals Inc,US29014R2022,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Pharmaceuticals,לא,USD,65.3,3.306,0.01,,2e-05,2e-05,0.0,0.0,
,665,1619.0,SOCIETE GENERALE,529900T7KEXD7VGOFO59,LEI,GLE FP Societe Generale SA,FR0000130809,ISIN,מניות,"חו""ל",צרפת,סחיר,אחר,Banks,לא,EUR,1292.05,3.8807,5636.0,,282.593,1e-06,0.002063,0.000404,
,665,1619.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,ENLT US Enlight Renewable Energy Ltd,IL0007200111,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Independent Power and Renewable Electricity Producers,כן,USD,1113.51,3.306,3116.0,,114.70823,8e-06,0.000837,0.000163,
,665,1619.0,Eli Lilly & Co,FRDRIPF3EKNDJ2CQJL29,LEI,LLY US Eli Lilly & Co,US5324571083,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Pharmaceuticals,לא,USD,376.67,3.306,76300.0,,950.14382,0.0,0.006938,0.001359,
,665,1619.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,GOOGL US Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,6114.18,3.306,24310.0,,4913.90047,1e-06,0.035885,0.007031,
,665,1619.0,Airbus SE,MINO79WLOO247M1IL051,LEI,AIR FP Airbus Group NV,NL0000235190,ISIN,מניות,"חו""ל",צרפת,סחיר,אחר,Aerospace & Defense,לא,EUR,399.69,3.8807,19740.0,,306.18251,0.0,0.002236,0.000438,
,665,1619.0,yamazen corp,353800VADDW91MPELT42,LEI,8051 JT YAMAZEN CORP,JP3936800006,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Commercial Services & Supplies,לא,JPY,642.4,0.022332,139600.0,,20.02707,6e-06,0.000146,2.8e-05,
,665,1619.0,ALLSTATE CORP,OBT0W1ED8G0NWVOLOJ77,LEI,ALL US ALLSTATE CORP,US0200021014,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Insurance,לא,USD,955.66,3.306,21465.0,,678.16503,3e-06,0.004952,0.00097,
,665,1619.0,Walmart Inc,Y87794H0US1R65VBXU25,LEI,WMT US Wal-Mart Stores Inc,US9311421039,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Consumer Staples Distribution & Retail,לא,USD,2805.88,3.306,10306.0,,956.00978,0.0,0.006981,0.001367,
,665,1619.0,ORIX CORP,35380016EMHNBOVYE123,LEI,JP ORIX CORP 8591,JP3200450009,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Financial Services,לא,JPY,2945.15,0.022332,388200.0,,255.32354,2e-06,0.001864,0.000365,
