Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,NAV (במטבע הדיווח של קרן ההשקעה),"שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 27
,168,2009.0,"Francisco Partners Agility GP III Management, LLC",,,Francisco Partners Agility III,291231196.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-08,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,194.15853,641.88813,0.000131,5.8e-05,5e-06,
,168,2009.0,Starlight Bond FP 1 GP Ltd.,,,Starlight UK (Bond FP 1 LP) - OPS - Pen,291231246.0,פנימי,"קרן נדל""ן",,"חו""ל",,,בריטניה,לא,2022-10-09,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30,4.4409,4156.61463,18459.10994,0.006927,0.001692,0.000169,
,168,2009.0,"FRG -X- GP, LP",,,Faropoint,291231142.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2021-07-05,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,18690.88374,61792.06166,0.046727,0.005664,0.000566,
,168,2009.0,Pantheon PGIF IV GP (Lux) S.a r.l,,,Pantheon Global Co-Investment IV Opportunities,291231049.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2018-12-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,11652.81996,38524.22279,0.011652,0.003531,0.000352,
,168,2009.0,Mideal Asset Management Ltd,,,Mideal,291231029.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2017-11-30,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,13995.0167,54310.46131,0.13995,0.004979,0.000497,
,168,2009.0,OTRE GENREL PARTNER,,,OTRE - PEN,291231156.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2021-10-21,SEK,דיווח מנהל הקרן,אי-תלות,2025-06-30,0.351,42502.43062,14918.35315,0.042502,0.001367,0.000136,
,168,2009.0,LCN European Fund III GP S.a r.l.,,,LCN European Fund III SLP,291231096.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2020-11-11,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,4418.81191,17148.0834,0.010415,0.001572,0.000157,
,168,2009.0,Aspen Group LTD,,,Galaxy Portfolio הון,9382.0,פנימי,"קרן נדל""ן",,"חו""ל",,,הולנד,לא,2017-12-29,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,7270.30635,28213.87788,,0.002586,0.000258,
,168,2009.0,Mideal Asset Management Ltd,,,Mideal 2,291231080.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2020-03-24,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,1137.28182,4413.44957,0.005074,0.000404,4e-05,
,168,2009.0,Direct Lending Fund IV General Partner S.a r.l.,,,Arcmont Co-Invest (DLF IV),291231269.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2023-12-26,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,11189.46425,43422.95393,0.038189,0.00398,0.000397,
,168,2009.0,CPE Australia,,,דרך פנתיאון  CPEC 9 (CHAMP V),291231089.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2020-08-25,AUD,דיווח מנהל הקרן,אי-תלות,2025-06-30,2.1849,377.6391,825.10368,0.000472,7.5e-05,7e-06,
,168,2009.0,Permira V G.P. Limited,,,PERMIRA V,691239732.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2014-06-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.8807,2303.62034,8939.65945,0.00046,0.000819,8.1e-05,
,168,2009.0,"MSouth Equity Partners II GP, LLC",,,Msouth דרך ק.סוויס,691239665.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2011-11-01,USD,דיווח מנהל הקרן,אי-תלות,2024-12-27,3.306,1e-05,6e-05,0.0,0.0,0.0,
,168,2009.0,HarbourVest Partners,,,Dover Street VII,691239692.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2008-06-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,11.13299,36.80568,3e-06,3e-06,0.0,
,168,2009.0,"Harvest Associates VI, L.P.",,,harvest partners 6 דרך ק.סוויס,691239663.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2011-11-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,334.21417,1104.91205,0.000306,0.000101,1e-05,
,168,2009.0,Michelson Asset Management Inc,,,הון FRISCO,9389.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2019-01-17,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,11329.94709,37456.80507,,0.003433,0.000343,
,168,2009.0,ACTIS EMERGING MARKETS GP,,,Actis Emerging Markets III Global,691239694.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2008-09-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,119.99998,396.71996,2.7e-05,3.6e-05,3e-06,
,168,2009.0,Forma European Fund II General Partner Ltd,,,Forma European Fund II LP,291231127.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2021-06-07,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,6274.10951,24347.93679,0.03137,0.002232,0.000223,
,168,2009.0,Pantheon Private Debt GP S.a r.l.,,,Pantheon Private Debt PSD II USD Feeder (Luxembourg) SCSp,291231201.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-05-18,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3812.82139,12605.18751,0.005813,0.001155,0.000115,
,168,2009.0,GoldenTree Credit Opportunities Ltd.,,,GoldenTree COF,591231025.0,פנימי,קרן גידור (Hedge Fund),,"חו""ל",,,"ארה""ב",לא,2014-03-11,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,17552.18584,58027.52641,0.033542,0.005319,0.000531,
,168,2009.0,"GoldenTree Asset Management, LP",,,GoldenTree Distressed Co-Investment Fund III,291231085.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2020-07-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,471.8402,1559.90372,0.000943,0.000143,1.4e-05,
,168,2009.0,Partners Group Management II S.a r.l.,,,Partners Group Secondary,691239672.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2012-09-01,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,1010.83457,3341.81909,0.000532,0.000306,3e-05,
,168,2009.0,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Unlevered,291231041.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2018-04-20,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,8035.24745,31182.38478,0.001236,0.002858,0.000285,
,168,2009.0,Genstar,,,GENSTAR CAPITAL PARTNERS XI L.P.,291231255.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2023-04-26,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3860.89671,12764.12455,0.000378,0.00117,0.000116,
,168,2009.0,Michelson Asset Management Inc,,,Corbin Crossing הון,9390.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2019-04-11,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,7746.19451,25608.91905,,0.002347,0.000234,
,168,2009.0,Pantheon Access GP S.a r.l,,,Pantheon Global Infrastructure Fund III,291231045.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2018-08-28,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,27538.41072,91041.98584,0.022948,0.008346,0.000834,
,168,2009.0,CVC Capital Partners VII Limited,,,CVC Capital Partners VII,291231017.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2017-05-24,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,42816.47137,166157.88044,0.002762,0.015232,0.001522,
,168,2009.0,EQT X (General Partner) S.a.r.l.,,,EQT X (No.1) EUR SCSp,291231257.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2023-06-14,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,10485.69823,40691.84914,0.000487,0.00373,0.000372,
,168,2009.0,Direct Lending Fund IV General Partner S.a r.l.,,,Arcmont Direct Lending IV (DLF IV),291231261.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2023-07-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,15583.25064,60473.92076,0.001947,0.005544,0.000554,
,168,2009.0,"NFX Capital Fund II GP, LLC",,,C2i Genomics (NFX C2-B),291231126.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2021-04-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,805.16557,2661.8774,0.045284,0.000244,2.4e-05,
,168,2009.0,ACP Fuse Co-Invest GP LLC,,,ACP Fuse Co-Invest GP LLC,291231306.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2025-08-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,19113.04583,63187.72954,0.070789,0.005792,0.000578,
,168,2009.0,TSG6 Management LLC,,,TSG6 L.P.,691239668.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2011-12-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,77.90415,257.55113,5.8e-05,2.3e-05,2e-06,
,168,2009.0,INFLEXION CO-INVEST III GP GUERNSEY LP,,,Inflexion Co-invest Taurus LP,25300018.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גרמניה,לא,2024-11-13,EUR,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.8807,4273.17436,16582.90776,0.071938,0.00152,0.000151,
,168,2009.0,"Global Infrastructure GP IV, L.P.",,,"GLOBAL INFRASTRUCTURE PARTNERS IV-C AIV, L.P.",291231065.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2019-07-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,53558.4727,177064.31075,0.002434,0.016232,0.001622,
,168,2009.0,ACE III GP (Scotland) LLP,,,Ares Capital Europe lll,691239762.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2015-07-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,6593.23578,25586.37011,0.003296,0.002345,0.000234,
,168,2009.0,ClearView G.P.,,,"Clearview Capital Fund III, L.P.",691239723.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2013-06-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2732.01748,9032.04979,0.008406,0.000828,8.2e-05,
,168,2009.0,"OEP VII General Partner, L.P.",,,Infobip Co-investment,291231100.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2020-12-07,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,10386.4288,34337.53363,0.063837,0.003147,0.000314,
,168,2009.0,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Levered,291231040.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2018-04-20,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,8349.28268,32401.06133,0.001284,0.00297,0.000296,
,168,2009.0,Clearlake,,,Clearlake Capital Partners VII,291231179.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2022-02-07,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3720.64076,12300.43836,0.000265,0.001127,0.000112,
,168,2009.0,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2025-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,736.76567,2435.74733,0.000736,0.000223,2.2e-05,
,168,2009.0,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי פסולת לאנרגיה NOY WASTE TO ENERGY 2,691239767.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,בריטניה,לא,2015-11-01,GBP,דיווח מנהל הקרן,אי-תלות,2025-03-31,4.4409,220.6886,980.05602,0.004866,8.9e-05,8e-06,
,168,2009.0,ICG North American Private Debt (Offshore) GP LP,,,ICG - North American Private Debt,691239731.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2014-05-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1026.30928,3392.97851,0.001368,0.000311,3.1e-05,
,168,2009.0,"NFX Capital Fund I GP, LLC",,,NFX Capital Fund I,291231027.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2017-11-05,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,53268.7598,176106.51992,0.355125,0.016145,0.001613,
,168,2009.0,"Hamilton Lane Advisors, LLC",,,Hamilton Lane  Secondary  III,691239701.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2013-02-01,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,164.35599,543.36093,0.000373,4.9e-05,4e-06,
,168,2009.0,Michelson Multifamily Fund GP II LLC,,,Michelson Multifamily REIT Fund QFPF,291231189.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2022-04-04,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3560.46652,11770.90234,0.017802,0.001079,0.000107,
,168,2009.0,"Marlin Equity Partners IV, L.P.",,,MARLIN IV  דרך ק. סוויס,691239722.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2013-06-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1402.99464,4638.30028,0.000876,0.000425,4.2e-05,
,168,2009.0,BRI 1855 IDS Center LLC,,,IDS Minneapolis,9346.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2013-04-08,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31,3.306,14239.01848,47074.19511,,0.004315,0.000431,
,168,2009.0,Apax Europe VII GP Co Limited,,,Apax Europe VII,691239626.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2007-05-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,35.96482,139.5687,3e-06,1.2e-05,1e-06,
,168,2009.0,"BPEA Private Equity GP VII, L.P.",,,Baring Asia Private Equity Fund VII,291231048.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2018-12-20,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,22229.82262,73491.7936,0.004041,0.006737,0.000673,
,168,2009.0,"SILVER LAKE TECHNOLOGY ASSOCIATES V, L.P.",,,SILVER LAKE PARTNERS V,291231015.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2017-03-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,27715.59686,91627.76323,0.001845,0.0084,0.000839,
,168,2009.0,"Kennedy Wilson Real Estate Fund VI Feeder, LP",,,Kennedy Wilson Fund VI,291231033.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2018-01-16,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,6132.68165,20274.64556,0.008176,0.001858,0.000185,
,168,2009.0,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun Fund V 2019,291231064.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2019-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,15313.2261,50625.52551,0.019141,0.004641,0.000463,
,168,2009.0,"GoldenTree Asset Management, LP",,,Golden Tree Distressed Debt,691239649.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2011-03-07,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2782.7448,9199.75433,0.005059,0.000843,8.4e-05,
,168,2009.0,EQT Infrastructure V (General Partner) S.a r.l.,,,EQT Infrastructure VI (NO 1) EUR SCSp,291231283.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,אירופה,לא,2024-06-26,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,4015.93927,15584.65555,0.0002,0.001428,0.000142,
,168,2009.0,Ares CIP Management L.P.,,,"ACIP Apex Co-Investment, L.P.",291231157.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2021-10-28,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,39086.22059,129219.04529,0.026057,0.011846,0.001183,
,168,2009.0,LRC-GP RF3 S.a r.l.,,,LRC England,9397.0,פנימי,"קרן נדל""ן",,"חו""ל",,,בריטניה,לא,2021-03-16,GBP,דיווח מנהל הקרן,אי-תלות,2024-12-31,4.4409,22855.2755,101497.99297,,0.009305,0.000929,
,168,2009.0,AAE2 GP LLP,,,ARJUN Infra 2 - OPS,291231228.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,אירופה,לא,2022-11-02,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,23407.84771,90838.83462,0.015605,0.008327,0.000832,
,168,2009.0,Blackstone Tactical Opportunities Management Associates (Cayman) L.P.,,,Blackstone Tactical Opportunities Fund (LIA Co-Invest) L.P.,691239741.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2014-10-19,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,30.90864,102.18397,0.000154,9e-06,0.0,
,168,2009.0,Be Aviv Debt Fund GP LLC,,,Be-Aviv Debt Fund Lp,291231159.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2021-11-15,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3784.68519,12512.16925,0.025231,0.001147,0.000114,
,168,2009.0,Battery,,,"Battery vantures xiv , L.P",291231198.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4661.01048,15409.30067,0.001331,0.001412,0.000141,
,168,2009.0,Providence Equity Partners,,,Providence Strategic Growth IV  דרך פנתיאון,291231059.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2019-05-22,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,12193.93468,40313.14805,0.006967,0.003695,0.000369,
,168,2009.0,"ISQ Global Fund III, GP",,,"ISQ Global Infrastructure Fund III, LP",291231192.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,אמריקה הצפונית,לא,2022-04-11,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,8287.50662,27398.4969,0.00069,0.002511,0.000251,
,168,2009.0,ICG Europe Fund VII GP S.a r.l.,,,ICG Europe Fund VII,291231039.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2018-04-20,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,12538.95337,48659.91635,0.003134,0.004461,0.000445,
,168,2009.0,"GoldenTree Asset Management, LP",,,GoldenTree Distressed Fund 2014,691239736.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2014-07-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,6456.33444,21344.64166,0.008608,0.001956,0.000195,
,168,2009.0,Valeo Capital,,,"ג'וניור B הון Surrey Street, LP",94411.0,פנימי,"קרן נדל""ן",,"חו""ל",,,בריטניה,לא,2012-07-01,GBP,דיווח מנהל הקרן,אי-תלות,2024-12-31,4.4409,4e-05,0.00018,,0.0,0.0,
,168,2009.0,"Thrive Partners VIII Growth GP, LLC",,,THRIVE CAPITAL PARTNERS VIII L.P.,291231181.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-02-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2869.62191,9486.97005,0.005739,0.000869,8.6e-05,
,168,2009.0,GSO Capital Opportunities Associates III LLC,,,GSO Capital Opportunities Fund III,291231004.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2016-06-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3625.37158,11985.47844,0.000604,0.001098,0.000109,
,168,2009.0,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun Fund IV 2018,291231042.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2018-04-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,7935.72933,26235.52117,0.008926,0.002405,0.00024,
,168,2009.0,ICG North American Private Debt II (Offshore) GP LP,,,ICG - North American Private Debt II,291231036.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2018-03-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,13606.85818,44984.27316,0.010079,0.004124,0.000412,
,168,2009.0,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,בריטניה,לא,2022-03-10,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30,4.4409,4135.59606,18365.76855,0.001654,0.001683,0.000168,
,168,2009.0,"HGI Multifamily Credit Fund GP, LLC",,,Harbor Multifamily Debt Fund - QFPF & Gemel,291231222.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2022-09-29,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,37874.73754,125213.88233,0.018937,0.011479,0.001147,
,168,2009.0,"Vista Equity Partners Fund VII GP, L.P.",,,"Vista Equity Partners Fund VII-A, L.P.",291231062.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2019-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,38660.5425,127811.75351,0.002416,0.011717,0.00117,
,168,2009.0,"StepStone VC Global Partners X-IC, L.P.",,,Greenspring Global Partners X,291231121.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-03-04,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,0.00109,0.0036,0.0,0.0,0.0,
,168,2009.0,"Praesidian Capital Opportunity GP III-A, LLC",,,Praesidian Capital Opportunity Fund III-פנסיה,699999650.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2010-12-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,327.74295,1083.51821,0.002009,9.9e-05,9e-06,
,168,2009.0,Edelman & Guill Energy L.P. II,,,White Deer Energy L.P. II,691239714.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2013-03-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,393.90493,1302.24971,0.000282,0.000119,1.1e-05,
,168,2009.0,GSO Capital Solutions Associates III LP,,,GSO Capital Solutions Fund III,291231020.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2017-07-27,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3657.88904,12092.98118,0.000562,0.001108,0.00011,
,168,2009.0,Warburg Pincus,,,"Warburg Pincus Capital Solutions Founders Fund, L.P.",291231275.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2024-04-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1470.75991,4862.33227,0.000588,0.000445,4.4e-05,
,168,2009.0,M&A Capital Sarl,,,הון- KPBפולין,9381.0,פנימי,"קרן נדל""ן",,"חו""ל",,,פולין,לא,2017-12-29,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,7077.88113,27467.13333,,0.002518,0.000251,
,168,2009.0,"SVB Strategic Investors X, LLC",,,Strategic Investors Fund X Cayman LP,291231114.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-01-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3056.21186,10103.83642,0.002657,0.000926,9.2e-05,
,168,2009.0,Pantheon Ventures(Guernsey) Limited,,,Pantheon Global Secondary Fund V,291231007.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2015-07-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,6122.06275,20239.53945,0.003061,0.001855,0.000185,
,168,2009.0,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun 2017,291231014.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2017-03-20,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2888.01691,9547.78391,0.006639,0.000875,8.7e-05,
,168,2009.0,LSV Fund GP (Cayman) Ltd.,,,VIVA Fund 2019 UH,291231050.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2019-02-27,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,6.10397,20.17974,1.3e-05,1e-06,0.0,
,168,2009.0,HarbourVest Partners,,,HARBOURVEST ASIA PACIFIC FEEDER FUND VIII L.P.,291231055.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2019-03-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,24183.72318,79951.38885,0.083508,0.007329,0.000732,
,168,2009.0,QVT SLV Offshore Ltd,,,QVT SLV,591231005.0,פנימי,קרן גידור (Hedge Fund),,"חו""ל",,,"ארה""ב",לא,2012-12-25,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,6.30632,20.84869,0.000175,1e-06,0.0,
,168,2009.0,ICG Europe Fund VI GP Limited,,,ICG Europe Fund VI,691239752.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2015-03-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,1340.77961,5203.16346,0.000536,0.000477,4.7e-05,
,168,2009.0,"Apollo Advisors IX, L.P.",,,Apollo Investment Fund IX,291231018.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2017-05-24,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,19331.73855,63910.72765,0.000782,0.005859,0.000585,
