Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 18
,168,2013.0,התחייבות להשקעה,Arkin Bio Capital General Partner Limited Partnership,,,"Arkin Bio Capital, L.P",291231167.0,פנימי,USD,2021-12-09,1880.0,6215.28,1165.248608,3852.3119,0.619813,2029-12-31,
,168,2013.0,התחייבות להשקעה,Faropoint Industrial SLB Fund GP LP,,,"Faropoint Industrial SLB Fund Operating, LP",291231286.0,פנימי,USD,2024-07-23,1410.0,4661.46,865.519649,2861.40796,0.613843,2031-07-23,
,168,2013.0,התחייבות להשקעה,Starlight Bond FP 1 GP Ltd.,,,Starlight UK (Bond FP 1 LP) - OPS - Pen,291231246.0,פנימי,GBP,2022-10-09,3297.6,14644.31184,2649.51676,11766.23898,0.803468,2027-10-09,
,168,2013.0,התחייבות להשקעה,"OEP VI General Partner, L.P.",,,One Equity Partners VI,291231013.0,פנימי,USD,2017-02-05,1353.667,4475.223102,209.97369,694.17302,0.155114,2025-12-29,
,168,2013.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES VI, L.P.",,,"Silver Lake Partners VI, L.P.",291231084.0,פנימי,USD,2020-07-08,1954.998,6463.223388,54.21771,179.24375,0.027732,2030-06-30,
,168,2013.0,התחייבות להשקעה,Hines HEVF 2 (GP) S.a r.l.,,,HEVF 2 SCSP,291231147.0,פנימי,EUR,2021-08-10,2970.0,11525.679,281.188919,1091.20984,0.094676,2027-12-01,
,168,2013.0,התחייבות להשקעה,"ג'יי.טי.אל.וי 3 ש.כ. בע""מ",,,JTLV 3,291231207.0,פנימי,ILS,2022-06-06,8244.0,8244.0,1343.40202,1343.40202,0.162955,2030-05-31,
,168,2013.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 2 להשקעה בתשתיות ואנרגיה,691239743.0,פנימי,ILS,2014-12-31,334.799,334.799,38.59215,38.59215,0.115269,2026-01-01,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun 2017,291231014.0,פנימי,USD,2017-03-20,1504.075,4972.47195,304.994519,1008.31188,0.202778,2025-12-31,
,168,2013.0,התחייבות להשקעה,Water Street Healthcare Partners,,,Water Street Healthcare Partners V Parallel LP,291231209.0,פנימי,USD,2022-06-28,522.028,1725.824568,290.825411,961.46881,0.557106,2032-04-15,
,168,2013.0,התחייבות להשקעה,"New Era Capital Partners GP II, L.P.",,,"NEW ERA CAPITAL PARTNERS II, L.P.",291231173.0,פנימי,USD,2021-12-30,940.0,3107.64,124.516591,411.65185,0.132464,2028-12-31,
,168,2013.0,התחייבות להשקעה,Reality Fund Management III,,,ריאליטי השקעות בנדלן 3,691239753.0,פנימי,ILS,2015-04-01,1263.437,1263.437,192.7931,192.7931,0.152594,2025-12-31,
,168,2013.0,התחייבות להשקעה,Signal Alpha II GP Limited,,,Signal Alpha II,291231081.0,פנימי,EUR,2020-04-30,3784.969,14688.329198,431.91855,1676.14632,0.114114,2026-06-30,
,168,2013.0,התחייבות להשקעה,"Clayton, Dubilier & Rice, LLC",,,"CLAYTON, DUBILIER AND RICE FUND XI, L.P.",291231111.0,פנימי,USD,2021-01-27,3055.0,10099.83,465.244449,1538.09815,0.152289,2031-01-31,
,168,2013.0,התחייבות להשקעה,ICG Strategic Equity IV GP LP SCSp,,,ICG Strategic Equity Fund IV Feeder SCSp,291231135.0,פנימי,USD,2021-05-13,3290.0,10876.74,667.770901,2207.6506,0.202969,2030-04-30,
,168,2013.0,התחייבות להשקעה,INFLEXION CO-INVEST III GP GUERNSEY LP,,,Inflexion Co-invest Taurus LP,25300018.0,פנימי,EUR,2024-11-13,567.42,2201.986794,63.011299,244.52795,0.111048,,
,168,2013.0,התחייבות להשקעה,"Fortissimo Capital Fund IV (GP), L.P",,,פורטיסימו 4,691239754.0,פנימי,USD,2015-04-01,55.711,184.180566,0.863539,2.85486,0.0155,2025-11-30,
,168,2013.0,התחייבות להשקעה,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Unlevered,291231041.0,פנימי,EUR,2018-04-20,993.331,3854.819612,273.045058,1059.60596,0.274878,2026-09-30,
,168,2013.0,התחייבות להשקעה,"CSP IV General Partner, L.P.",,,Carlyle Strategic Partners IV,291231001.0,פנימי,USD,2016-03-31,743.269,2457.247314,97.195269,321.32756,0.130767,2027-06-30,
,168,2013.0,התחייבות להשקעה,"ISQ Global Fund III, GP",,,"ISQ Global Infrastructure Fund III, LP",291231192.0,פנימי,USD,2022-04-11,1129.05,3732.6393,250.611929,828.52304,0.221967,2032-03-31,
,168,2013.0,התחייבות להשקעה,"Veritas Capital Partners VIII, L.L.C.",,,"THE VERITAS CAPITAL FUND VIII, L.P. - CITCO",291231219.0,פנימי,USD,2022-09-29,1554.978,5140.757268,222.821751,736.64871,0.143295,2032-03-16,
,168,2013.0,התחייבות להשקעה,"RRED GP, LLC",,,Related Real Estate Debt 3,291231154.0,פנימי,USD,2021-09-30,1980.0,6545.88,398.77833,1318.36116,0.201403,2029-09-30,
,168,2013.0,התחייבות להשקעה,AAE1 GP LLP,,,ARJUN ALLIANCE EUROPE 1 LP,291231124.0,פנימי,EUR,2021-03-31,4700.0,18239.29,1.16909,4.53689,0.000248,2036-03-31,
,168,2013.0,התחייבות להשקעה,GSO CSF III Co-Investment Associates LP,,,GSO CSF III Co-investment Fund,291231028.0,פנימי,USD,2017-11-05,353.96,1170.19176,63.692199,210.56641,0.179941,2027-06-30,
,168,2013.0,התחייבות להשקעה,ACE III GP (Scotland) LLP,,,Ares Capital Europe lll,691239762.0,פנימי,EUR,2015-07-01,372.424,1445.265817,36.66337,142.27954,0.098445,2026-06-30,
,168,2013.0,התחייבות להשקעה,Vintage Co-Investment III G.P.,,,Vintage Growth III - Vintage Co-Invest III,291231070.0,פנימי,USD,2019-11-26,302.565,1000.27989,65.05147,215.06016,0.214999,2028-11-30,
,168,2013.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,,Stage One Annex Fund L.P,291231184.0,פנימי,USD,2022-02-28,987.0,3263.022,936.299561,3095.40635,0.948631,2031-12-31,
,168,2013.0,התחייבות להשקעה,"CEP IV Managing GP, L.P. & CEP IV GP, L.P",,,Carlyle Europe Partners IV,691239750.0,פנימי,EUR,2015-03-01,55.711,216.197678,1.06203,4.12142,0.019063,2026-08-27,
,168,2013.0,התחייבות להשקעה,"Glilot Early Growth I GP, Limited Partnership",,,"Glilot Early Growth Fund I, L.P.",291231104.0,פנימי,USD,2021-01-14,876.683,2898.313998,19.944661,65.93705,0.02275,2028-01-31,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Co-Investment Fund IV,291231034.0,פנימי,USD,2018-02-14,1854.218,6130.044708,396.673738,1311.40338,0.21393,2029-04-20,
,168,2013.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES V, L.P.",,,SILVER LAKE PARTNERS V,291231015.0,פנימי,USD,2017-03-30,494.151,1633.663206,59.967931,198.25398,0.121355,2027-06-30,
,168,2013.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,,"Glilot Capital Partners IV, LP.",291231182.0,פנימי,USD,2022-02-28,579.0,1914.174,178.943439,591.58701,0.309056,2032-02-28,
,168,2013.0,התחייבות להשקעה,"GoldenTree Asset Management, LP",,,GoldenTree Distressed Fund III,291231043.0,פנימי,USD,2018-04-30,1854.218,6130.044708,648.97607,2145.51489,0.349999,2027-03-31,
,168,2013.0,התחייבות להשקעה,Seven2 MidMarket X-L Luxembourg,,,SEVEN2 MIDMARKET,291231069.0,פנימי,EUR,2019-09-26,269.283,1045.006538,61.02626,236.82461,0.226625,2029-09-30,
,168,2013.0,התחייבות להשקעה,ALEMIF IV Management LLC,,,Electra Multifamily Investments Fund 4,291231204.0,פנימי,USD,2022-05-22,4869.909,16099.919154,73.048699,241.499,0.015,2029-05-31,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportunities VII,291231216.0,פנימי,USD,2022-08-24,2037.017,6734.378202,291.4028,963.37766,0.143053,2027-09-10,
,168,2013.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי חוצה ישראל - חדש,691239766.0,פנימי,ILS,2015-07-02,598.628,598.628,140.15402,140.15402,0.234125,2029-07-19,
,168,2013.0,התחייבות להשקעה,Integral (Innovation Partners Alpha IV Ltd),,,INNOVATION ALPHA IV L.P.,291231110.0,פנימי,JPY,2021-01-27,100594.389,2246.473895,13550.272702,302.60469,0.134702,2030-12-31,
,168,2013.0,התחייבות להשקעה,State of Mind Ventures Momentum GP GP LTD,,,State of Mind Ventures Momentum L.P,291231150.0,פנימי,USD,2021-09-12,1034.0,3418.404,114.658599,379.06133,0.110888,2029-08-31,
,168,2013.0,התחייבות להשקעה,Mideal Asset Management Ltd,,,Mideal,291231029.0,פנימי,EUR,2017-11-30,659.828,2560.59452,44.117759,171.20779,0.066862,2026-01-25,
,168,2013.0,התחייבות להשקעה,Michelson Multifamily Fund GP II LLC,,,Michelson Multifamily REIT Fund QFPF,291231189.0,פנימי,USD,2022-04-04,1421.469,4699.376514,1091.669818,3609.06042,0.767987,2030-03-31,
,168,2013.0,התחייבות להשקעה,"GoldenTree Asset Management, LP",,,Golden Tree Distressed Debt,691239649.0,פנימי,USD,2011-03-07,55.711,184.180566,3.604509,11.91651,0.0647,2025-11-30,
,168,2013.0,התחייבות להשקעה,"Global Infrastructure GP IV, L.P.",,,"GLOBAL INFRASTRUCTURE PARTNERS IV-C AIV, L.P.",291231065.0,פנימי,USD,2019-07-31,1512.826,5001.402756,296.807471,981.2455,0.196194,2029-08-30,
,168,2013.0,התחייבות להשקעה,"PPE General Partner VII, Ltd.",,,Patria/CBNA FBO,291231197.0,פנימי,USD,2022-05-09,965.0,3190.29,394.621799,1304.61967,0.408934,2032-03-22,
,168,2013.0,התחייבות להשקעה,"Court Square Capital GP IV, L.P.",,,Court Square Capital Partners IV,291231076.0,פנימי,USD,2020-01-29,2523.313,8342.072778,99.689458,329.57335,0.039507,2030-01-31,
,168,2013.0,התחייבות להשקעה,Kedma Capital G.P L.P,,,קדמה קפיטל 3,291231052.0,פנימי,USD,2019-02-28,1059.553,3502.882218,337.35695,1115.30208,0.318395,2029-02-28,
,168,2013.0,התחייבות להשקעה,LCN European Fund IV GP S. r.l.,,,LCN European Fund IV SLP,291231272.0,פנימי,EUR,2024-03-24,1128.0,4377.4296,388.110369,1506.13991,0.344069,2031-03-24,
,168,2013.0,התחייבות להשקעה,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,USD,2025-01-01,2432.0,8040.192,2207.646279,7298.4786,0.907749,2032-01-01,
,168,2013.0,התחייבות להשקעה,Pantheon Private Debt GP S.a r.l.,,,Pantheon Private Debt PSD II USD Feeder (Luxembourg) SCSp,291231201.0,פנימי,USD,2022-05-18,640.205,2116.51773,133.63091,441.78379,0.208731,2028-04-01,
,168,2013.0,התחייבות להשקעה,PSC Credit IV GP S. r.l,,,PCS Credit IV (B) SCSp,291231278.0,פנימי,GBP,2024-03-28,2961.0,13149.5049,1086.757049,4826.17938,0.367023,2032-03-31,
,168,2013.0,התחייבות להשקעה,EQT Infrastructure V (General Partner) S.a r.l.,,,EQT Infrastructure V (No.1) USD SCSp,291231117.0,פנימי,USD,2021-02-25,3290.0,10876.74,606.27205,2004.3354,0.184277,2033-02-25,
,168,2013.0,התחייבות להשקעה,OEP IX General Partner L.P.,,,"One Equity Partners IX-A, L.P.",291231279.0,פנימי,USD,2024-04-26,2820.0,9322.92,1995.8664,6598.33432,0.707754,2034-04-30,
,168,2013.0,התחייבות להשקעה,Madison Realty Capital Debt Fund IV GP LLC,,,Madison Realty Capital Debt IV,291231035.0,פנימי,USD,2018-02-22,1315.642,4349.512452,108.719739,359.42746,0.082636,2026-04-02,
,168,2013.0,התחייבות להשקעה,GSO Capital Opportunities Associates III LLC,,,GSO Capital Opportunities Fund III,291231004.0,פנימי,USD,2016-06-01,1064.833,3520.337898,267.572649,884.59518,0.251281,2026-05-30,
,168,2013.0,התחייבות להשקעה,"Francisco Partners Agility GP III Management, LLC",,,Francisco Partners Agility III,291231196.0,פנימי,USD,2022-05-08,444.279,1468.786374,421.398629,1393.14387,0.948499,2032-02-15,
,168,2013.0,התחייבות להשקעה,"TPG MMI Partners GenPar, L.P.",,,"TPG MMI PARTNERS, LP",291231090.0,פנימי,USD,2020-09-17,1738.328,5746.912368,37.712029,124.67597,0.021694,2027-12-31,
,168,2013.0,התחייבות להשקעה,HarbourVest Partners,,,Dover Street IX Cayman Fund L.P.,691239773.0,פנימי,USD,2016-02-23,403.623,1334.377638,36.32607,120.09399,0.09,2026-02-22,
,168,2013.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Partners Co-investment Fund IV,291231002.0,פנימי,USD,2016-05-05,743.269,2457.247314,53.285108,176.16057,0.07169,2026-05-05,
,168,2013.0,התחייבות להשקעה,Blackstone Real Estate Partners VIII L.P.,,,Blackstone Real Estate Partners VIII.F L.P.,691239749.0,פנימי,USD,2015-03-01,111.422,368.361132,9.428889,31.17191,0.084623,2026-06-25,
,168,2013.0,התחייבות להשקעה,ICG Europe Fund VII GP S.a r.l.,,,ICG Europe Fund VII,291231039.0,פנימי,EUR,2018-04-20,1589.329,6167.70905,270.93339,1051.41121,0.17047,2029-10-30,
,168,2013.0,התחייבות להשקעה,"General Atlantic GP 2021, LLC",,,"General Atlantic Investment Partners 2021, L.P.",291231160.0,פנימי,USD,2021-11-22,2380.952,7871.427312,521.659879,1724.60756,0.219097,2036-10-31,
,168,2013.0,התחייבות להשקעה,CVC Capital Partners VIII Limited,,,CVC Capital Partners VIII,291231082.0,פנימי,EUR,2020-06-08,2523.313,9792.220759,109.57605,425.23178,0.043425,2030-06-30,
,168,2013.0,התחייבות להשקעה,ICG Europe Fund IX GP LP SCSp,,,ICG Europe Fund IX Feeder SCSp,291231301.0,פנימי,EUR,2025-04-01,2280.0,8847.996,2258.03607,8762.76058,0.990366,2035-03-31,
,168,2013.0,התחייבות להשקעה,Starlight Bond FP 2 GP Ltd,,,Starlight Bond FP 2 GP Ltd,291231302.0,פנימי,GBP,2025-04-01,1520.0,6750.168,1520.0,6750.168,1.0,2030-04-01,
,168,2013.0,התחייבות להשקעה,Partners Group Management XI Limited,,,Partners Group Secondary 2015,691239756.0,פנימי,USD,2015-04-01,357.995,1183.53147,104.565901,345.69487,0.292087,2027-04-30,
,168,2013.0,התחייבות להשקעה,CPE Australia,,,דרך פנתיאון  CPEC 9 (CHAMP V),291231089.0,פנימי,AUD,2020-08-25,1468.567,3208.672038,900.13401,1966.7028,0.612933,2030-04-30,
,168,2013.0,התחייבות להשקעה,Lexington Partners GP Holdings IV LLC,,,LMMI III,691239735.0,פנימי,USD,2014-06-01,53.37,176.44122,3.118148,10.3086,0.058425,2025-12-31,
,168,2013.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 3 להשקעה בתשתיות ואנרגיה,291231044.0,פנימי,ILS,2018-05-31,7070.477,7070.477,8.36548,8.36548,0.001183,2028-05-29,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,HAMILTON LANE STRATEGIC OPPORTUNITIES OFFSHORE FUND VIII LP,291231267.0,פנימי,USD,2023-12-07,2724.308,9006.562248,763.837758,2525.24763,0.280378,2028-12-31,
,168,2013.0,התחייבות להשקעה,"ג'יי.טי.אל.וי 2 (שותף כללי) שותפות מוגבלת באמצעות ע.ש.א.ז חברת שותף כללי בע""מ",,,JTLV 2,291231073.0,פנימי,ILS,2019-12-31,2042.693,2042.693,160.06994,160.06994,0.078362,2027-12-31,
,168,2013.0,התחייבות להשקעה,Mideal Asset Management Ltd,,,Mideal 2,291231080.0,פנימי,EUR,2020-03-24,1412.042,5479.711389,401.202471,1556.94643,0.284129,2030-03-24,
,168,2013.0,התחייבות להשקעה,יסודות מעטפת פיננסית גי'פי שותפות מוגבלת,,,יסודות חוב בכיר נדלן ופיתוח,291231091.0,פנימי,ILS,2020-09-21,10093.25,10093.25,4923.05447,4923.05447,0.487757,2026-09-30,
,168,2013.0,התחייבות להשקעה,"TPG Growth GenPar V, L.P.",,,"TPG Growth VI, L.P.",291231282.0,פנימי,USD,2024-06-28,2688.0,8886.528,1680.64506,5556.21257,0.625239,2035-05-01,
,168,2013.0,התחייבות להשקעה,"BPEA Private Equity GP VII, L.P.",,,Baring Asia Private Equity Fund VII,291231048.0,פנימי,USD,2018-12-20,907.695,3000.83967,342.4464,1132.1278,0.37727,2029-07-31,
,168,2013.0,התחייבות להשקעה,Starlight Canadian Residential Growth Fund II GP Inc,,,Starlight Canadian Residential Growth Fund II,291231083.0,פנימי,CAD,2020-06-10,2592.0,6154.704,0.004291,0.01019,1e-06,2026-06-25,
,168,2013.0,התחייבות להשקעה,"ECV IL OPP GP II, L.P.",,,ECV IL OPP II L.P.,291231186.0,פנימי,USD,2022-02-28,289.5,957.087,119.177011,393.9992,0.411664,2030-07-31,
,168,2013.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 4 להשקעה בתשתיות ואנרגיה,291231120.0,פנימי,ILS,2021-03-02,10412.298,10412.298,2069.6566,2069.6566,0.19877,2033-03-02,
,168,2013.0,התחייבות להשקעה,Lexington Partners GP Holdings V LLC,,,LMMI IV,291231008.0,פנימי,USD,2016-11-30,1259.376,4163.497056,201.003759,664.51843,0.159605,2027-12-31,
,168,2013.0,התחייבות להשקעה,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,Stage One S.P.V R.S Limited Partnership,291231131.0,פנימי,USD,2021-03-24,184.471,609.861126,6.610468,21.85421,0.035834,2029-03-31,
,168,2013.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES VII, L.P.",,,BLKPNDG-SILVER LAKE PARTNERS V,291231218.0,פנימי,USD,2022-09-29,1725.557,5704.691442,1130.326391,3736.85905,0.65505,2032-05-06,
,168,2013.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,,ICG Strategic Equity Fund III,291231066.0,פנימי,USD,2019-07-31,1058.978,3500.981268,367.566318,1215.17425,0.347095,2028-10-31,
,168,2013.0,התחייבות להשקעה,ICG Asia Pacific Fund III GP LP,,,ICG Asia Pacific Fund III,691239770.0,פנימי,USD,2015-12-01,510.0,1686.06,106.320728,351.49633,0.208472,2026-07-31,
,168,2013.0,התחייבות להשקעה,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Levered,291231040.0,פנימי,EUR,2018-04-20,993.331,3854.819612,332.1358,1288.9194,0.334365,2026-09-30,
,168,2013.0,התחייבות להשקעה,"Greenfield Partners GP Fund II, L.P.",,,"Greenfield Partners Fund II, L.P.",291231175.0,פנימי,USD,2022-01-25,772.0,2552.232,16.252419,53.7305,0.021052,2032-12-31,
,168,2013.0,התחייבות להשקעה,HarbourVest Partners,,,HARBOURVEST ASIA PACIFIC FEEDER FUND VIII L.P.,291231055.0,פנימי,USD,2019-03-31,756.413,2500.701378,58.621981,193.80427,0.077499,2031-03-31,
,168,2013.0,התחייבות להשקעה,LCN European Fund III GP S.a r.l.,,,LCN European Fund III SLP,291231096.0,פנימי,EUR,2020-11-11,1202.494,4666.518466,51.54503,200.0308,0.042865,2027-10-19,
,168,2013.0,התחייבות להשקעה,"OEP VII General Partner, L.P.",,,One Equity Partners VII,291231056.0,פנימי,USD,2019-03-31,1437.184,4751.330304,121.386391,401.30341,0.084461,2029-03-31,
,168,2013.0,התחייבות להשקעה,JAL Ventures Fund II,,,JAL II,291231125.0,פנימי,USD,2021-03-31,876.683,2898.313998,237.72986,785.93492,0.271169,2028-05-01,
,168,2013.0,התחייבות להשקעה,"General Catalyst Partners XI - Creation, L.P.",,,"General Catalyst Group XI – Creation, L.P.",291231163.0,פנימי,USD,2021-11-23,414.705,1371.01473,28.896899,95.53315,0.06968,2031-10-31,
,168,2013.0,התחייבות להשקעה,"Vintage Secondary V GP, L.P.",,,Vintage Secondary V,291231172.0,פנימי,USD,2021-12-30,1410.0,4661.46,514.86,1702.12716,0.365148,2031-07-31,
,168,2013.0,התחייבות להשקעה,"OEP VIII General Partner, L.P.",,,One Equity Partners VIII,291231132.0,פנימי,USD,2021-05-10,4700.0,15538.2,791.192289,2615.68171,0.168338,2031-03-31,
,168,2013.0,התחייבות להשקעה,State of Mind Ventures 3 GP GP LTD,,,State of Mind Ventures 3 L.P,291231149.0,פנימי,USD,2021-09-12,1692.0,5593.752,554.976019,1834.75072,0.328,2031-08-31,
,168,2013.0,התחייבות להשקעה,FIMI 7 2020 Ltd.,,,פימי 7,291231107.0,פנימי,USD,2021-01-24,261.649,865.011594,109.90447,363.34418,0.420045,2030-04-30,
,168,2013.0,התחייבות להשקעה,"Thrive Partners VIII Growth GP, LLC",,,THRIVE CAPITAL PARTNERS VIII L.P.,291231181.0,פנימי,USD,2022-02-09,193.0,638.058,25.178118,83.23886,0.130456,2032-01-31,
,168,2013.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי פסולת לאנרגיה  NOY WASTE TO ENERGY,691239759.0,פנימי,GBP,2015-06-01,14.039,62.345795,0.107349,0.47673,0.007646,2030-06-15,
,168,2013.0,התחייבות להשקעה,Allianz Global Investors GmbH,,,"Allianz European Private Credit III (EPC III) LP_x000D_
",291231277.0,פנימי,EUR,2024-03-26,3525.0,13679.4675,1727.185479,6702.68869,0.489981,2033-11-08,
,168,2013.0,התחייבות להשקעה,ICG Strategic Equity Associates II LLC,,,ICG Strategic Secondaries Fund II,291231016.0,פנימי,USD,2017-03-30,1612.877,5332.171362,946.315069,3128.51762,0.586724,2026-02-28,
,168,2013.0,התחייבות להשקעה,Alive Investments in Health and Technology Limited Partnership,,,"ALIVE ISRAEL HEALTHTECH FUND, LIMITED PARTNERSHIP",291231144.0,פנימי,USD,2021-07-13,1175.0,3884.55,168.025,555.49065,0.143,2030-06-30,
,168,2013.0,התחייבות להשקעה,Peregrine Ventures Growth General partner Limited Partnership,,,Peregrine Ventures Growth General Partner LP Limited Partnership,291231086.0,פנימי,USD,2020-07-09,2523.312,8342.069472,560.17601,1851.94189,0.222,2025-12-01,
,168,2013.0,התחייבות להשקעה,"Francisco Partners VII GP Management, LLC",,,Francisco Partners VII,291231195.0,פנימי,USD,2022-05-08,1110.699,3671.970894,715.29016,2364.74927,0.644,2032-02-15,
,168,2013.0,התחייבות להשקעה,Verdane Capital,,,דרך פנתיאון Verdane Edda II,291231108.0,פנימי,EUR,2021-01-24,380.7,1477.38249,50.31091,195.24155,0.132153,2030-12-31,
,168,2013.0,התחייבות להשקעה,Stonepeak Associates IV LLC,,,STONEPEAK INFRUCTURE FUND IV LP,291231165.0,פנימי,USD,2021-11-25,1398.795,4624.41627,495.515889,1638.17553,0.354244,2033-11-25,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun Fund V 2019,291231064.0,פנימי,USD,2019-06-30,1512.826,5001.402756,432.4778,1429.77161,0.285874,2025-11-26,
,168,2013.0,התחייבות להשקעה,Forma European Fund II General Partner Ltd,,,Forma European Fund II LP,291231127.0,פנימי,EUR,2021-06-07,1584.0,6147.0288,323.06298,1253.71051,0.203953,2029-04-30,
,168,2013.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Asia Pacific 5 Feeder Fund l.P,291231171.0,פנימי,USD,2021-12-30,3525.0,11653.65,1568.625,5185.87425,0.445,2035-12-31,
,168,2013.0,התחייבות להשקעה,PGIF V GP .(Lux) S.r.l,,,Pantheon Global Infrastructure Fund V,291231304.0,פנימי,USD,2025-04-01,3550.012,11736.339672,3550.012229,11736.34043,1.0,2035-12-31,
,168,2013.0,התחייבות להשקעה,GSO Capital Solutions Associates III LP,,,GSO Capital Solutions Fund III,291231020.0,פנימי,USD,2017-07-27,1769.799,5850.955494,410.29849,1356.44681,0.231833,2027-06-30,
,168,2013.0,התחייבות להשקעה,"TPG Asia GenPar VII, L.P.",,,"TPG ASIS VLL B, L.P.",291231046.0,פנימי,USD,2018-08-30,1589.329,5254.321674,225.344228,744.98802,0.141785,2027-12-31,
,168,2013.0,התחייבות להשקעה,"Pereg Ventures GP, L.P.",,,Pereg Venture Fund I,291231006.0,פנימי,USD,2016-08-15,126.666,418.757796,0.3931,1.29959,0.003103,2025-12-31,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Secondary V,291231113.0,פנימי,USD,2021-01-31,2350.0,7769.1,1200.886049,3970.12928,0.511015,2031-01-31,
,168,2013.0,התחייבות להשקעה,Ares CIP Management L.P.,,,"ACIP Apex Co-Investment, L.P.",291231157.0,פנימי,USD,2021-10-28,2137.698,7067.229588,65.55062,216.71035,0.030664,2028-10-28,
,168,2013.0,התחייבות להשקעה,Hosen Private Equity III GP LTD.,,,דרך פנתיאון  Hosen III,291231078.0,פנימי,USD,2020-01-30,302.565,1000.27989,126.14999,417.05187,0.416935,2030-02-28,
,168,2013.0,התחייבות להשקעה,ARES CAPITAL EUROPE V GP (DELAWARE) L.P/Ares Capital Europe V GP S.a r.l.,,,Ares Capital Europe V Unlevered,291231105.0,פנימי,EUR,2020-12-31,4352.042,16888.969389,717.098149,2782.84279,0.164772,2029-06-30,
,168,2013.0,התחייבות להשקעה,Cheyne Capital Management (UK) LLP,,,CHEYNE ESVC RAIF ESVC II INV,291231148.0,פנימי,EUR,2021-09-02,2115.0,8207.6805,522.708769,2028.47592,0.247143,2027-06-30,
,168,2013.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.a.r.l.,,,"AXIOM ASIA 6, L.P.",291231092.0,פנימי,USD,2020-09-30,1513.987,5005.241022,439.055871,1451.51871,0.289999,2032-09-30,
,168,2013.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun 2016,291231003.0,פנימי,USD,2016-06-01,1064.833,3520.337898,390.741799,1291.79239,0.366951,2025-12-31,
,168,2013.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,,"NFX CAPITAL FUND III, LP",291231141.0,פנימי,USD,2021-06-30,1903.5,6292.971,285.525,943.94565,0.15,2031-06-30,
,168,2013.0,התחייבות להשקעה,ICG Europe Fund VI GP Limited,,,ICG Europe Fund VI,691239752.0,פנימי,EUR,2015-03-01,317.967,1233.934537,61.39406,238.25193,0.193083,2026-09-30,
,168,2013.0,התחייבות להשקעה,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,GBP,2022-03-10,772.0,3428.3748,348.23923,1546.4956,0.451087,2032-03-31,
