Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 27
,665,1638.0,Emerald Plantation Holdings Lt,B9483Q9,"מספר תאגיד או שותפות בחו""ל",Emerald ESCROW,USC83ESC9F91,ISIN,מניות לא סחירות,"חו""ל",סין,לא סחיר,Paper & Forest Products,לא,2013-02-18,USD,מומחה בלתי תלוי,אי-תלות,2025-02-12,2025-09-30,6165.86,3.306,0.0001,2e-05,0.0,0.0,
,665,1638.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATION  - SERIES D,25100027,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2017-12-28,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,3205.86,3.306,4417.0,468.13897,0.041563,0.000486,
,665,1638.0,הרוח הנורדית שותפות מוגבלת,540290152,מספר שותפות,פיקאסו שבדיה  - אנלייט,25100156,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2019-12-05,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,26389.56,3.8807,128.8871,131.99323,0.011718,0.000137,
,665,1638.0,Live MomentumLive Momentum Ltd. (StreamElements),515614444,ח.פ.,Momentum Ltd. (StreamElements),25100101,פנימי,מניות לא סחירות,"חו""ל",ישראל,לא סחיר,Software,לא,2021-06-27,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,147919.07,3.306,64.55549,315.68954,0.028028,0.000328,
,665,1638.0,אנלייט ניהול - ספרד,540286291,מספר שותפות,גקמה ספרד  - אנלייט,25100175,פנימי,מניות לא סחירות,"חו""ל",ספרד,לא סחיר,Energy Equipment & Services,לא,2020-02-12,EUR,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,50746.35,3.8807,171.066855,336.88428,0.02991,0.00035,
,665,1638.0,Nordic Power1 LP,540300084,מספר שותפות,NORDIC POWER FUGEN JV,25100300,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2022-06-23,EUR,מומחה בלתי תלוי,אי-תלות,2025-02-23,2025-09-30,83468.97,3.8807,96.114671,311.33275,0.027641,0.000323,
,665,1638.0,Nordic Power1 LP,540300084,מספר שותפות,פיוגן - NORDIC POWER,25100204,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2020-11-26,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,41190.92,3.8807,195.60956,312.6811,0.027761,0.000324,
,665,1638.0,Brockton Holdings LP,226614609,"מספר תאגיד או שותפות בחו""ל",Brockton באנגליה,25100234,פנימי,מניות לא סחירות,"חו""ל",בריטניה,לא סחיר,Real Estate Management & Development,לא,2022-02-18,GBP,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,408536.3,4.4409,89.5387,1624.47277,0.144227,0.001688,
,665,1638.0,LENDBUZZ INC,475047556,"מספר תאגיד או שותפות בחו""ל",LENDBUZZ אקוויטי,25100184,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Financial Services,לא,2020-04-13,USD,מומחה בלתי תלוי,אי-תלות,2025-07-16,2025-09-30,116.6,3.306,19406.36283,74.80756,0.006641,7.7e-05,
,665,1638.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATIO - SERIES E,25100188,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2020-06-03,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,555.81,3.306,5120.0,94.0804,0.008352,9.7e-05,
,665,1645.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra ordinary Shares,251002271,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,796.83,3.306,782.0,20.60038,0.001202,1.3e-05,
,665,1645.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra Pref A,25100227,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,26630.62,3.306,1656.0,1457.95614,0.085114,0.000975,
,665,1645.0,"אפריקה ישראל תעשיות בע""מ",520026618,ח.פ.,אפריקה תעשיות,IL0008000114,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2002-09-09,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-23,2025-09-30,520.63,1.0,1e-06,0.0,0.0,0.0,
,665,1645.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - רגילה,253000021,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,12.36,3.8807,100.0,0.04796,2e-06,0.0,
,665,1645.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - בכורה,253000022,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,12.36,3.8807,1413288.8643,677.89039,0.039574,0.000453,
,665,1645.0,"אייס אוטו דיפו בע""מ",511739294,ח.פ.,אייס דיפו,IL0011075236,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2014-03-20,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,980.83,1.0,1e-06,0.0,0.0,0.0,
,665,1645.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine D-2 2021 Track 43,25100401,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,8661.35,3.306,2.079,0.5953,3.4e-05,0.0,
,665,1645.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,Mend (White Source) - Preffered B shares,25100257,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2024-08-22,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,32.99,3.306,700.5,0.76399,4.4e-05,0.0,
,665,1645.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153,ח.פ.,"מימון ישיר נדל""ן ומשכנתאות",2510044,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-08-13,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-12,2025-09-30,420636.31,1.0,133.791045,562.77372,0.032854,0.000376,
,665,1645.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine השקעה נוספת,25100403,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,923.14,3.306,2.079,0.06344,3e-06,0.0,
,665,1645.0,"סיינריו ישראל בע""מ",515746212,ח.פ.,Cynerio,25100229,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-09-14,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,6268.02,3.306,756.81,156.82672,0.009155,0.000104,
,665,1645.0,"ביוויז טכנולוגיות בע""מ",515811289,ח.פ.,BeeWise Technologies,25100244,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-01-20,2025-09-30,777.24,3.306,5673.95,145.79529,0.008511,9.7e-05,
,665,1645.0,"אונקוהוסט בע""מ",515644631,ח.פ.,OncoHost,25100243,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מכשור רפואי,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-07-15,2025-09-30,898.6,3.306,6320.595,187.77044,0.010961,0.000125,
,665,1645.0,"פיוצ'ר מיט טכנולוגיות בע""מ",515799641,ח.פ.,Future Meat - Preferred B shares,25100233,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-12-28,USD,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,2957.01,3.306,6461.769706,631.69453,0.036877,0.000422,
,665,1645.0,"גט פבריק בע""מ",515226579,ח.פ.,GET FABRIC LTD,25100231,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-10-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-24,2025-09-30,13739.06,3.306,562.5065,255.49794,0.014915,0.00017,
,665,1645.0,UVEYE LTD,541234202,מספר שותפות,UVEYE Preferred D Share-2,25100255,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2023-01-04,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,9403.01,3.306,830.0528,258.03318,0.015063,0.000172,
,665,1645.0,"היי ביז בע""מ",514231075,ח.פ.,הייטקזון היי ביז,253000011,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מסחר,לא,2022-03-02,ILS,מומחה בלתי תלוי,אי-תלות,2024-01-01,2025-09-30,20.65,1.0,2002588.2722,413.67465,0.02415,0.000276,
,665,1645.0,"איסכור תעשיות בע""מ",511578411,ח.פ.,איסכור,7001,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2022-09-12,ILS,מומחה בלתי תלוי,אי-תלות,2024-10-09,2025-09-30,29531.25,1.0,1075.31,317.55248,0.018538,0.000212,
,665,1645.0,"בוקאווי בע""מ",515711760,ח.פ.,Bookaway (מסלול 43),253000013,פנימי,מניות בכורה לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2022-03-23,USD,מומחה בלתי תלוי,אי-תלות,2025-04-20,2025-09-30,4657.69,3.306,1270.7059,195.6674,0.011422,0.00013,
,665,1645.0,"נדב ב. לוגיסטיקה בע""מ",515900991,ח.פ.,"נדב 95006רחוב הזית 104 מושב אמונים, ישראל",95006,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2023-01-26,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,8.92,1.0,13766825.0,1228.00079,0.071689,0.000821,
,665,1645.0,"אביב מגורים בשחקים הרצליה בע""מ",516748654,ח.פ.,קריית שחקים הון,9446,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,בנייה,לא,2023-12-21,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-19,2025-09-30,13.61,1.0,387274.985,52.70812,0.003077,3.5e-05,
,665,1645.0,"ישראל קנדה מגדל צומת ערים בע""מ",515775534,ח.פ.,בית ישראל קנדה מניות בכורה,94421,פנימי,מניות בכורה לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2023-12-14,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,105445.76,1.0,100.0,105.44576,0.006155,7e-05,
,665,1645.0,"ישראל קנדה מגדל צומת ערים בע""מ",515775534,ח.פ.,בית ישראל קנדה,9442,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2021-11-01,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,8.0,1.0,3803050.363,304.24402,0.017761,0.000203,
,665,1645.0,"קבוצת ניסקו בע""מ",510928237,ח.פ.,"קבוצת ניסקו בע""מ",253000012,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מסחר,לא,2022-03-04,ILS,מומחה בלתי תלוי,אי-תלות,2025-04-28,2025-09-30,55040.08,1.0,3344.94727,1841.06165,0.107479,0.001231,
,665,1645.0,"פליופס בע""מ",515664548,ח.פ.,Pliops Ltd preferred  C shares,9396,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מוליכים למחצה,לא,2021-02-10,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,13013.6,3.306,76.82,33.05023,0.001929,2.2e-05,
,665,1645.0,"רם אדרת הנדסה אזרחית בע""מ",512947185,ח.פ.,רם אדרת הנדסה אזרחית,7000,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2022-05-11,ILS,מומחה בלתי תלוי,אי-תלות,2025-04-30,2025-09-30,896.7,1.0,39690.0,355.90023,0.020777,0.000238,
,665,1645.0,"בוקאווי בע""מ",515711760,ח.פ.,Bookaway C1,253000020,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2024-04-18,USD,מומחה בלתי תלוי,אי-תלות,2025-04-20,2025-09-30,693.64,3.306,1270.7059,29.13983,0.001701,1.9e-05,
,665,1645.0,"ישראל קנדה מלונאות בע""מ",516018397,ח.פ.,ישראל קנדה מלונאות,253000019,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2022-07-08,ILS,מומחה בלתי תלוי,אי-תלות,2024-07-14,2025-09-30,1279.44,1.0,41361.676,529.19989,0.030894,0.000353,
,665,1645.0,"רם מוגרבי ארדיטי בע""מ",515237899,ח.פ.,עסקת רם-מוגרבי-ארדיטי,253000014,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,בנייה,לא,2022-06-12,ILS,מומחה בלתי תלוי,אי-תלות,2025-05-15,2025-09-30,330.53,1.0,125620.0,415.22183,0.02424,0.000277,
,665,1645.0,"פליופס בע""מ",515664548,ח.פ.,PLIOPS LTD Preferred B shares,9388,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מוליכים למחצה,לא,2018-12-14,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,13011.28,3.306,76.82,33.04434,0.001929,2.2e-05,
,665,1645.0,UVEYE LTD,541234202,מספר שותפות,UVEYE Common,25100225,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2021-07-16,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,2992.68,3.306,830.0528,82.12376,0.004794,5.4e-05,
,665,1645.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,Mend (White Source) - Ordinary shares,25100223,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-06-04,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,91.34,3.306,514.7,1.55423,9e-05,1e-06,
,665,1645.0,"סילנטיום בע""מ",512491143,ח.פ.,silentium,25100222,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-06-02,USD,מומחה בלתי תלוי,אי-תלות,2024-11-27,2025-09-30,607517.86,3.306,3.44,69.09081,0.004033,4.6e-05,
,665,1645.0,"פיוצ'ר מיט טכנולוגיות בע""מ",515799641,ח.פ.,Future Meat - Preferred Shares FEA,25100212,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-01-15,USD,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,1322.32,3.306,4865.1003,212.68223,0.012416,0.000142,
,665,1645.0,"מדיסייף פרוגקט בע""מ",514810936,ח.פ.,Medisafe,25100215,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-09,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,5375.71,3.306,926.96,164.74023,0.009617,0.00011,
,665,1645.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,White Source  - אחזקה ישירה,25100217,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-26,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,554.67,3.306,848.57,15.56055,0.000908,1e-05,
,665,1645.0,ש.ב פורטפוליו תשתיות 1 שותפות מוגבלת,550277925,מספר שותפות,ש.ב פרוטפוליו תשתיות - כבישים,25000344,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים,לא,2018-06-04,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-09,2025-09-30,632484.35,1.0,129.601365,819.70835,0.047853,0.000548,
,665,1645.0,"סילק טכנולוג'יס איי אל סי בע""מ",514116482,ח.פ.,SILK,25100219,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-04-29,USD,מומחה בלתי תלוי,אי-תלות,2025-05-22,2025-09-30,13301.21,3.306,417.9,183.76651,0.010728,0.000122,
,665,1645.0,UVEYE LTD,541234202,מספר שותפות,UVEYE  Preferred C shares,25100221,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2021-05-14,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,23729.37,3.306,830.0528,651.17058,0.038014,0.000435,
,665,1645.0,"נוטרפיק בע""מ",515717890,ח.פ.,NO TRAFFIC,25100218,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-04-22,USD,מומחה בלתי תלוי,אי-תלות,2024-11-21,2025-09-30,14403.57,3.306,342.44,163.06377,0.009519,0.000109,
,665,1645.0,Emerald Plantation Holdings Lt,B9483Q9,"מספר תאגיד או שותפות בחו""ל",Emerald ESCROW,USC83ESC9F91,ISIN,מניות לא סחירות,"חו""ל",סין,לא סחיר,Paper & Forest Products,לא,2013-02-18,USD,מומחה בלתי תלוי,אי-תלות,2025-02-12,2025-09-30,6778.09,3.306,0.0001,2e-05,0.0,0.0,
,665,1645.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATION  - SERIES D,25100027,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2017-12-28,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,3569.57,3.306,4417.0,521.2501,0.03043,0.000348,
,665,1645.0,Live MomentumLive Momentum Ltd. (StreamElements),515614444,ח.פ.,Momentum Ltd. (StreamElements),25100101,פנימי,מניות לא סחירות,"חו""ל",ישראל,לא סחיר,Software,לא,2021-06-27,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,140054.48,3.306,64.55549,298.9049,0.017449,0.000199,
,665,1645.0,הרוח הנורדית שותפות מוגבלת,540290152,מספר שותפות,פיקאסו שבדיה  - אנלייט,25100156,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2019-12-05,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,30774.46,3.8807,128.8871,153.92528,0.008986,0.000102,
,665,1645.0,אנלייט ניהול - ספרד,540286291,מספר שותפות,גקמה ספרד  - אנלייט,25100175,פנימי,מניות לא סחירות,"חו""ל",ספרד,לא סחיר,Energy Equipment & Services,לא,2020-02-12,EUR,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,57995.97,3.8807,171.066855,385.01155,0.022476,0.000257,
,665,1645.0,LENDBUZZ INC,475047556,"מספר תאגיד או שותפות בחו""ל",LENDBUZZ אקוויטי,25100184,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Financial Services,לא,2020-04-13,USD,מומחה בלתי תלוי,אי-תלות,2025-07-16,2025-09-30,88.62,3.306,19406.36283,56.85631,0.003319,3.8e-05,
,665,1645.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATIO - SERIES E,25100188,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2020-06-03,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,618.87,3.306,5120.0,104.75439,0.006115,7e-05,
,665,1645.0,Nordic Power1 LP,540300084,מספר שותפות,פיוגן - NORDIC POWER,25100204,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2020-11-26,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,52110.93,3.8807,195.60956,395.57512,0.023093,0.000264,
,665,1645.0,Brockton Holdings LP,226614609,"מספר תאגיד או שותפות בחו""ל",Brockton באנגליה,25100234,פנימי,מניות לא סחירות,"חו""ל",בריטניה,לא סחיר,Real Estate Management & Development,לא,2022-02-18,GBP,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,526797.44,4.4409,89.5387,2094.71738,0.122287,0.001401,
,665,1645.0,Nordic Power1 LP,540300084,מספר שותפות,NORDIC POWER FUGEN JV,25100300,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2022-06-23,EUR,מומחה בלתי תלוי,אי-תלות,2025-02-23,2025-09-30,146037.46,3.8807,96.114671,544.70834,0.031799,0.000364,
,665,1651.0,"אפריקה ישראל תעשיות בע""מ",520026618,ח.פ.,אפריקה תעשיות,IL0008000114,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2002-09-09,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-23,2025-09-30,515.01,1.0,1e-06,0.0,0.0,0.0,
,665,1651.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - בכורה,253000022,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,17.24,3.8807,1413288.8643,945.53643,0.072364,0.000746,
,665,1651.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - רגילה,253000021,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,17.24,3.8807,100.0,0.0669,5e-06,0.0,
,665,1651.0,"אייס אוטו דיפו בע""מ",511739294,ח.פ.,אייס דיפו,IL0011075236,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2014-03-20,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,653.56,1.0,1e-06,0.0,0.0,0.0,
,665,1651.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra ordinary Shares,251002271,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,597.63,3.306,782.0,15.45048,0.001182,1.2e-05,
,665,1651.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra Pref A,25100227,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,19972.98,3.306,1656.0,1093.46792,0.083686,0.000863,
,665,1651.0,"גט פבריק בע""מ",515226579,ח.פ.,GET FABRIC LTD,25100231,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-10-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-24,2025-09-30,10304.3,3.306,562.5065,191.62355,0.014665,0.000151,
,665,1651.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153,ח.פ.,"מימון ישיר נדל""ן ומשכנתאות",2510044,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-08-13,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-12,2025-09-30,117930.32,1.0,133.791045,157.78021,0.012075,0.000124,
,665,1651.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine השקעה נוספת,25100403,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,692.35,3.306,2.079,0.04758,3e-06,0.0,
,665,1651.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine D-2 2021 Track 43,25100401,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,6496.01,3.306,2.079,0.44648,3.4e-05,0.0,
,665,1651.0,UVEYE LTD,541234202,מספר שותפות,UVEYE Preferred D Share-2,25100255,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2023-01-04,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,8059.72,3.306,830.0528,221.17133,0.016926,0.000174,
,665,1651.0,"פיוצ'ר מיט טכנולוגיות בע""מ",515799641,ח.פ.,Future Meat - Preferred B shares,25100233,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-12-28,USD,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,2217.75,3.306,6461.769706,473.76929,0.036258,0.000374,
,665,1651.0,"ביוויז טכנולוגיות בע""מ",515811289,ח.פ.,BeeWise Technologies,25100244,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-01-20,2025-09-30,586.89,3.306,5673.95,110.08928,0.008425,8.6e-05,
,665,1651.0,"אונקוהוסט בע""מ",515644631,ח.פ.,OncoHost,25100243,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מכשור רפואי,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-07-15,2025-09-30,770.23,3.306,6320.595,160.94639,0.012317,0.000127,
,665,1651.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,Mend (White Source) - Preffered B shares,25100257,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2024-08-22,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,22.81,3.306,700.5,0.52824,4e-05,0.0,
,665,1651.0,"סיינריו ישראל בע""מ",515746212,ח.פ.,Cynerio,25100229,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-09-14,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,5372.59,3.306,756.81,134.42294,0.010287,0.000106,
