Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 37
,665,1651.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,"אלוני חץ אג""ח טו",IL0011894149,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,6.19,2037-02-28,0.0256,0.0319,החוב לא נחות,,272718.18,1.0,108.14,,294.91744,,,,0.000259,0.001971,0.000232,
,665,1651.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,"חשמל אג""ח 35",IL0011967994,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,9.81,2037-06-12,0.032,0.0281,החוב לא נחות,,1906457.52,1.0,112.97,,2153.72506,,,,0.000387,0.014394,0.001701,
,665,1651.0,"אלקטרה בע""מ",520028911,ח.פ.,"אלקטרה אג""ח ד",IL0073901493,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ilA+,S&P מעלות,מנפיק,ILS,0.74,2026-06-30,0.04,0.0515,החוב לא נחות,,16686.69,1.0,100.23,,16.72507,,,,0.000253,0.000111,1.3e-05,
,665,1651.0,"הראל ביטוח מימון והנפקות בע""מ",513834200,ח.פ.,"הראל הנפקות אג""ח טו",IL0011431306,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,5.67,2031-12-31,0.0305,0.0464,החוב לא נחות,,149209.78,1.0,92.49,,138.00412,,,,0.000218,0.000922,0.000109,
,665,1651.0,"אמות השקעות בע""מ",520026683,ח.פ.,"אמות אג""ח ד",IL0011331498,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,1.71,2028-07-02,0.032,0.0282,החוב לא נחות,,272877.54,1.0,120.07,,327.64407,,,,0.000658,0.002189,0.000258,
,665,1651.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,"תמר פטרוליום אג""ח ב",IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.51,2028-08-30,0.0469,0.0608,החוב לא נחות,,519207.53,1.0,92.95,,482.6034,,,,0.000491,0.003225,0.000381,
,665,1651.0,"שיכון ובינוי בע""מ",520036104,ח.פ.,"שכון ובינוי אג""ח 10",IL0011751323,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,חסום,TASE,בנייה,כן,ilA,S&P מעלות,מנפיק,ILS,2.4,2030-04-30,0.028,0.0567,החוב לא נחות,,260568.2,1.0,94.673691,,246.68953,,,,0.000167,0.001648,0.000194,
,665,1651.0,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו מוט' אגח ה,IL0012027798,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,מנפיק,ILS,2.72,2031-06-27,0.0505,0.0489,החוב לא נחות,,141386.28,1.0,101.91,,144.08676,,,,0.000689,0.000963,0.000113,
,665,1651.0,"ש.שלמה החזקות בע""מ",520034372,ח.פ.,"שלמה החזקות אג""ח יח",IL0014103076,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilAA,S&P מעלות,מנפיק,ILS,0.47,2026-06-20,0.018,0.0463,החוב לא נחות,,170181.5,1.0,117.78,,200.43978,,,,0.000698,0.001339,0.000158,
,665,1651.0,סילברסטין נכסים לימיטד,1737,מספר מנפיק,"סילברסטין אג""ח ב",IL0011605974,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilAA,S&P מעלות,מנפיק,ILS,1.2,2027-12-31,0.0349,0.0541,החוב לא נחות,,650456.98,1.0,98.69,,641.93599,,,,0.000687,0.00429,0.000507,
,665,1651.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי אגח טז,IL0012607854,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,2.62,2029-03-31,0.0175,0.0447,החוב לא נחות,,213262.22,1.0,108.64,,231.68807,,,,0.000124,0.001548,0.000183,
,665,1651.0,"מליסרון בע""מ",520037789,ח.פ.,"מליסרון אג""ח יט",IL0032303989,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,3.49,2029-07-01,0.0143,0.028,החוב לא נחות,,1323243.17,1.0,113.61,,1503.33657,,,,0.000686,0.010047,0.001187,
,665,1651.0,"החברה לישראל בע""מ",520028010,ח.פ.,"חברה לישראל אג""ח 15",IL0057603271,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilA+,S&P מעלות,מנפיק,ILS,3.08,2030-07-31,0.0274,0.0468,החוב לא נחות,,136076.6,1.0,94.84,,129.05505,,,,0.000201,0.000862,0.000101,
,665,1651.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,"אלקטרה צריכה אג""ח א",IL0050103352,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ilAA-,S&P מעלות,מנפיק,ILS,2.34,2029-12-31,0.021,0.0497,החוב לא נחות,,189842.55,1.0,94.15,,178.73676,,,,0.000385,0.001194,0.000141,
,665,1651.0,בנק הפועלים בע''מ,520000118,ח.פ.,"פועלים אג""ח ז COCO",IL0011913295,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,ilAA-,S&P מעלות,מנפיק,ILS,2.99,2028-11-29,0.0309,0.0289,החוב נחות,,270758.87,1.0,113.64,,307.69038,,,,0.000285,0.002056,0.000243,
,665,1651.0,"שפיר הנדסה ותעשיה בע""מ",514892801,ח.פ.,"שפיר הנדסה אג""ח ג",IL0011784175,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ilA+,S&P מעלות,מנפיק,ILS,5.28,2037-11-30,0.0234,0.0478,החוב לא נחות,,328898.82,1.0,88.72,,291.79904,,,,0.000359,0.00195,0.00023,
,665,1651.0,"ריט אזורים - ה.פ ליווינג בע""מ",516117181,ח.פ.,"ריט אזורים אג""ח ב",IL0011835811,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilBBB+,S&P מעלות,מנפיק,ILS,0.25,2025-12-31,0.01,0.0743,החוב לא נחות,,119812.18,1.0,98.7,,118.25462,,,,0.000499,0.00079,9.3e-05,
,665,1651.0,"אקויטל בע""מ",520030859,ח.פ.,"אקויטל אג""ח 4",IL0011976078,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ilAA,S&P מעלות,מנפיק,ILS,5.73,2036-07-25,0.0531,0.047,החוב לא נחות,,368108.97,1.0,104.74,,385.55733,,,,0.001156,0.002576,0.000304,
,665,1651.0,"פרשקובסקי השקעות ובניין בע""מ",513817817,ח.פ.,"פרשקובסקי אג""ח טז",IL0012234113,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,כן,A2.il,מידרוג Moodys,מנפיק,ILS,4.53,2031-12-31,0.0588,0.0517,החוב לא נחות,,105373.78,1.0,105.23,,110.88483,,,,0.000351,0.000741,8.7e-05,
,665,1651.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח יז",IL0012159534,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.57,2035-03-20,0.024,0.0254,החוב לא נחות,,2141799.62,1.0,104.06,,2228.75668,,,,0.000972,0.014896,0.00176,
,665,1651.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"פניקס הון אג""ח טו",IL0012019530,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.28,2030-06-30,0.0469,0.0463,החוב לא נחות,,142578.85,1.0,100.58,,143.40581,,,,0.000285,0.000958,0.000113,
,665,1651.0,"מימון ישיר מקבוצת ישיר (2006) בע""מ",513893123,ח.פ.,"מימון ישיר אג""ח ה",IL0011828311,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.8,2031-07-31,0.01,0.032,החוב לא נחות,,50205.21,1.0,109.08,,54.76385,,,,2.7e-05,0.000366,4.3e-05,
,665,1651.0,"מליסרון בע""מ",520037789,ח.פ.,"מליסרון אג""ח כ",IL0032304227,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,4.44,2030-07-01,0.0025,0.0269,החוב לא נחות,,531731.73,1.0,104.64,,556.40409,,,,0.000397,0.003718,0.000439,
,665,1651.0,"אמות השקעות בע""מ",520026683,ח.פ.,"אמות אג""ח ח",IL0011727828,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.62,2032-01-05,0.0092,0.0287,החוב לא נחות,,865986.78,1.0,109.54,,948.60191,,,,0.000334,0.00634,0.000749,
,665,1651.0,"שיכון ובינוי אנרגיה בע""מ",510459928,ח.פ.,"שוב אנרגיה אג""ח א",IL0011985715,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,A3.il,מידרוג Moodys,מנפיק,ILS,4.01,2034-06-30,0.0677,0.0518,החוב לא נחות,,387072.01,1.0,108.36,,419.43123,,,,0.000573,0.002803,0.000331,
,665,1651.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"הפניקס הון אג""ח יד",IL0012019464,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.2,2030-02-28,0.0231,0.0255,החוב לא נחות,,230442.95,1.0,105.73,,243.64733,,,,0.000768,0.001628,0.000192,
,665,1651.0,"מ.יוחננוף ובניו (1988) בע""מ",511344186,ח.פ.,"יוחננוף אג""ח א",IL0011874182,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,A1.il,מידרוג Moodys,מנפיק,ILS,3.18,2032-07-01,0.0394,0.0462,החוב לא נחות,,22113.28,1.0,99.02,,21.89657,,,,0.000154,0.000146,1.7e-05,
,665,1651.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,"תמר פטרוליום אג""ח א",IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.36,2028-08-30,0.0469,0.0595,החוב לא נחות,,531380.35,1.0,91.73,,487.4352,,,,0.000431,0.003257,0.000385,
,665,1651.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי טפחות הנפקות 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.95,2033-12-25,0.0199,0.0254,החוב לא נחות,,1426610.87,1.0,105.83,,1509.78228,,,,0.000587,0.01009,0.001192,
,665,1651.0,"קבוצת דלק בע""מ",520044322,ח.פ.,"דלק קבוצה אג""ח לח",IL0011995045,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ilA-,S&P מעלות,מנפיק,ILS,3.12,2031-10-31,0.0652,0.0494,החוב לא נחות,,248410.71,1.0,107.87,,267.96064,,,,0.000311,0.00179,0.000211,
,665,1651.0,"מגדל ביטוח גיוס הון בע""מ",513230029,ח.פ.,מגדל הון אגח ט,IL0011856288,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.4,2028-03-31,0.0326,0.046,החוב לא נחות,,265545.58,1.0,98.51,,261.58895,,,,0.000269,0.001748,0.000206,
,665,1651.0,"ש.שלמה החזקות בע""מ",520034372,ח.פ.,"שלמה החזקות אג""ח  כ",IL0011927493,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilAA,S&P מעלות,מנפיק,ILS,3.06,2031-12-20,0.022,0.029,החוב לא נחות,,406837.55,1.0,107.59,,437.71652,,,,0.000545,0.002925,0.000345,
,665,1651.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח טז",IL0011684425,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,2.73,2028-08-28,0.0069,0.0252,החוב לא נחות,,146147.63,1.0,113.01,,165.16143,,,,0.000932,0.001103,0.00013,
,665,1651.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,"אנלייט אג""ח ח",IL0012181306,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,כן,A2.il,מידרוג Moodys,מנפיק,ILS,5.88,2033-09-01,0.04,-0.017,החוב לא נחות,,78170.46,1.0,139.3,,108.89145,,,,0.000188,0.000727,8.6e-05,
,665,1651.0,"אלבר שירותי מימונית בע""מ",512025891,ח.פ.,"אלבר אג""ח יז",IL0011587321,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilA+,S&P מעלות,מנפיק,ILS,0.67,2027-01-20,0.0185,0.0477,החוב לא נחות,,121207.95,1.0,115.12,,139.53459,,,,0.000364,0.000932,0.00011,
,665,1651.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,"חשמל אג""ח 33",IL0060003923,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,9.95,2036-05-30,0.0125,0.0278,החוב לא נחות,,1635342.98,1.0,101.02,,1652.02347,,,,0.000381,0.011041,0.001304,
,665,1651.0,"אלדן תחבורה בע""מ",510454333,ח.פ.,"אלדן תחבורה אג""ח י",IL0012252834,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilA+,S&P מעלות,מנפיק,ILS,3.92,2033-03-31,0.0304,0.0314,החוב לא נחות,,166848.33,1.0,101.72,,169.71812,,,,0.00065,0.001134,0.000134,
,665,1651.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,"וילאר אג""ח י",IL0011939522,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,3.81,2031-12-31,0.0489,0.0464,החוב לא נחות,,251396.34,1.0,102.34,,257.27902,,,,0.000546,0.001719,0.000203,
,665,1651.0,"דלק ישראל נכסים (ד.פ.)בע""מ",516378643,ח.פ.,"דלק נכסים אג""ח א",IL0011961799,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA,S&P מעלות,מנפיק,ILS,3.61,2030-09-30,0.044,0.0285,החוב לא נחות,,261537.26,1.0,113.76,,297.52479,,,,0.000649,0.001988,0.000235,
,665,1651.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"פניקס הון אג""ח יא",IL0011593592,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,3.4,2029-04-30,0.0262,0.0451,החוב לא נחות,,585572.51,1.0,95.06,,556.64523,,,,0.000452,0.00372,0.000439,
,665,1651.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 71 COCO,IL0012138918,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,4.7,2030-11-28,0.0338,0.0307,החוב נחות,,305722.53,1.0,106.95,,326.97024,,,,0.000201,0.002185,0.000258,
,665,1651.0,"חברה לנכסים ולבנין בע""מ",520025438,ח.פ.,"נכסים ובנין אג""ח י",IL0011936304,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA,S&P מעלות,מנפיק,ILS,,2029-06-30,0.0362,0.0299,החוב לא נחות,,298891.11,1.0,112.77,,337.0595,,,,0.000164,0.002252,0.000266,
,665,1651.0,"כללביט מימון בע""מ",513754069,ח.פ.,"כלל גיוסי הון אג""ח יד",IL0012205246,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,8.46,2036-09-30,0.0551,0.0503,החוב לא נחות,,324856.88,1.0,104.55,,339.63787,,,,0.000649,0.00227,0.000268,
,665,1651.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יט",IL0011810079,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא חסום בהשאלה,TASE,"נדל""ן מניב בישראל",לא,ilAA-,S&P מעלות,מנפיק,ILS,3.62,2029-10-30,0.0209,0.0453,החוב לא נחות,,24301.24,1.0,92.6,,22.50295,,,,7.6e-05,0.00015,1.7e-05,
,665,1651.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,מספר שותפות,"נאוויטס פטרוליום אג""ח ו",IL0012048257,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ilA-,S&P מעלות,מנפיק,ILS,2.97,2029-09-30,0.067,0.0511,החוב לא נחות,,281413.65,1.0,104.89,,295.17478,,,,0.000309,0.001972,0.000233,
,665,1651.0,"מבנה נדל""ן (כ.ד) בע""מ",520024126,ח.פ.,"מבנה אג""ח כד",IL0022605526,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,2.41,2028-06-30,0.026,0.0277,החוב לא נחות,,15983.29,1.0,119.56,,19.10962,,,,3.7e-05,0.000127,1.5e-05,
,665,1651.0,"הפניקס אחזקות בע""מ",520017450,ח.פ.,"הפניקס אג""ח 6",IL0076703342,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA,S&P מעלות,מנפיק,ILS,3.57,2032-12-31,0.0194,0.0458,החוב לא נחות,,130284.1,1.0,91.59,,119.32721,,,,8.7e-05,0.000797,9.4e-05,
,665,1651.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 53 COCO,IL0023103992,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,0.73,2026-06-24,0.0189,0.0369,החוב נחות,,29260.56,1.0,117.72,,34.44553,,,,7.3e-05,0.00023,2.7e-05,
,665,1651.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינלאומי הנפקות כו COCO,IL0011855371,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.47,2028-03-31,0.0109,0.0284,החוב נחות,,43278.94,1.0,110.35,,47.75831,,,,4.7e-05,0.000319,3.7e-05,
,665,1651.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,"אלוני חץ אג""ח י",IL0039003624,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,0.88,2027-02-28,0.0674,0.0536,החוב לא נחות,,27263.57,1.0,101.9,,27.78158,,,,6.8e-05,0.000185,2.1e-05,
,665,1651.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,"הכשרת הישוב אג""ח 23",IL0061203233,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilA-,S&P מעלות,מנפיק,ILS,1.63,2028-12-31,0.033,0.0335,החוב לא נחות,,108878.09,1.0,119.32,,129.91333,,,,0.000219,0.000868,0.000102,
,665,1651.0,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,"מניבים ריט אג""ח ד",IL0011939290,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,5.14,2031-12-31,0.0318,0.0294,החוב לא נחות,,65713.08,1.0,113.32,,74.46606,,,,0.000144,0.000497,5.8e-05,
,665,1651.0,"קרסו נדל""ן בע""מ",510488190,ח.פ.,"קרסו נדלן אג""ח א",IL0011900086,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,לא,ilA,S&P מעלות,מנפיק,ILS,2.0,2029-11-30,0.0534,0.052,החוב לא נחות,,403192.07,1.0,102.19,,412.02197,,,,0.000578,0.002753,0.000325,
,665,1651.0,לייטסטון אנטרפרייזס לימיטד,1630,מספר מנפיק,"לייטסטון אג""ח ג",IL0011900995,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,מנפיק,ILS,1.47,2028-04-30,0.0575,0.0584,החוב לא נחות,,285583.11,1.0,102.4,,292.4371,,,,0.000317,0.001954,0.00023,
,665,1651.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יא",IL0011511172,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,1.94,2027-10-20,0.0182,0.0258,החוב לא נחות,,138291.78,1.0,117.78,,162.88006,,,,0.000276,0.001088,0.000128,
,665,1651.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,"הכשרת הישוב אג""ח 26",IL0012056409,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilA-,S&P מעלות,מנפיק,ILS,3.98,2031-06-30,0.0445,0.0347,החוב לא נחות,,273746.43,1.0,111.65,,305.63789,,,,0.000608,0.002042,0.000241,
,665,1651.0,"מליסרון בע""מ",520037789,ח.פ.,"מליסרון אג""ח יז",IL0032302734,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,3.08,2032-01-01,0.0225,0.0292,החוב לא נחות,,556100.71,1.0,118.47,,658.81251,,,,0.00032,0.004403,0.00052,
,665,1651.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח י COCO",IL0012110693,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,4.68,2030-11-30,0.0332,0.0299,החוב נחות,,417876.94,1.0,109.04,,455.65302,,,,0.000333,0.003045,0.000359,
,665,1651.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"לאומי אג""ח 183",IL0060405474,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.14,2029-11-25,0.001,0.0253,החוב לא נחות,,1740717.11,1.0,104.89,,1825.83818,,,,0.000405,0.012203,0.001442,
,665,1651.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,"לוינשטין הנדסה אג""ח ה",IL0011905861,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,כן,ilA+,S&P מעלות,מנפיק,ILS,2.74,2031-06-30,0.05,0.0485,החוב לא נחות,,150428.62,1.0,101.81,,153.15138,,,,0.000636,0.001023,0.00012,
,665,1651.0,"חברת פרטנר תקשורת בע""מ",520044314,ח.פ.,"פרטנר אג""ח ח",IL0011829483,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ilAA-,S&P מעלות,מנפיק,ILS,3.32,2030-06-25,0.0208,0.0455,החוב לא נחות,,125695.05,1.0,92.84,,116.69529,,,,0.000791,0.000779,9.2e-05,
,665,1651.0,לייטסטון אנטרפרייזס לימיטד,1630,מספר מנפיק,"לייטסטון אג""ח ב",IL0011607467,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,מנפיק,ILS,0.16,2025-11-30,0.0395,0.0538,החוב לא נחות,,188911.94,1.0,101.1,,190.98997,,,,0.000601,0.001276,0.00015,
,665,1651.0,"הפניקס אחזקות בע""מ",520017450,ח.פ.,"הפניקס אג""ח 5",IL0076702849,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA,S&P מעלות,מנפיק,ILS,3.56,2030-05-01,0.0044,0.0268,החוב לא נחות,,229300.01,1.0,109.63,,251.3816,,,,0.000201,0.00168,0.000198,
,665,1651.0,"בזק החברה הישראלית לתקשורת בע""מ",520031931,ח.פ.,"בזק אג""ח 11",IL0023002343,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,2.5,2030-06-01,0.032,0.0457,החוב לא נחות,,439570.34,1.0,97.84,,430.07562,,,,0.000313,0.002874,0.000339,
