Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,תשואה לפדיון,שיעור ריבית,נחיתות חוזית,האם סווג כחוב בעייתי,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 39
,168,13303.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר סדרה י""א רצף",IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2.il,מידרוג Moodys,מנפיק,ILS,2.0,2028-06-24,0.0535,0.046,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,90216.31,1.0,99.93,90.15316,,,,0.036102,3.7e-05,
,168,13303.0,אורמת טכנולוגיות אינק,2250.0,מספר מנפיק,"אורמת אג""ח ד רצף",IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",לא סחיר,קלינטק,לא,2020-07-02,ilAA-,S&P מעלות,מנפיק,ILS,2.95,2031-06-15,0.0524,0.0335,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3142.39,1.0,95.91,3.01387,,,,0.001206,1e-06,
,168,13303.0,"תשתיות אנרגיה בע""מ",520027293.0,ח.פ.,"תשתיות אנרגיה אג""ח א רצף",IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2020-08-17,Aaa.il,מידרוג Moodys,מנפיק,ILS,7.06,2040-12-31,0.0272,0.0083,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,123461.88,1.0,104.54,129.06705,,,,0.051685,5.3e-05,
,168,13303.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0103 נשר,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-05-22,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0301,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,101.94,1.0,148.14,0.15101,,,,6e-05,0.0,
,168,13303.0,"דרך ארץ (בי.וי. סראנטה) בע""מ",510984230.0,ח.פ.,"נתיבים אג""ח קונצרן (נסחר $ ) רצף",IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2004-04-30,Aa1.il,מידרוג Moodys,מנפיק,USD,1.0,2027-06-30,0.0456,0.0797,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,4782.16,3.306,105.33,16.65249,,,,0.006668,6e-06,
,168,13303.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 6 רצף",IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2010-05-30,ilAAA,S&P מעלות,מנפיק,ILS,4.98,2036-12-25,0.0277,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,273906.26,1.0,164.64,450.95927,,,,0.180589,0.000186,
,168,13303.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א' רצף",IL0011030843,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.59,2026-12-29,0.0295,0.056,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5418.19,1.0,147.67,8.00104,,,,0.003204,3e-06,
,168,13303.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0706 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-23,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0315,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1881.33,1.0,149.14,2.80582,,,,0.001123,1e-06,
,168,13303.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח ג רצף",IL0011255093,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2012-01-01,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.04,2031-12-31,0.0287,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,171526.03,1.0,131.46,225.48812,,,,0.090298,9.3e-05,
,168,13303.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל   אגח ד רצף,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-01,ilAAA,S&P מעלות,מנפיק,ILS,4.41,2034-09-15,0.0471,0.0374,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3277.35,1.0,96.46,3.16134,,,,0.001265,1e-06,
,168,13303.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,ilAAA,S&P מעלות,מנפיק,ILS,0.46,2026-03-15,0.048,0.025,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,25424.46,1.0,99.16,25.21089,,,,0.010095,1e-05,
,168,13303.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 8 רצף",IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,ilAAA,S&P מעלות,מנפיק,ILS,9.44,2048-07-14,0.0281,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,536756.93,1.0,139.55,749.04429,,,,0.299959,0.00031,
,168,13303.0,"גדות מסופים לכימקלים (1985) בע""מ",520040775.0,ח.פ.,גדות מסף אגא-רמ,IL0011623209,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-01-14,A3.il,מידרוג Moodys,מנפיק,ILS,0.66,2026-06-30,0.0546,0.043,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,40578.25,1.0,100.43,40.75273,,,,0.016319,1.6e-05,
,168,15342.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,"לאומי אג""ח 1",IL0011986390,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2023-08-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.19,2026-12-24,0.0614,0.068,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5275.14,1.0,100.51,5.30204,,,,0.000981,6e-06,
,168,15342.0,מימון ישיר הנפקות,516100120.0,ח.פ.,"ישיר הנפקות אג""ח 16",IL0011983405,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,NR,NR,NR,ILS,1.35,2028-06-12,0.0357,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5408.97,1.0,108.68,5.87847,,,,0.001088,7e-06,
,168,15342.0,"תשתיות אנרגיה בע""מ",520027293.0,ח.פ.,"תשתיות אנרגיה אג""ח א רצף",IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2020-08-17,Aaa.il,מידרוג Moodys,מנפיק,ILS,7.06,2040-12-31,0.0272,0.0083,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,238839.84,1.0,104.54,249.68317,,,,0.046238,0.000318,
,168,15342.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות א,IL0012088188,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-07-15,A3.il,מידרוג Moodys,מנפיק,ILS,3.21,2031-12-31,0.0446,0.0445,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,57622.33,1.0,105.78,60.9529,,,,0.011287,7.7e-05,
,168,15342.0,אורמת טכנולוגיות אינק,2250.0,מספר מנפיק,"אורמת אג""ח ד רצף",IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",לא סחיר,קלינטק,לא,2020-07-02,ilAA-,S&P מעלות,מנפיק,ILS,2.95,2031-06-15,0.0524,0.0335,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6079.02,1.0,95.91,5.83039,,,,0.001079,7e-06,
,168,15342.0,י.ח.ק להשקעות,550016091.0,מספר שותפות,"י.ח.ק להשקעות אג""ח ב",IL0011817835,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2021-11-14,ilA+,S&P מעלות,מנפיק,ILS,1.66,2028-12-31,0.0518,0.0286,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1236.6,1.0,98.48,1.2178,,,,0.000225,1e-06,
,168,15342.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר אג""ח יב - רמ",IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-11,A2.il,מידרוג Moodys,מנפיק,ILS,5.55,2034-06-30,0.0424,0.047,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,106708.03,1.0,108.68,115.97028,,,,0.021476,0.000147,
,168,15342.0,"חברת החשמל לישראל בע""מ",520000472.0,ח.פ.,חברת החשמל 2029 צמוד רצף,IL0060001869,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2014-05-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.97,2029-05-07,0.0293,0.06,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,277626.3,1.0,129.32,359.02634,,,,0.066487,0.000458,
,168,15342.0,קרן שמש נכסים שותפות מוגבלת,540333101.0,ח.פ.,קרן שמש אגח א-רמ,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2.il,מידרוג Moodys,מנפיק,ILS,7.88,2043-12-31,0.0405,0.039,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,86009.91,1.0,103.28,88.83104,,,,0.01645,0.000113,
,168,15342.0,"מת""ם - מרכז תעשיות מדע חיפה בע""מ",510687403.0,ח.פ.,"מת""ם ב רצף",IL0012235367,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנייה,לא,2025-06-24,ilAA,S&P מעלות,מנפיק,ILS,5.24,2035-06-30,0.0351,0.034,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,193325.06,1.0,102.03,197.24956,,,,0.036528,0.000251,
,168,15342.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2א,IL0012257882,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.2,2054-06-20,0.0513,0.0525,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,67730.67,1.0,103.96,70.41281,,,,0.013039,8.9e-05,
,168,15342.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2ב,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,7.35,2054-06-20,0.0786,0.078,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,36792.96,1.0,100.1,36.82975,,,,0.00682,4.6e-05,
,168,15342.0,"כלל תעשיות בע""מ",520021874.0,ח.פ.,כלל תעשאג טז-רמ,IL0060802381,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2019-12-29,A2.il,מידרוג Moodys,מנפיק,ILS,1.47,2027-06-30,0.0537,0.0447,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,167296.88,1.0,100.02,167.33034,,,,0.030987,0.000213,
,168,15342.0,"גדות מסופים לכימקלים (1985) בע""מ",520040775.0,ח.פ.,גדות מסף אגא-רמ,IL0011623209,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-01-14,A3.il,מידרוג Moodys,מנפיק,ILS,0.66,2026-06-30,0.0546,0.043,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,78499.55,1.0,100.43,78.8371,,,,0.014599,0.0001,
,168,15342.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 1,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-12-26,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.41,2054-02-20,0.048,0.05,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,142373.44,1.0,106.71,151.9267,,,,0.028135,0.000193,
,168,15342.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,ilAAA,S&P מעלות,מנפיק,ILS,0.46,2026-03-15,0.048,0.025,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,49184.19,1.0,99.16,48.77105,,,,0.009031,6.2e-05,
,168,15342.0,"אגד חברה לתחבורה בע""מ",516041118.0,ח.פ.,אגד אגח 1-רמ,IL0011987877,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2023-08-15,ilAA-,S&P מעלות,מנפיק,ILS,2.3,2029-12-31,0.0337,0.0364,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,179313.87,1.0,108.84,195.16522,,,,0.036142,0.000249,
,168,15342.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר סדרה י""א רצף",IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2.il,מידרוג Moodys,מנפיק,ILS,2.0,2028-06-24,0.0535,0.046,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,174525.52,1.0,99.93,174.40336,,,,0.032297,0.000222,
,168,15342.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל   אגח ד רצף,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-01,ilAAA,S&P מעלות,מנפיק,ILS,4.41,2034-09-15,0.0471,0.0374,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6340.12,1.0,96.46,6.11568,,,,0.001132,7e-06,
,168,15342.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0103 נשר,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-05-22,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0301,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,197.2,1.0,148.14,0.29213,,,,5.4e-05,0.0,
,168,15342.0,"דרך ארץ (בי.וי. סראנטה) בע""מ",510984230.0,ח.פ.,"נתיבים אג""ח קונצרן (נסחר $ ) רצף",IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2004-04-30,Aa1.il,מידרוג Moodys,מנפיק,USD,1.0,2027-06-30,0.0456,0.0797,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,9251.2,3.306,105.33,32.21462,,,,0.005965,4.1e-05,
,168,15342.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 6 רצף",IL0011009086,ISIN,"אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",ישראל,ישראל,לא סחיר,שירותים,לא,2009-02-22,ilAAA,S&P מעלות,מנפיק,ILS,4.7451,2036-12-25,0.0489,0.049,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,352941.47,1.0,147.947234,581.08314,522.16714,522.16714,עלות מופחתת,0.096699,0.000666,
,168,15342.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0706 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-23,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0315,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3639.48,1.0,149.14,5.42793,,,,0.001005,6e-06,
,168,15342.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א' רצף",IL0011030843,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.59,2026-12-29,0.0295,0.056,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,10481.61,1.0,147.67,15.47819,,,,0.002866,1.9e-05,
,168,15342.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח ג רצף",IL0011255093,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2012-01-01,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.04,2031-12-31,0.0287,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,331821.04,1.0,131.46,436.21193,,,,0.080781,0.000556,
,168,15342.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א רצף",IL0011030843,ISIN,"אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.5813,2026-12-29,0.0448,0.056,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,32093.94,1.0,146.307247,47.39312,46.95576,46.95576,עלות מופחתת,0.008695,5.9e-05,
,168,15342.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 8 רצף",IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,ilAAA,S&P מעלות,מנפיק,ILS,9.44,2048-07-14,0.0281,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1038368.58,1.0,139.55,1449.04336,,,,0.268345,0.001848,
,168,15342.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 6 רצף",IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2010-05-30,ilAAA,S&P מעלות,מנפיק,ILS,4.98,2036-12-25,0.0277,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,529877.95,1.0,164.64,872.39105,,,,0.161556,0.001113,
,168,2009.0,מימון ישיר הנפקות,516100120.0,ח.פ.,"ישיר הנפקות אג""ח 16",IL0011983405,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,NR,NR,NR,ILS,1.35,2028-06-12,0.0357,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,304676.22,1.0,108.68,331.12211,,,,0.001111,3e-06,
,168,2009.0,י.ח.ק להשקעות,550016091.0,מספר שותפות,"י.ח.ק להשקעות אג""ח ב",IL0011817835,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2021-11-14,ilA+,S&P מעלות,מנפיק,ILS,1.66,2028-12-31,0.0518,0.0286,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,69655.18,1.0,98.48,68.59642,,,,0.00023,0.0,
,168,2009.0,אורמת טכנולוגיות אינק,2250.0,מספר מנפיק,"אורמת אג""ח ד רצף",IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",לא סחיר,קלינטק,לא,2020-07-02,ilAA-,S&P מעלות,מנפיק,ILS,2.95,2031-06-15,0.0524,0.0335,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,342418.9,1.0,95.91,328.41397,,,,0.001102,3e-06,
,168,2009.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,"לאומי אג""ח 1",IL0011986390,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2023-08-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.19,2026-12-24,0.0614,0.068,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,297137.55,1.0,100.51,298.65295,,,,0.001002,2e-06,
,168,2009.0,"גדות מסופים לכימקלים (1985) בע""מ",520040775.0,ח.פ.,גדות מסף אגא-רמ,IL0011623209,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-01-14,A3.il,מידרוג Moodys,מנפיק,ILS,0.66,2026-06-30,0.0546,0.043,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,4421717.14,1.0,100.43,4440.73053,,,,0.014908,4e-05,
,168,2009.0,"תשתיות אנרגיה בע""מ",520027293.0,ח.פ.,"תשתיות אנרגיה אג""ח א רצף",IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2020-08-17,Aaa.il,מידרוג Moodys,מנפיק,ILS,7.06,2040-12-31,0.0272,0.0083,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,13453354.21,1.0,104.54,14064.13649,,,,0.047216,0.000128,
,168,2009.0,"אגד חברה לתחבורה בע""מ",516041118.0,ח.פ.,אגד אגח 1-רמ,IL0011987877,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2023-08-15,ilAA-,S&P מעלות,מנפיק,ILS,2.3,2029-12-31,0.0337,0.0364,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,10100379.55,1.0,108.84,10993.2531,,,,0.036906,0.0001,
,168,2009.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2א,IL0012257882,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.2,2054-06-20,0.0513,0.0525,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3815128.65,1.0,103.96,3966.20774,,,,0.013315,3.6e-05,
,168,2009.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר אג""ח יב - רמ",IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-11,A2.il,מידרוג Moodys,מנפיק,ILS,5.55,2034-06-30,0.0424,0.047,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6010642.33,1.0,108.68,6532.36609,,,,0.02193,5.9e-05,
,168,2009.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 1,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-12-26,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.41,2054-02-20,0.048,0.05,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,8019601.51,1.0,106.71,8557.71677,,,,0.028729,7.8e-05,
,168,2009.0,קרן שמש נכסים שותפות מוגבלת,540333101.0,ח.פ.,קרן שמש אגח א-רמ,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2.il,מידרוג Moodys,מנפיק,ILS,7.88,2043-12-31,0.0405,0.039,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,4844760.44,1.0,103.28,5003.66858,,,,0.016798,4.5e-05,
,168,2009.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,ilAAA,S&P מעלות,מנפיק,ILS,0.46,2026-03-15,0.048,0.025,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2770443.93,1.0,99.16,2747.1722,,,,0.009222,2.5e-05,
,168,2009.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2ב,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,7.35,2054-06-20,0.0786,0.078,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2072471.28,1.0,100.1,2074.54375,,,,0.006964,1.9e-05,
