Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,נכס בסיס,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 21
,168,12155.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,382.67,3.8807,554100.0,1389.7214699999988,0.3326177944836535,4.941180479949544e-05,
,168,12155.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,38.93,2.1849,887300.0,-112.7000700000003,-0.026973785417270333,-4.007071906091722e-06,
,168,12155.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,73.83,0.022332,314100.0,269.2619299999997,0.06444551028992297,9.573657896423952e-06,
,168,12155.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,29.34,2.3745,177280.0,446.03373000000045,0.10675430921990264,1.5858812054440587e-05,
,168,12155.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,108.64,3.306,673875.0,1266.7683299999983,0.3031900255857317,4.504018308657402e-05,
,168,12155.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,115.76,4.4409,940750.0,514.5842299999968,0.12316127753186985,1.8296137804979385e-05,
,168,12155.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,14.87,3.306,11507.8125,54.724899999999444,0.01309793072516777,1.945753976494213e-06,
,168,12155.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,394.68,3.306,135700.0,342.5113400000036,0.08197712200304573,1.2178054264135248e-05,
,168,12155.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,24.92,4.1427,1210600.0,7.22739999999851,0.0017298155779738105,2.569715484123592e-07,
,168,13303.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,8.99,2.3745,177280.0,136.74975999999978,0.10727968927856295,5.6654256587225286e-05,
,168,13303.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,2.85,3.306,11507.8125,10.50484999999986,0.008241016612518361,4.352069556175503e-06,
,168,13303.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,35.49,4.4409,940750.0,157.76669999999925,0.12376740225726321,6.536139516968635e-05,
,168,13303.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,7.64,4.1427,1210600.0,2.2158499999996275,0.0017383262646154854,9.180077132039007e-07,
,168,13303.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,33.31,3.306,673875.0,388.3792800000012,0.30468213239008385,0.0001609022157134456,
,168,13303.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,22.63,0.022332,314100.0,82.55318000000156,0.06476266941424583,3.420107678296101e-05,
,168,13303.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,11.94,2.1849,887300.0,-34.55278000000026,-0.027106530220678837,-1.4314921385763046e-05,
,168,13303.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,117.32,3.8807,554100.0,426.0755600000024,0.3342547269259561,0.0001765194622775636,
,168,13303.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,121.0,3.306,135700.0,105.01076999999955,0.08238056707743113,4.3505064345283555e-05,
,168,13349.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,6.72,3.8807,554100.0,24.389860000000102,0.3027067775927679,7.186455000426131e-05,
,168,13349.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,0.44,4.1427,1210600.0,0.12685000000000582,0.001574357324627702,3.737626279134413e-07,
,168,13349.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,6.93,3.306,135700.0,6.011130000000121,0.07460517575710741,1.7711752034129025e-05,
,168,13349.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,1.3,0.022332,314100.0,4.725590000000084,0.05865011611893743,1.3923917515502008e-05,
,168,13349.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,0.51,2.3745,177280.0,7.827969999999972,0.09715429173405836,2.3065058245387754e-05,
,168,13349.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,2.23,3.306,11507.8125,8.206020000000018,0.1018463357748589,2.417897989680823e-05,
,168,13349.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,1.91,3.306,673875.0,22.232000000000465,0.2759252033198439,6.550643077470572e-05,
,168,13349.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,0.68,2.1849,887300.0,-1.9779100000000327,-0.024548183649619918,-5.827897827167939e-06,
,168,13349.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,2.03,4.4409,940750.0,9.03104999999993,0.11208592602742014,2.6609924957173854e-05,
,168,13887.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,5556.73,3.306,673875.0,112296.7836300001,1.0,0.006493026765003395,
,168,2009.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,4213.03,3.8807,554100.0,15300.121350000023,0.3350491274752114,0.00014013963494908537,
,168,2009.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,1274.44,4.4409,940750.0,5665.3087400000095,0.12406154871540867,5.189071906919634e-05,
,168,2009.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,72.99,3.306,11507.8125,268.6938300000019,0.005883981652176457,2.461069058728205e-06,
,168,2009.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,1196.04,3.306,673875.0,13946.470240000248,0.3054062499491926,0.00012774102920836734,
,168,2009.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,274.39,4.1427,1210600.0,79.56990999999643,0.0017424586582628547,7.288110914447786e-07,
,168,2009.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,428.59,2.1849,887300.0,-1240.7699600000083,-0.02717095394118917,-1.1364684323251604e-05,
,168,2009.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,812.8,0.022332,314100.0,2964.435870000005,0.06491658654064983,2.7152396451533657e-05,
,168,2009.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,4345.2,3.306,135700.0,3770.8743700000045,0.08257634946713262,3.4538873618192714e-05,
,168,2009.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,322.98,2.3745,177280.0,4910.602900000006,0.10753465148315586,4.497808102586845e-05,
,168,2012.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,27.4,0.022332,314100.0,99.95021999999881,0.05792598962988507,1.3087980077764005e-05,
,168,2012.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,42.97,4.4409,940750.0,191.0140399999991,0.1107018803980875,2.501233063912451e-05,
,168,2012.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,146.5,3.306,135700.0,127.1404600000009,0.07368404959487791,1.6648405651911354e-05,
,168,2012.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,14.45,2.1849,887300.0,-41.83433999999985,-0.024245024623388588,-5.4779970317865275e-06,
,168,2012.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,9.25,4.1427,1210600.0,2.682820000000298,0.0015548240263890103,3.5130182517088157e-07,
,168,2012.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,10.89,2.3745,177280.0,165.56803999999912,0.09595469192644558,2.1680304545947457e-05,
,168,2012.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,40.33,3.306,673875.0,470.225299999997,0.2725183181338645,6.157364494506002e-05,
,168,2012.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,142.05,3.8807,554100.0,515.8655999999978,0.2989690807685533,6.755001335268524e-05,
,168,2012.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,52.94,3.306,11507.8125,194.86930000000075,0.11293619014528573,2.551715760273322e-05,
,168,2013.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,37.54,3.306,11507.8125,138.17665000000036,0.055022409233750375,1.3893716863200564e-05,
,168,2013.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,220.24,3.8807,554100.0,799.8121300000026,0.3184878944957602,8.042142632618007e-05,
,168,2013.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,227.14,3.306,135700.0,197.12203999999912,0.07849466283826995,1.9820699164847874e-05,
,168,2013.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,14.34,4.1427,1210600.0,4.159509999999776,0.001656330946161049,4.182403772970912e-07,
,168,2013.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,16.88,2.3745,177280.0,256.7012100000009,0.10221928978173163,2.5811408296416165e-05,
,168,2013.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,66.62,4.4409,940750.0,296.15337999999895,0.11792927727165395,2.977833960947685e-05,
,168,2013.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,62.52,3.306,673875.0,729.0501700000018,0.2903102427629797,7.330628323271867e-05,
,168,2013.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,22.4,2.1849,887300.0,-64.86111000000126,-0.025827913310789912,-6.521810289748101e-06,
,168,2013.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,42.49,0.022332,314100.0,154.96555000000075,0.06170780598048385,1.558184740511624e-05,
,168,2014.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,33.39,2.3745,177280.0,507.69466000000017,0.10581761344427187,3.676780568668013e-05,
,168,2014.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,44.31,2.1849,887300.0,-128.28001999999955,-0.026737105269106855,-9.290180142614505e-06,
,168,2014.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,28.37,4.1427,1210600.0,8.226529999999329,0.001714636453981286,5.957743508974861e-07,
,168,2014.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,435.57,3.8807,554100.0,1581.8403599999995,0.3296992955274096,0.00011455861872533405,
,168,2014.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,28.36,3.306,11507.8125,104.38793999999947,0.021757334779065406,7.559889430298131e-06,
,168,2014.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,449.24,3.306,135700.0,389.861049999997,0.08125782903818138,2.823416604619196e-05,
,168,2014.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,84.03,0.022332,314100.0,306.4854299999997,0.06388004309133645,2.219601194158432e-05,
,168,2014.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,131.76,4.4409,940750.0,585.7217599999979,0.12208061984653992,4.241861409009149e-05,
,168,2014.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,123.65,3.306,673875.0,1441.8898299999832,0.30052973308831943,0.0001044232474122135,
,168,2015.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,72.23,2.1849,887300.0,-209.1067199999988,-0.02692917667148057,-1.103404541015343e-05,
,168,2015.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,54.43,2.3745,177280.0,827.5829600000009,0.10657776918956496,4.366950981445863e-05,
,168,2015.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,201.56,3.306,673875.0,2350.3959199999867,0.3026886318029718,0.00012402459047284255,
,168,2015.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,136.98,0.022332,314100.0,499.59579999999704,0.0643389345044945,2.6362437055690656e-05,
,168,2015.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,710.02,3.8807,554100.0,2578.5264900000097,0.3320677374754065,0.00013606247748491204,
,168,2015.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,31.07,3.306,11507.8125,114.37929000000096,0.014729991020702512,6.035512774726351e-06,
,168,2015.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,46.24,4.1427,1210600.0,13.40989999999851,0.0017269534247720457,7.076073191029007e-07,
,168,2015.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,732.3,3.306,135700.0,635.5047300000191,0.08184155511469057,3.3534015784799006e-05,
,168,2015.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,214.78,4.4409,940750.0,954.7733900000006,0.12295760413887505,5.038103482119656e-05,
,168,2016.0,Osaka Exchange Inc,3538001249AILNPRUX57,LEI,TPZ5 DEC25 TOPIX משתנה,TPZ5 INDEX,טיקר,"חו""ל",יפן,אחר,מניות לרבות מדדי מניות,לא,JPY,150.63,0.022332,314100.0,549.3890600000024,0.06448444086045932,2.9423336127606674e-05,
,168,2016.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,236.19,4.4409,940750.0,1049.9328699999899,0.12323567939806877,5.623069331856067e-05,
,168,2016.0,ASX Ltd,549300VSBVYUCBIQKT71,LEI,XPZ5 DEC25 ASX משתנה,XPZ5 INDEX,טיקר,"חו""ל",אוסטרליה,ASX,מניות לרבות מדדי מניות,לא,AUD,79.43,2.1849,887300.0,-229.9477800000012,-0.026990078798445536,-1.2315190300179907e-05,
,168,2016.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,ESZ5 DEC25 S&P 500 משתנה,ESZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,מניות לרבות מדדי מניות,לא,USD,221.66,3.306,673875.0,2584.6530599999724,0.3033731821896357,0.0001384248819181547,
,168,2016.0,CHICAGO MERCANTILE EXCHANGE INC,SNZ2OJLFK8MNNCLQOF39,LEI,UXYZ5 DEC 25 US 10yr 6% משתנה,UXYZ5 INDEX,טיקר,"חו""ל","ארה""ב",CME,"ריבית ואג""ח",לא,USD,28.94,3.306,11507.8125,106.51127999999933,0.012501742091718664,5.704367671284894e-06,
,168,2016.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,VGZ5 DEC25 EUROSTOXX משתנה,VGZ5 INDEX,טיקר,"חו""ל",גרמניה,EUREX,מניות לרבות מדדי מניות,לא,EUR,780.79,3.8807,554100.0,2835.5207300000193,0.33281872926681844,0.00015186046758118346,
,168,2016.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,RBEZ5 DEC25 MSCIEM משתנה,RBEZ5 INDEX,טיקר,"חו""ל",אסיה,EUREX,מניות לרבות מדדי מניות,לא,USD,805.28,3.306,135700.0,698.8436300000251,0.08202664379491854,3.74275946196079e-05,
,168,2016.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,59.86,2.3745,177280.0,910.06575,0.10681880166125678,4.8739904759793265e-05,
,168,2016.0,EUREX FRANKFURT AG,529900UT4DG0LG5R9O07,LEI,SMZ5 DEC25 SMI משתנה,SMZ5 INDEX,טיקר,"חו""ל",שוויץ,EUREX,מניות לרבות מדדי מניות,לא,CHF,50.85,4.1427,1210600.0,14.746429999999702,0.0017308595355682542,7.897666665808966e-07,
,168,2063.0,Montreal Exchange Inc,549300DKBYNOI0B1NP44,LEI,PTZ5 TSX DEC25 משתנה,PTZ5 INDEX,טיקר,"חו""ל",קנדה,אחר,מניות לרבות מדדי מניות,לא,CAD,44.94,2.3745,177280.0,683.2491299999953,0.10817112790165087,7.054757821456657e-05,
,168,2063.0,ICE FUTURES US INC,5493004R83R1LVX2IL36,LEI,Z Z5 DEC25 FTSE משתנה,Z Z5 INDEX,טיקר,"חו""ל",בריטניה,ICE,מניות לרבות מדדי מניות,לא,GBP,177.32,4.4409,940750.0,788.2570399999917,0.1247958458333001,8.138996852082714e-05,
