מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
170,12176,Invesco,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"Financial מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,365.0,3.306,7821.0,0.0,94.37522,0.000%,0.431%,0.132%
170,12176,Invesco,549300TKJ3EA6QHM7D23,LEI,INVESCO NASDAQ 100 ETF,US46138G6492,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,USD,273.0,3.306,24712.0,0.0,223.03519,0.000%,1.018%,0.311%
170,12176,Global X Managemenrt,549300P5QELW9NWLDY61,LEI,GLOBAL X US INFRASTRUCTURE,US37954Y6730,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",CBOE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,387.0,3.306,4763.0,0.0,60.93886,0.000%,0.278%,0.085%
170,12176,Sprott Global Resource Investm,254900PKBWWLG0BN6V46,LEI,SPROTT URANIUM MINERS ETF,US85208P3038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,79.0,3.306,6043.0,0.0,15.78274,0.000%,0.072%,0.022%
170,12176,Global X Managemenrt,549300X47IEM37AA7M52,LEI,GLOBAL X CYBERSECURITY ETF,US37954Y3844,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,262.0,3.306,3519.0,0.0,30.48059,0.001%,0.139%,0.043%
170,12176,Global X Managemenrt,549300FJZ5SE0HHSHI40,LEI,GLOBAL X URANIUM ETF,US37954Y8710,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,72.0,3.306,4767.0,0.0,11.34698,0.000%,0.052%,0.016%
170,12176,ROUNDHILL MAGNIFICENT SEVEN,549300XYABGAKA0WAI17,LEI,ROUNDHILL MAGNIFICENT SEVEN,US53656G4982,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",CBOE,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,445.0,3.306,6486.0,0.0,95.42008,0.001%,0.435%,0.133%
170,12176,Lyxor,2138008FBK1VTTPX5W27,LEI,AMUNDI EURSTX600 BANKS,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",לוכסמבורג,EURONEXT,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,177.0,3.8807,5212.4,0.0,35.80313,0.001%,0.163%,0.050%
170,12176,iShares ETFs/Germany,549300Q3F47BPOYQTW29,LEI,ISHARES EUROPE INDSTRLS EURA,IE00BMW42520,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירלנד,אחר,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,EUR,568.0,3.8807,856.8,0.0,18.8859,0.000%,0.086%,0.026%
170,12176,Invesco,635400P6NV26FABBYW18,LEI,INVESCO STX 600 OPT BANKS,IE00B5MTWD60,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירלנד,אחר,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,EUR,39.0,3.8807,17810.0,0.0,26.95495,0.001%,0.123%,0.038%
170,12176,Nomura Holdings,353800A9AYNTIQFRDM29,LEI,NEXT FUNDS TOPIX BANKS ETF,JP3040170007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,"מניות בחו""ל - מניות גיאוגרפי - מנוטרלת מט""ח-אסיה - מדד אחר",לא,JPY,1021.0,0.022332,47230.0,0.0,10.76889,0.000%,0.049%,0.015%
170,12176,Krane Funds Advisors LLC,549300URDNVSGEWBN526,LEI,KRANESH CSI CHINA INTERNET,US5007673065,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",סין,NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,133.0,3.306,4201.0,0.0,18.47171,0.000%,0.084%,0.026%
170,12176,Krane Funds Advisors LLC,549300URDNVSGEWBN526,LEI,KRANESH CSI CHINA INTERNET,US5007673065,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",סין,NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,100.0,3.306,4201.0,0.0,13.8885,0.000%,0.063%,0.019%
170,15432,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא 35,IL0011437006,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,8378.992626551,1.0,3151.0,0.0,264.02206,0.013%,1.793%,0.121%
170,15432,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא 125,IL0011437188,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,17787.109203075,1.0,3198.0,0.0,568.83175,0.009%,3.863%,0.260%
170,15432,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא 90,IL0011437832,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,18004.696440625,1.0,3146.0,0.0,566.42775,0.024%,3.846%,0.259%
170,15432,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא צמיחה,IL0011445751,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות כללי-ת""א צמיחה",לא,ILS,6272.608123694,1.0,1929.0,0.0,120.99861,0.168%,0.822%,0.055%
170,15432,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל SME 60,IL0011450447,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"SME60 מניות בארץ - מניות כללי-ת""א",לא,ILS,5690.364607867,1.0,963.8,0.0,54.84373,0.031%,0.372%,0.025%
170,15432,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם קרן סל תא 90,IL0011463317,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,7470.406426905,1.0,30420.0,0.0,2272.49764,0.061%,15.431%,1.040%
170,15432,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם קרן סל תא 125,IL0011463564,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,1581.863868555,1.0,31750.0,0.0,502.24178,0.006%,3.410%,0.230%
170,15432,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם קרן סל SME 60,IL0011465395,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"SME60 מניות בארץ - מניות כללי-ת""א",לא,ILS,1011.243482756,1.0,9522.0,0.0,96.2906,0.054%,0.654%,0.044%
170,15432,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם קרן סל תא פיננסים,IL0011465544,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א פיננסים",לא,ILS,545.365185747,1.0,71740.0,0.0,391.24498,0.079%,2.657%,0.179%
170,15432,"פסגות קרנות מדדים בע""מ",513767079,ח.פ.,פסגות קרן סל תא בנקים,IL0011487746,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",לא,ILS,58099.164812258,1.0,6734.0,0.0,3912.39776,0.027%,26.566%,1.791%
170,15432,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל קרן סל תא 125,IL0011488991,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,22414.069757596,1.0,3192.0,0.0,715.45711,0.022%,4.858%,0.328%
170,15432,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל קרן סל תא 35,IL0011489072,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,8350.760681878,1.0,3163.0,0.0,264.13456,0.025%,1.794%,0.121%
170,15432,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל קרן סל תא 90,IL0011489312,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,23088.803492997,1.0,3165.0,0.0,730.76063,0.031%,4.962%,0.335%
170,15432,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל קרן סל SME 60,IL0011489569,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"SME60 מניות בארץ - מניות כללי-ת""א",לא,ILS,1660.083569083,1.0,1003.0,0.0,16.65064,0.013%,0.113%,0.008%
170,15432,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל קרן סל תא פיננסים,IL0011489809,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א פיננסים",לא,ILS,5085.588015889,1.0,7411.0,0.0,376.89293,0.126%,2.559%,0.173%
170,15432,מגדל קרנות נאמנות בעמ,511303661,ח.פ.,MTF סל (A4) תל אביב 125 מגדל,IL0011502833,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,12551.010689565,1.0,5003.0,0.0,627.92706,0.015%,4.264%,0.287%
170,15432,מגדל קרנות נאמנות בעמ,511303661,ח.פ.,מגדל קרן סל תא 90,IL0011502593,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,31366.860263154,1.0,4757.0,0.0,1492.12154,0.056%,10.132%,0.683%
170,15432,מגדל קרנות נאמנות בעמ,511303661,ח.פ.,מגדל קרן סל תא 35,IL0011501843,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,7348.547086154,1.0,4301.0,0.0,316.06101,0.027%,2.146%,0.145%
170,15432,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל אינדקס בנקים משקל שווה,IL0011877649,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",לא,ILS,1436.188691781,1.0,10670.0,0.0,153.24133,0.004%,1.041%,0.070%
170,15432,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל תא 35,IL0011943805,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,3486.453029604,1.0,9062.0,0.0,315.94237,0.064%,2.145%,0.145%
170,15432,"אי.בי.אי קרנות נאמנות בע""מ",513765339,ח.פ.,איביאי קרן סל תא 90,IL0012094442,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,6473.779715657,1.0,8268.0,0.0,535.25211,0.054%,3.635%,0.245%
170,15432,VanEck Vectors,549300MJTG2N9QRH7I02,LEI,VANECK SEMICONDUCTOR ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,400.982495117,3.306,32636.0,0.0,432.63852,0.000%,2.938%,0.198%
170,14232,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא 125,IL0011437188,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,9951.097764989,1.0,3198.0,0.0,318.23611,0.005%,2.293%,0.099%
170,14232,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא 90,IL0011437832,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,21641.436466805,1.0,3146.0,0.0,680.83959,0.029%,4.906%,0.213%
170,14232,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל תא צמיחה,IL0011445751,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות כללי-ת""א צמיחה",לא,ILS,7539.602271983,1.0,1929.0,0.0,145.43893,0.202%,1.048%,0.045%
170,14232,מיטב קרנות נאמנות בעמ,513534974,ח.פ.,תכלית קרן סל SME 60,IL0011450447,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"SME60 מניות בארץ - מניות כללי-ת""א",לא,ILS,6839.752313527,1.0,963.8,0.0,65.92153,0.037%,0.475%,0.021%
